date,timestamp,countid,telpost,speciesname,speciesid,count,countback,local,location,age,sex,plumage,counttype,migtype,remark
2008-08-22,10:37:00,,1,Mar,,1,,,E2,,FC,,,,
2008-08-22,10:44:00,,2,HB,,1,,,O,,,,,,
2008-08-22,10:50:00,,1,HB,,2,,,E2,,,,,,
2008-08-22,10:54:00,,2,BE,,1,,,O,,,,,,
2008-08-22,10:54:00,,2,HB,,1,,,O,,,,,,
2008-08-22,10:56:00,,1,Mar,,2,,,E1,,FC,,,,
2008-08-22,10:56:00,,1,Mon,,1,,,E1,,FC,,,,
2008-08-22,10:56:00,,1,Mon,,1,,,O,juv,,,,,
2008-08-22,10:58:00,,1,Mar,,1,,,E1,juv,,,,,
2008-08-22,10:59:00,,2,HB,,2,,,E2,,,,,,
2008-08-22,11:01:00,,1,WS,,1,,,O,,,,,,
2008-08-22,11:02:00,,2,HB,,3,,,E2,,,,,,
2008-08-22,11:05:00,,1,Mar,,1,,,E1,,FC,,,,
2008-08-22,11:06:00,,2,MUID,,5,,,O,,,,,,
2008-08-22,11:06:00,,1,SB,,1,,,E2,,,,,,
2008-08-22,11:08:00,,2,HB,,1,,,E2,,,,,,
2008-08-22,11:13:00,,2,BS,,1,,,W2,,,,,,
2008-08-22,11:17:00,,2,HB,,1,,,O,,,,,,
2008-08-22,11:17:00,,2,MonPal,,1,,,O,,,,,,
2008-08-22,11:18:00,,1,BS,,1,,,E2,,,,,,
2008-08-22,11:18:00,,1,HB,,18,,,E2,,,,,,
2008-08-22,11:19:00,,1,Mar,,1,,,E2,,,,,,
2008-08-22,11:21:00,,2,HB,,4,,,E2,,,,,,
2008-08-22,11:21:00,,2,Mar,,1,,,W1,,,,,,
2008-08-22,11:21:00,,2,Mar,,1,,,W2,,,,,,
2008-08-22,11:22:00,,2,HB,,8,,,W1,,,,,,
2008-08-22,11:25:00,,1,LesGrSte,,1,,,E2,,,,,,
2008-08-22,11:25:00,,1,LLB,,1,,,E2,,,,,,
2008-08-22,11:26:00,,2,BE,,2,,,W1,,,,,,
2008-08-22,11:26:00,,2,HB,,4,,,W1,,,,,,
2008-08-22,11:27:00,,2,HB,,16,,,W1,,,,,,
2008-08-22,11:29:00,,2,BE,,1,,,W1,,,,,,
2008-08-22,11:29:00,,1,HB,,47,,,E2,,,,,,
2008-08-22,11:30:00,,2,BE,,1,,,W1,,,,,,
2008-08-22,11:31:00,,1,HB,,16,,,E2,,,,,,
2008-08-22,11:33:00,,2,HB,,2,,,E1,,,,,,
2008-08-22,11:33:00,,1,STE,,1,,,E2,Ad,,,,,
2008-08-22,11:39:00,,2,BE,,1,,,W2,,,,,,
2008-08-22,11:40:00,,2,BE,,1,,,W1,,,,,,
2008-08-22,11:43:00,,1,SBHB,,1,,,E2,,,,,,
2008-08-22,11:44:00,,1,SB,,1,,,E1,juv,,,,,
2008-08-22,11:50:00,,2,HB,,14,,,W1,,,,,,
2008-08-22,11:51:00,,2,BK,,2,,,W1,,,,,,
2008-08-22,11:51:00,,2,HB,,8,,,W1,,,,,,
2008-08-22,11:53:00,,2,BE,,1,,,O,,,,,,
2008-08-22,11:55:00,,1,BK,,2,,,E2,,,,,,
2008-08-22,11:55:00,,2,HB,,2,,,E1,,,,,,
2008-08-22,11:55:00,,1,HB,,22,,,E2,,,,,,
2008-08-22,11:56:00,,2,HB,,2,,,O,,,,,,
2008-08-22,11:59:00,,2,HB,,4,,,E2,,,,,,
2008-08-22,12:00:00,,1,HB,,4,,,E2,,,,,,
2008-08-22,12:04:00,,2,HB,,1,,,O,,,,,,
2008-08-22,12:06:00,,2,HB,,4,,,O,,,,,,
2008-08-22,12:07:00,,1,HB,,12,,,E2,,,,,,
2008-08-22,12:08:00,,2,HB,,1,,,O,,,,,,
2008-08-22,12:08:00,,2,MonPal,,1,,,O,,,,,,
2008-08-22,12:11:00,,1,HB,,22,,,E2,,,,,,
2008-08-22,12:12:00,,1,HB,,58,,,E2,,,,,,
2008-08-22,12:13:00,,2,BK,,2,,,W2,,,,,,
2008-08-22,12:16:00,,2,HB,,6,,,O,,,,,,
2008-08-22,12:19:00,,2,HB,,9,,,O,,,,,,
2008-08-22,12:19:00,,2,MUID,,1,,,O,,,,,,
2008-08-22,12:20:00,,2,HB,,2,,,O,,,,,,
2008-08-22,12:21:00,,2,HB,,1,,,O,,,,,,
2008-08-22,12:22:00,,1,HB,,16,,,E2,,,,,,
2008-08-22,12:23:00,,2,HB,,2,,,O,,,,,,
2008-08-22,12:24:00,,2,BE,,1,,,W2,,,,,,
2008-08-22,12:25:00,,1,HB,,8,,,E2,,,,,,
2008-08-22,12:25:00,,1,HB,,5,,,E2,,,,,,
2008-08-22,12:25:00,,1,MonPal,,1,,,E2,,,,,,
2008-08-22,12:30:00,,1,HB,,3,,,E2,,,,,,
2008-08-22,12:30:00,,1,LesGrSte,,1,,,E2,,,,,,
2008-08-22,12:32:00,,1,HB,,16,,,E2,,,,,,
2008-08-22,12:33:00,,2,MonPal,,1,,,E2,,,,,,
2008-08-22,12:35:00,,1,HB,,1,,,E2,,,,,,
2008-08-22,12:37:00,,2,HB,,3,,,W3,,,,,,
2008-08-22,12:38:00,,1,Mar,,2,,,E2,,,,,,
2008-08-22,12:40:00,,2,HB,,3,,,W1,,,,,,
2008-08-22,12:41:00,,1,HB,,1,,,O,Ad,f,,,,
2008-08-22,12:44:00,,1,HB,,10,,,E2,,,,,,
2008-08-22,12:46:00,,1,HB,,1,,,E2,Ad,m,,,,
2008-08-22,12:46:00,,2,MonPal,,1,,,E1,,,,,,
2008-08-22,12:49:00,,2,MonPal,,1,,,O,,FC,,,,
2008-08-22,12:51:00,,1,HB,,1,,,E2,,,,,,
2008-08-22,12:52:00,,1,HB,,4,,,E2,,,,,,
2008-08-22,12:55:00,,2,HB,,20,,,W2,,,,,,
2008-08-22,12:59:00,,1,HB,,18,,,E2,,,,,,
2008-08-22,13:01:00,,1,HB,,4,,,E2,,,,,,
2008-08-22,13:05:00,,2,HB,,25,,,W1,,,,,,
2008-08-22,13:12:00,,1,Mon,,1,,,E1,Ad,f,,,,
2008-08-22,13:15:00,,1,HB,,5,,,E2,,,,,,
2008-08-22,13:15:00,,1,Mar,,1,,,E2,,,,,,
2008-08-22,13:15:00,,2,Mar,,1,,,O,,,,,,
2008-08-22,13:15:00,,2,Mon,,1,,,O,Ad,m,,,,
2008-08-22,13:15:00,,2,MonPal,,1,,,O,,FC,,,,
2008-08-22,13:16:00,,2,HB,,10,,,O,,,,,,
2008-08-22,13:18:00,,2,HB,,3,,,W2,,,,,,
2008-08-22,13:19:00,,2,HB,,16,,,O,,,,,,
2008-08-22,13:20:00,,1,SPH,,1,,,W2,,,,,,
2008-08-22,13:23:00,,2,HB,,18,,,O,,,,,,
2008-08-22,13:24:00,,1,HB,,2,,,E2,,,,,,
2008-08-22,13:25:00,,1,HB,,37,,,E2,,,,,,
2008-08-22,13:25:00,,2,HB,,59,,,O,,,,,,
2008-08-22,13:28:00,,1,HB,,54,,,E2,,,,,,
2008-08-22,13:28:00,,2,Mon,,1,,,W2,,m,,,,
2008-08-22,13:28:00,,2,MonPal,,1,,,W2,,FC,,,,
2008-08-22,13:30:00,,2,HB,,7,,,,,,,,,
2008-08-22,13:32:00,,2,BE,,1,,,E1,,,,,,
2008-08-22,13:32:00,,2,MonPal,,2,,,E2,,FC,,,,
2008-08-22,13:33:00,,1,BK,,2,,,E2,,,,,,
2008-08-22,13:33:00,,1,HB,,4,,,E2,,,,,,
2008-08-22,13:34:00,,2,HB,,1,,,E1,,,,,,
2008-08-22,13:34:00,,2,Mar,,1,,,E1,,,,,,
2008-08-22,13:34:00,,2,MonPal,,2,,,E1,,,,,,
2008-08-22,13:36:00,,2,MonPal,,2,,,E2,,,,,,
2008-08-22,13:41:00,,1,HB,,16,,,E2,,,,,,
2008-08-22,13:41:00,,2,MonPal,,2,,,E2,Ad,m,,,,
2008-08-22,13:42:00,,2,HB,,14,,,O,,,,,,
2008-08-22,13:43:00,,1,LUID,,1,,,E2,,,,,,
2008-08-22,13:43:00,,1,LUID,,1,,,E2,,,,,,
2008-08-22,13:43:00,,1,LUID,,1,,,E2,,,,,,
2008-08-22,13:43:00,,1,LUID,,1,,,E2,,,,,,
2008-08-22,13:45:00,,1,BK,,1,,,E2,,,,,,
2008-08-22,13:45:00,,2,HB,,5,,,O,,,,,,
2008-08-22,13:46:00,,1,HB,,24,,,E2,,,,,,
2008-08-22,13:46:00,,1,MUID,,1,,,,,,,,,
2008-08-22,13:49:00,,2,HB,,19,,,W2,,,,,,
2008-08-22,13:54:00,,1,HB,,12,,,E2,,,,,,
2008-08-22,13:55:00,,2,BE,,1,,,E2,,,,,,
2008-08-22,13:55:00,,2,HB,,1,,,E2,,,,,,
2008-08-22,14:01:00,,1,HB,,6,,,E2,,,,,,
2008-08-22,14:01:00,,2,MonPal,,2,,,E2,,FC,,,,
2008-08-22,14:05:00,,2,Falco-SPEC,,1,,,W1,,,,,,
2008-08-22,14:05:00,,2,HB,,1,,,O,,,,,,
2008-08-22,14:05:00,,2,HB,,4,,,W2,,,,,,
2008-08-22,14:09:00,,2,HB,,6,,,W1,,,,,,
2008-08-22,14:10:00,,1,BK,,2,,,E2,,,,,,
2008-08-22,14:10:00,,1,HB,,12,,,E2,,,,,,
2008-08-22,14:10:00,,1,Mon,,2,,,E2,,FC,,,,
2008-08-22,14:10:00,,1,Mon,,2,,,E2,Ad,m,,,,
2008-08-22,14:11:00,,1,BK,,1,,,E2,,,,,,
2008-08-22,14:11:00,,1,HB,,3,,,E2,,,,,,
2008-08-22,14:11:00,,2,HB,,4,,,W1,,,,,,
2008-08-22,14:12:00,,1,MonPal,,1,,,E2,,FC,,,,
2008-08-22,14:12:00,,2,MonPal,,1,,,E2,,,,,,
2008-08-22,14:14:00,,2,MUID,,2,,,E3,,,,,,
2008-08-22,14:18:00,,2,HB,,28,,,O,,,,,,
2008-08-22,14:20:00,,2,HB,,10,,,O,,,,,,
2008-08-22,14:22:00,,1,HB,,12,,,E2,,,,,,
2008-08-22,14:24:00,,2,HB,,24,,,O,,,,,,
2008-08-22,14:26:00,,2,HB,,11,,,W1,,,,,,
2008-08-22,14:28:00,,1,Mon,,2,,,E1,Ad,m,,,,
2008-08-22,14:29:00,,2,HB,,4,,,W2,,,,,,
2008-08-22,14:30:00,,2,BK,,1,,,E2,,,,,,
2008-08-22,14:32:00,,1,HB,,12,,,E2,,,,,,
2008-08-22,14:39:00,,1,HB,,2,,,E2,,,,,,
2008-08-22,14:40:00,,2,HB,,22,,,W1,,,,,,
2008-08-22,14:43:00,,1,SB,,1,,,O,,,,,,
2008-08-22,14:45:00,,1,HB,,19,,,E2,,,,,,
2008-08-22,14:45:00,,2,HB,,5,,,W1,,,,,,
2008-08-22,14:46:00,,1,LSPH,,1,,,W2,,,,,,
2008-08-22,14:48:00,,2,BE,,1,,,W1,,,,,,
2008-08-22,14:48:00,,2,HB,,15,,,W1,,,,,,
2008-08-22,14:48:00,,1,Mon,,1,,,E2,Ad,m,,,,
2008-08-22,14:48:00,,1,MUID,,1,,,E2,,,,,,
2008-08-22,14:52:00,,1,BE,,2,,,E2,,,,,,
2008-08-22,14:52:00,,1,HB,,1,,,E2,,,,,,
2008-08-22,14:52:00,,2,HB,,16,,,W1,,,,,,
2008-08-22,14:57:00,,2,HB,,8,,,W1,,,,,,
2008-08-22,14:58:00,,1,HB,,19,,,E2,,,,,,
2008-08-22,14:58:00,,1,LUID,,1,,,E2,,,,,,
2008-08-22,15:00:00,,1,HB,,10,,,E2,,,,,,
2008-08-22,15:00:00,,2,HB,,4,,,W1,,,,,,
2008-08-22,15:02:00,,1,BK,,1,,,E2,,,,,,
2008-08-22,15:05:00,,2,HB,,12,,,O,,,,,,
2008-08-22,15:06:00,,1,HB,,11,,,E2,,,,,,
2008-08-22,15:06:00,,1,Mon,,2,,,E2,Ad,m,,,,
2008-08-22,15:09:00,,1,HB,,15,,,E2,,,,,,
2008-08-22,15:15:00,,2,BK,,3,,,O,,,,,,
2008-08-22,15:19:00,,2,HB,,31,,,O,,,,,,
2008-08-22,15:20:00,,2,HB,,12,,,O,,,,,,
2008-08-22,15:22:00,,2,HB,,16,,,O,,,,,,
2008-08-22,15:24:00,,1,HB,,27,,,E2,,,,,,
2008-08-22,15:26:00,,1,BK,,1,,,E2,,,,,,
2008-08-22,15:26:00,,1,HB,,29,,,E2,,,,,,
2008-08-22,15:35:00,,2,HB,,5,,,W1,,,,,,
2008-08-22,15:39:00,,2,BK,,2,,,O,,,,,,
2008-08-22,15:39:00,,2,HB,,26,,,O,,,,,,
2008-08-22,15:39:00,,2,MonPal,,1,,,O,,,,,,
2008-08-22,15:41:00,,1,HB,,6,,,E2,,,,,,
2008-08-22,15:43:00,,1,HB,,25,,,E2,,,,,,
2008-08-22,15:49:00,,1,MonPal,,1,,,E2,,,,,,
2008-08-22,15:49:00,,1,SB,,2,,,E2,,,,,,
2008-08-22,15:51:00,,1,HB,,1,,,E2,,,,,,
2008-08-22,15:54:00,,2,HB,,6,,,E1,,,,,,
2008-08-22,16:04:00,,2,HB,,7,,,E2,,,,,,
2008-08-22,16:12:00,,2,HB,,11,,,W2,,,,,,
2008-08-22,16:15:00,,2,HB,,12,,,W2,,,,,,
2008-08-22,16:24:00,,2,HB,,2,,,E2,,,,,,
2008-08-22,16:31:00,,2,HB,,19,,,E2,,,,,,
2008-08-22,16:35:00,,2,HB,,3,,,E2,,,,,,
2008-08-22,16:40:00,,2,HB,,3,,,E2,,,,,,
2008-08-22,16:50:00,,2,HB,,34,,,E2,,,,,,
2008-08-22,16:54:00,,2,Mar,,1,,,E2,,,,,,
2008-08-22,16:55:00,,2,Mar,,1,,,E1,,,,,,
2008-08-22,16:59:00,,2,HB,,29,,,E1,,,,,,
2008-08-22,16:59:00,,2,HB,,8,,,E2,,,,,,
2008-08-22,16:59:00,,2,Mar,,1,,,E1,,,,,,
2008-08-22,17:02:00,,2,HB,,14,,,O,,,,,,
2008-08-22,17:05:00,,2,HB,,23,,,O,,,,,,
2008-08-22,17:08:00,,2,HB,,6,,,O,,,,,,
2008-08-22,17:09:00,,2,HB,,8,,,O,,,,,,
2008-08-22,17:10:00,,2,HB,,48,,,O,,,,,,
2008-08-22,17:11:00,,2,BK,,1,,,O,,,,,,
2008-08-22,17:17:00,,2,HB,,4,,,E2,,,,,,
2008-08-22,17:19:00,,2,HB,,20,,,E1,,,,,,
2008-08-22,17:20:00,,2,Mar,,1,,,E1,,,,,,
2008-08-22,17:22:00,,2,HB,,7,,,E1,,,,,,
2008-08-22,17:24:00,,2,HB,,22,,,E1,,,,,,
2008-08-22,17:24:00,,2,HB,,53,,,E2,,,,,,
2008-08-22,17:26:00,,2,HB,,4,,,E2,,,,,,
2008-08-22,17:28:00,,2,HB,,49,,,E1,,,,,,
2008-08-22,17:30:00,,2,HB,,13,,,E2,,,,,,
2008-08-22,17:33:00,,2,HB,,4,,,E1,,,,,,
2008-08-22,17:33:00,,2,MonPal,,1,,,E2,,FC,,,,
2008-08-22,17:35:00,,2,HB,,8,,,E2,,,,,,
2008-08-22,17:37:00,,2,HB,,2,,,E2,,,,,,
2008-08-22,17:38:00,,2,HB,,19,,,E2,,,,,,
2008-08-22,17:39:00,,2,HB,,5,,,E2,,,,,,
2008-08-22,17:41:00,,2,HB,,5,,,E2,,,,,,
2008-08-22,17:41:00,,2,Mar,,1,,,E2,,,,,,
2008-08-22,17:43:00,,2,Mar,,2,,,E2,,,,,,
2008-08-22,17:45:00,,2,HB,,42,,,E2,,,,,,
2008-08-22,17:57:00,,2,HB,,14,,,E2,,,,,,
2008-08-22,17:59:00,,2,HB,,52,,,E2,,,,,,
2008-08-22,18:07:00,,2,HB,,24,,,E2,,,,,,
2008-08-22,18:09:00,,2,HB,,37,,,E2,,,,,,
2008-08-22,18:13:00,,2,HB,,18,,,W1,,,,,,
2008-08-22,18:16:00,,2,HB,,13,,,W1,,,,,,
2008-08-22,18:19:00,,2,HB,,13,,,E2,,,,,,
2008-08-22,18:22:00,,2,HB,,33,,,E2,,,,,,
2008-08-22,18:25:00,,2,HB,,26,,,,,,,,,
2008-08-22,18:27:00,,2,HB,,6,,,,,,,,,
2008-08-22,18:30:00,,2,HB,,20,,,,,,,,,
2008-08-23,09:55:00,,1,Mon,,1,,,E1,Ad,m,,,,
2008-08-23,09:55:00,,1,MonPal,,1,,,E1,,FC,,,,
2008-08-23,10:00:00,,1,Rol,,15,,,E2,,,,,,
2008-08-23,10:04:00,,1,Rol,,4,,,E2,,,,,,
2008-08-23,10:10:00,,1,HB,,1,,,E2,,,,,,
2008-08-23,10:24:00,,2,Mar,,1,,,E2,,,,,,
2008-08-23,10:29:00,,1,MonPalHen,,1,,,E2,,,,,,
2008-08-23,10:31:00,,2,MUID,,1,,,E2,,,,,,
2008-08-23,10:44:00,,1,Mar,,1,,,O,,FC,,,,
2008-08-23,10:44:00,,1,Mar,,1,,,O,Ad,m,,,,
2008-08-23,10:44:00,,1,Mar,,1,,,O,imm,m,,,,
2008-08-23,10:48:00,,2,Mar,,1,,,E3,Ad,f,,,,
2008-08-23,10:48:00,,2,Mar,,1,,,E3,,FC,,,,
2008-08-23,10:48:00,,2,Mar,,2,,,E3,,,,,,
2008-08-23,10:52:00,,2,Mar,,1,,,E2,,FC,,,,
2008-08-23,10:52:00,,2,Mar,,1,,,E2,,,,,,
2008-08-23,10:59:00,,1,Mar,,1,,,E3,,FC,,,,
2008-08-23,11:00:00,,1,Rol,,14,,,E2,,,,,,
2008-08-23,11:01:00,,2,HB,,25,,,E3,,,,,,
2008-08-23,11:07:00,,2,HB,,7,,,O,,,,,,
2008-08-23,11:09:00,,2,BK,,1,,,O,,,,,,
2008-08-23,11:12:00,,1,HB,,14,,,E3,,,,,,
2008-08-23,11:13:00,,2,MonPal,,1,,,E3,,,,,,
2008-08-23,11:15:00,,2,HB,,1,,,E3,,,,,,
2008-08-23,11:16:00,,2,Mar,,1,,,E2,,,,,,
2008-08-23,11:23:00,,2,HB,,4,,,O,Ad,m,,,,
2008-08-23,11:23:00,,2,HB,,3,,,O,,,,,,
2008-08-23,11:24:00,,2,Mar,,1,,,O,,FC,,,,
2008-08-23,11:24:00,,2,Mar,,1,,,O,Ad,m,,,,
2008-08-23,11:27:00,,2,Mar,,2,,,O,,FC,,,,
2008-08-23,11:28:00,,1,HB,,6,,,E3,,,,,,
2008-08-23,11:29:00,,2,Mar,,1,,,E2,,FC,,,,
2008-08-23,11:33:00,,2,SB,,1,,,E2,,,,,,
2008-08-23,11:34:00,,2,BK,,1,,,O,,,,,,
2008-08-23,11:34:00,,1,HB,,101,,,E3,,,,,,
2008-08-23,11:34:00,,2,HB,,3,,,O,,,,,,
2008-08-23,11:36:00,,1,BE,,1,,,E2,,,,,,
2008-08-23,11:38:00,,1,BE,,1,,,E3,,,,,,
2008-08-23,11:41:00,,2,STE,,1,,,E2,,,,,,
2008-08-23,11:44:00,,1,HB,,60,,,E3,,,,,,
2008-08-23,11:44:00,,1,Mar,,1,,,E3,,,,,,
2008-08-23,11:44:00,,2,Mar,,2,,,E3,,,,,,
2008-08-23,11:46:00,,1,HB,,94,,,E3,,,,,,
2008-08-23,11:46:00,,1,MUID,,1,,,E3,,,,,,
2008-08-23,11:47:00,,2,HB,,7,,,E3,,,,,,
2008-08-23,11:47:00,,2,LLB,,1,,,E3,,,,,,
2008-08-23,11:49:00,,1,BE,,1,,,E3,,,,,,
2008-08-23,11:50:00,,1,HB,,18,,,E3,,,,,,
2008-08-23,11:50:00,,2,HB,,3,,,E3,,,,,,
2008-08-23,11:50:00,,2,HB,,8,,,O,,,,,,
2008-08-23,11:50:00,,2,Mar,,1,,,E3,,FC,,,,
2008-08-23,11:53:00,,2,Mar,,2,,,O,,FC,,,,
2008-08-23,11:53:00,,2,Mar,,4,,,O,,,,,,
2008-08-23,11:54:00,,1,BE,,1,,,E2,,,,,,
2008-08-23,11:57:00,,1,HB,,200,,,E3,,,,,,
2008-08-23,11:58:00,,1,BE,,1,,,E2,,,,,,
2008-08-23,11:59:00,,2,MUID,,1,,,E3,,,,,,
2008-08-23,12:02:00,,1,HB,,30,,,E3,,,,,,
2008-08-23,12:03:00,,1,HB,,13,,,E3,,,,,,
2008-08-23,12:03:00,,2,HB,,48,,,W1,,,,,,
2008-08-23,12:04:00,,2,Mar,,1,,,O,Ad,f,,,,
2008-08-23,12:04:00,,2,Mar,,1,,,O,juv,,,,,
2008-08-23,12:07:00,,1,HB,,48,,,E3,,,,,,
2008-08-23,12:07:00,,2,Mar,,2,,,E1,,FC,,,,
2008-08-23,12:08:00,,2,Mar,,1,,,W1,juv,,,,,
2008-08-23,12:11:00,,1,HB,,11,,,E3,Ad,m,,,,
2008-08-23,12:11:00,,2,Mar,,1,,,O,,FC,,,,
2008-08-23,12:11:00,,2,Mar,,3,,,O,,,,,,
2008-08-23,12:12:00,,2,Mar,,1,,,O,,FC,,,,
2008-08-23,12:12:00,,2,Mar,,1,,,O,,,,,,
2008-08-23,12:14:00,,2,BK,,7,,,O,,,,,,
2008-08-23,12:18:00,,2,GH,,1,,,O,juv,m,,,,
2008-08-23,12:18:00,,1,HB,,64,,,E3,,,,,,
2008-08-23,12:18:00,,2,Mar,,1,,,W1,imm,,,,,
2008-08-23,12:20:00,,1,HB,,25,,,E3,,,,,,
2008-08-23,12:20:00,,2,MUID,,2,,,E3,,,,,,
2008-08-23,12:25:00,,1,BE,,1,,,E3,,,,,,
