date,timestamp,countid,telpost,speciesname,speciesid,count,countback,local,location,age,sex,plumage,counttype,migtype,remark,BE_flock
2012-09-05,08:49:00,,2,Mar,,1,,,W2,,,,,,,
2012-09-05,08:50:00,,2,Mar,,1,,,W2,,,,,,,
2012-09-05,08:51:00,,2,Mar,,7,,,W1,Ad,,,,,,
2012-09-05,08:51:00,,2,Mon,,3,,,W1,Ad,F,,,,,
2012-09-05,08:51:00,,2,MonPalHen,,3,,,W1,,,,,,,
2012-09-05,08:51:00,,2,Mar,,2,,,O,Ad,F,,,,,
2012-09-05,08:52:00,,2,Mar,,1,,,E2,,FC,,,,,
2012-09-05,08:53:00,,2,Mar,,1,,,E1,Ad,M,,,,,
2012-09-05,08:53:00,,2,Mar,,4,,,E1,,FC,,,,,
2012-09-05,08:54:00,,2,Mon,,5,,,E2,Non-juv,M,,,,,
2012-09-05,08:54:00,,2,Mon,,5,,,E2,Non-juv,F,,,,,
2012-09-05,08:54:00,,2,Mon,,1,,,E2,Juv,,,,,,
2012-09-05,08:54:00,,2,MonPalHen,,22,,,E2,,,,,,,
2012-09-05,08:56:00,,2,HB,,1,,,E1,,,,,,,
2012-09-05,08:58:00,,2,Pal,,1,,,E1,Juv,,,,,,
2012-09-05,08:58:00,,2,Mar,,1,,,W2,,FC,,,,,
2012-09-05,08:59:00,,2,Mar,,2,,,W2,Ad,F,,,,,
2012-09-05,08:59:00,,2,Mar,,1,,,W2,Juv,,,,,,
2012-09-05,08:59:00,,2,Mon,,1,,,W2,Juv,,,,,,
2012-09-05,08:59:00,,2,MonPalHen,,1,,,W2,,,,,,,
2012-09-05,08:59:00,,2,Mar,,1,,,W2,Ad,M,,,,,
2012-09-05,08:59:00,,2,MonPalHen,,38,,,W3,,,,,,,
2012-09-05,09:00:00,,2,Mar,,9,,,W3,,,,,,,
2012-09-05,09:00:00,,2,Mar,,2,,,W2,Ad,M,,,,,
2012-09-05,09:02:00,,2,HB,,2,,,E2,,,,,,,
2012-09-05,09:02:00,,2,MonPalHen,,13,,,W2,,,,,,,
2012-09-05,09:02:00,,2,Pal,,1,,,W2,Ad,M,,,,,
2012-09-05,09:02:00,,2,Mar,,1,,,W2,Juv,,,,,,
2012-09-05,09:06:00,,2,Mar,,1,,,W1,Non-juv,,,,,,
2012-09-05,09:07:00,,2,Mar,,1,,,O,,FC,,,,,
2012-09-05,09:07:00,,2,Mar,,1,,,W2,,FC,,,,,
2012-09-05,09:08:00,,2,Mon,,1,,,W2,Ad,M,,,,,
2012-09-05,09:08:00,,2,MonPalHen,,4,,,W1,,,,,,,
2012-09-05,09:09:00,,2,MonPalHen,,2,,,E2,,,,,,,
2012-09-05,09:10:00,,2,MonPalHen,,1,,,W1,,,,,,,
2012-09-05,09:11:00,,2,Mar,,1,,,O,Juv,,,,,,
2012-09-05,09:11:00,,2,MonPalHen,,1,,,W1,,FC,,,,,
2012-09-05,09:14:00,,2,Mar,,1,,,W1,,,,,,,
2012-09-05,09:14:00,,2,Mar,,1,,,W1,,FC,,,,,
2012-09-05,09:15:00,,2,Mar,,1,,,E2,Ad,M,,,,,
2012-09-05,09:16:00,,2,Pal,,1,,,O,Imm,M,,,,,
2012-09-05,09:17:00,,2,MonPalHen,,4,,,W2,,,,,,,
2012-09-05,09:17:00,,2,Mon,,1,,,O,Ad,M,,,,,
2012-09-05,09:18:00,,2,Mar,,1,,,E2,Ad,M,,,,,
2012-09-05,09:18:00,,2,Mar,,1,,,E2,Juv,,,,,,
2012-09-05,09:19:00,,2,Mon,,1,,,E2,Non-juv,M,,,,,
2012-09-05,09:20:00,,2,Mon,,1,,,W3,Juv,,,,,,
2012-09-05,09:21:00,,2,MonPalHen,,1,,,E2,nonjuv,F,,,,,
2012-09-05,09:22:00,,2,HB,,1,,,W1,,,,,,,
2012-09-05,09:23:00,,2,Mar,,1,,,W3,Ad,F,,,,,
2012-09-05,09:23:00,,2,Mon,,1,,,W1,Ad,F,,,,,
2012-09-05,09:23:00,,2,HB,,61,,,E2,,,,,,,
2012-09-05,09:27:00,,2,Mar,,3,,,O,Ad,M,,,,,
2012-09-05,09:28:00,,2,Mon,,1,,,E1,Ad,M,,,,,
2012-09-05,09:28:00,,2,Mon,,1,,,O,Non-juv,F,,,,,
2012-09-05,09:28:00,,2,Mon,,1,,,O,Juv,,,,,,
2012-09-05,09:28:00,,2,Mar,,1,,,E1,Ad,M,,,,,
2012-09-05,09:29:00,,2,Mar,,2,,,E3,,FC,,,,,
2012-09-05,09:29:00,,2,Mar,,1,,,E3,Ad,F,,,,,
2012-09-05,09:29:00,,2,Mar,,1,,,E3,Ad,M,,,,,
2012-09-05,09:29:00,,2,Mar,,1,,,E3,Juv,,,,,,
2012-09-05,09:31:00,,2,HB,,1,,,E1,,,,,,,
2012-09-05,09:31:00,,2,Mar,,1,,,W1,,,,,,,
2012-09-05,09:33:00,,2,Mar,,1,,,E1,Ad,F,,,,,
2012-09-05,09:33:00,,2,Mar,,1,,,E1,Ad,M,,,,,
2012-09-05,09:33:00,,2,Mar,,2,,,E2,Juv,,,,,,
2012-09-05,09:34:00,,2,Mon,,1,,,E2,Non-juv,F,,,,,
2012-09-05,09:34:00,,2,MonPalHen,,1,,,E2,,,,,,,
2012-09-05,09:34:00,,2,Mar,,2,,,E1,Imm,M,,,,,
2012-09-05,09:35:00,,2,Mar,,1,,,O,Ad,M,,,,,
2012-09-05,09:36:00,,2,Mar,,2,,,E1,Juv,,,,,,
2012-09-05,09:36:00,,2,Mar,,1,,,E1,Imm,M,,,,,
2012-09-05,09:36:00,,2,MonPalHen,,1,,,E2,Juv,,,,,,
2012-09-05,09:36:00,,2,HBad,,27,,,O,,,,,,,
2012-09-05,09:37:00,,2,HBjuv,,5,,,O,,,,,,,
2012-09-05,09:37:00,,2,Mon,,1,,,E3,Non-juv,M,,,,,
2012-09-05,09:38:00,,2,Mon,,1,,,W2,Ad,M,,,,,
2012-09-05,09:38:00,,2,Mar,,1,,,W2,Juv,,,,,,
2012-09-05,09:40:00,,2,Pal,,1,,,W1,Juv,,,,,,
2012-09-05,09:40:00,,2,Mon,,2,,,W1,Imm,M,,,,,
2012-09-05,09:42:00,,2,HB,,1,,,W1,,,,,,,
2012-09-05,09:42:00,,2,Mon,,1,,,E2,Juv,,,,,,
2012-09-05,09:43:00,,2,Pal,,1,,,E1,Ad,M,,,,,
2012-09-05,09:43:00,,2,Mon,,1,,,W1,Ad,M,,,,,
2012-09-05,09:43:00,,2,Mar,,1,,,E1,Juv,,,,,,
2012-09-05,09:46:00,,2,Mon,,2,,,W2,Juv,,,,,,
2012-09-05,09:47:00,,2,Mon,,2,,,O,Juv,,,,,,
2012-09-05,09:47:00,,2,Mon,,1,,,O,Non-juv,F,,,,,
2012-09-05,09:48:00,,2,Mar,,1,,,E2,Ad,M,,,,,
2012-09-05,09:48:00,,2,Mar,,1,,,E2,Juv,,,,,,
2012-09-05,09:48:00,,2,MonPalHen,,1,,,E3,,,,,,,
2012-09-05,09:49:00,,2,HB,,1,,,W2,,,,,,,
2012-09-05,09:49:00,,2,Mar,,2,,,E2,Juv,,,,,,
2012-09-05,09:50:00,,2,Mon,,1,,,E2,Juv,,,,,,
2012-09-05,09:50:00,,2,Mar,,1,,,E2,Juv,,,,,,
2012-09-05,09:50:00,,2,Mar,,2,,,E2,Ad,M,,,,,
2012-09-05,09:51:00,,2,Mon,,1,,,O,Juv,,,,,,
2012-09-05,09:53:00,,2,Mar,,1,,,E2,Juv,,,,,,
2012-09-05,09:54:00,,2,Mar,,2,,,E1,Imm,FC,,,,,
2012-09-05,09:55:00,,2,Mar,,2,,,E1,Ad,F,,,,,
2012-09-05,09:55:00,,2,Mar,,2,,,E1,Ad,M,,,,,
2012-09-05,09:55:00,,2,Mon,,1,,,E1,Ad,M,,,,,
2012-09-05,09:55:00,,2,BK,,2,,,E1,,,,,,,
2012-09-05,09:56:00,,2,HBad,,19,,,E1,,,,,,,
2012-09-05,09:56:00,,2,HBjuv,,2,,,E1,,,,,,,
2012-09-05,09:56:00,,2,Mar,,2,,,E1,Ad,F,,,,,
2012-09-05,09:57:00,,2,Mar,,1,,,E1,Ad,M,,,,,
2012-09-05,09:57:00,,2,Mar,,2,,,E1,Ad,F,,,,,
2012-09-05,09:57:00,,2,Mar,,1,,,E1,Ad,F,,,,,
2012-09-05,10:00:00,,2,Pal,,1,,,W1,Juv,,,,,,
2012-09-05,10:01:00,,2,LSE,,1,,,E2,Non-juv,,,,,,
2012-09-05,10:01:00,,2,BEL,,1,,,E2,Ad,,,,,,Minority
2012-09-05,10:02:00,,2,Mon,,1,,,E1,Juv,,,,,,
2012-09-05,10:02:00,,2,BK,,1,,,E1,,,,,,,
2012-09-05,10:04:00,,2,Mon,,1,,,E2,Juv,,,,,,
2012-09-05,10:05:00,,2,Mon,,1,,,O,Juv,,,,,,
2012-09-05,10:05:00,,2,Mar,,1,,,O,Juv,,,,,,
2012-09-05,10:06:00,,2,Mon,,1,,,E1,Non-juv,F,,,,,
2012-09-05,10:11:00,,2,BK,,7,,,W1,,,,,,,
2012-09-05,10:11:00,,2,HBad,,37,,,O,,,,,,,
2012-09-05,10:12:00,,2,HBjuv,,3,,,O,,,,,,,
2012-09-05,10:14:00,,2,BK,,5,,,W1,,,,,,,
2012-09-05,10:14:00,,2,SB,,1,,,W1,,,,,,,
2012-09-05,10:14:00,,2,HBad,,39,,,O,,,,,,,
2012-09-05,10:14:00,,2,HBjuv,,2,,,O,,,,,,,
2012-09-05,10:15:00,,2,SB,,3,,,E1,Juv,,,,,,
2012-09-05,10:15:00,,2,Mar,,1,,,O,Ad,M,,,,,
2012-09-05,10:15:00,,2,Mar,,1,,,E1,Juv,,,,,,
2012-09-05,10:16:00,,2,Mon,,1,,,W1,Juv,,,,,,
2012-09-05,10:17:00,,2,Mar,,1,,,W3,,,,,,,
2012-09-05,10:17:00,,2,BK,,3,,,W3,,,,,,,
2012-09-05,10:17:00,,2,HBad,,5,,,O,,,,,,,
2012-09-05,10:24:00,,2,SB,,2,,,W1,Juv,,,,,,
2012-09-05,10:25:00,,2,Mar,,1,,,W3,Ad,F,,,,,
2012-09-05,10:25:00,,2,Mar,,1,,,W1,Ad,M,,,,,
2012-09-05,10:25:00,,2,SB,,1,,,W1,Ad,,,,,,
2012-09-05,10:26:00,,2,Mar,,2,,,W1,Juv,,,,,,
2012-09-05,10:26:00,,2,Mon,,1,,,W2,Ad,M,,,,,
2012-09-05,10:27:00,,2,Mon,,1,,,O,Ad,F,,,,,
2012-09-05,10:28:00,,2,Mon,,1,,,O,Imm,M,,,,,
2012-09-05,10:29:00,,2,Mon,,1,,,O,Imm,M,,,,,
2012-09-05,10:29:00,,2,Mon,,1,,,O,Juv,,,,,,
2012-09-05,10:29:00,,2,SB,,1,,,O,Ad,,,,,,
2012-09-05,10:31:00,,2,Mon,,1,,,W2,Juv,,,,,,
2012-09-05,10:32:00,,2,Mar,,1,,,W1,Imm,M,,,,,
2012-09-05,10:33:00,,2,BK,,1,,,W1,,,,,,,
2012-09-05,10:33:00,,2,Mar,,1,,,W1,Imm,M,,,,,
2012-09-05,10:34:00,,2,Mon,,1,,,E2,Juv,,,,,,
2012-09-05,10:36:00,,2,Mar,,1,,,E2,,FC,,,,,
2012-09-05,10:36:00,,2,MonPalHen,,1,,,W1,,,,,,,
2012-09-05,10:40:00,,2,Mar,,1,,,W3,Juv,,,,,,
2012-09-05,10:42:00,,2,Mon,,1,,,E2,Ad,M,,,,,
2012-09-05,10:47:00,,2,Mon,,1,,,W1,Juv,,,,,,
2012-09-05,10:49:00,,2,SB,,2,,,O,,,,,,,
2012-09-05,10:49:00,,2,BK,,2,,,W1,,,,,,,
2012-09-05,10:52:00,,2,BK,,2,,,E1,,,,,,,
2012-09-05,10:52:00,,2,BK,,1,,,E1,,,,,,,
2012-09-05,10:54:00,,2,BK,,1,,,E2,,,,,,,
2012-09-05,10:59:00,,2,BEL,,1,,,E2,Ad,,,,,,NAS
2012-09-05,11:01:00,,2,MonPalHen,,3,,,E2,,,,,,,
2012-09-05,11:01:00,,2,Mon,,1,,,E2,Non-juv,M,,,,,
2012-09-05,11:04:00,,2,HB,,10,,,E2,,,,,,,
2012-09-05,11:04:00,,2,HBad,,43,,,O,,,,,,,
2012-09-05,11:04:00,,2,HBjuv,,2,,,O,,,,,,,
2012-09-05,11:07:00,,2,Mar,,1,,,E2,Juv,,,,,,
2012-09-05,11:07:00,,2,Mon,,1,,,E2,Juv,,,,,,
2012-09-05,11:08:00,,2,Mar,,1,,,E2,Ad,M,,,,,
2012-09-05,11:08:00,,2,Mar,,1,,,O,Juv,,,,,,
2012-09-05,11:08:00,,2,Mar,,1,,,E2,Ad,M,,,,,
2012-09-05,11:09:00,,2,Mar,,1,,,E2,Ad,F,,,,,
2012-09-05,11:13:00,,2,HB,,66,,,E2,,,,,,,
2012-09-05,11:13:00,,2,SB,,1,,,E2,,,,,,,
2012-09-05,11:13:00,,2,BK,,1,,,E2,,,,,,,
2012-09-05,11:13:00,,2,Mar,,1,,,E3,Ad,F,,,,,
2012-09-05,11:14:00,,2,BK,,2,,,W3,,,,,,,
2012-09-05,11:14:00,,2,SB,,1,,,W3,,,,,,,
2012-09-05,11:14:00,,2,Mar,,1,,,W3,Ad,M,,,,,
2012-09-05,11:22:00,,2,Mar,,1,,,E3,Ad,M,,,,,
2012-09-05,11:23:00,,2,HB,,1,,,E2,,,,,,,
2012-09-05,11:23:00,,2,HB,,12,,,W1,,,,,,,
2012-09-05,11:28:00,,2,BKad,,1,,,O,,,,,,,
2012-09-05,11:30:00,,2,Pal,,1,,,E2,Ad,F,,,,,
2012-09-05,11:30:00,,2,BK,,9,,,E1,,,,,,,
2012-09-05,11:31:00,,2,Mon,,1,,,E1,Imm,M,,,,,
2012-09-05,11:32:00,,2,SB,,1,,,W1,,,,,,,
2012-09-05,11:33:00,,2,HB,,220,,,W1,,,,,,,
2012-09-05,11:33:00,,2,BK,,48,,,W2,,,,,,,
2012-09-05,11:43:00,,2,BK,,13,,,W2,,,,,,,
2012-09-05,11:44:00,,2,HB,,59,,,E2,,,,,,,
2012-09-05,11:45:00,,2,BK,,5,,,E2,,,,,,,
2012-09-05,11:45:00,,2,SB,,2,,,E2,,,,,,,
2012-09-05,11:46:00,,2,HB,,169,,,W1,,,,,,,
2012-09-05,11:48:00,,2,HB,,2,,,W1,,,,,,,
2012-09-05,11:47:00,,2,HBjuv,,1,,,O,,,,,,,
2012-09-05,11:48:00,,2,BK,,11,,,W1,,,,,,,
2012-09-05,11:49:00,,2,BK,,1,,,W1,,,,,,,
2012-09-05,12:12:00,,2,BK,,2,,,E1,,,,,,,
2012-09-05,12:12:00,,2,Mar,,1,,,E1,Ad,F,,,,,
2012-09-05,12:15:00,,2,MonPalHen,,1,,,W2,,,,,,,
2012-09-05,12:15:00,,2,Pal,,1,,,W2,Juv,,,,,,
2012-09-05,12:15:00,,2,HB,,218,,,O,,,,,,,
2012-09-05,12:15:00,,2,BK,,57,,,E1,,,,,,,
2012-09-05,12:16:00,,2,SB,,5,,,E1,,,,,,,
2012-09-05,12:16:00,,2,MonPalHen,,1,,,E1,,,,,,,
2012-09-05,12:23:00,,2,Mar,,1,,,W1,Juv,,,,,,
2012-09-05,12:28:00,,2,HB,,2,,,E1,,,,,,,
2012-09-05,12:30:00,,2,HB,,1,,,W3,,,,,,,
2012-09-05,12:30:00,,2,Mon,,1,,,O,Ad,F,,,,,
2012-09-05,12:31:00,,2,HBjuv,,1,,,O,,,,,,,
2012-09-05,12:31:00,,2,Mar,,2,,,W2,Ad,F,,,,,
2012-09-05,12:33:00,,2,HBad,,1,,,O,,,,,,,
2012-09-05,12:33:00,,2,HB,,1,,,O,,,,,,,
2012-09-05,12:36:00,,2,HB,,4,,,W2,,,,,,,
2012-09-05,12:38:00,,2,Mar,,1,,,W1,Ad,F,,,,,
2012-09-05,12:42:00,,2,HB,,30,,,W1,,,,,,,
2012-09-05,12:42:00,,2,BK,,11,,,W1,,,,,,,
2012-09-05,12:44:00,,2,HB,,1,,,W2,,,,,,,
2012-09-05,12:46:00,,2,Mar,,1,,,W1,,FC,,,,,
2012-09-05,12:50:00,,2,Mar,,1,,,W1,Ad,FC,,,,,
2012-09-05,12:51:00,,2,BS,,1,,,W3,,,,,,,
2012-09-05,12:54:00,,2,HB,,1,,,E1,,,,,,,
2012-09-05,12:55:00,,2,BK,,1,,,W1,,,,,,,
2012-09-05,12:58:00,,2,BK,,1,,,O,,,,,,,
2012-09-05,13:02:00,,2,Pal,,1,,,E2,Juv,,,,,,
2012-09-05,13:03:00,,2,HB,,16,,,E2,,,,,,,
2012-09-05,13:12:00,,2,HB,,47,,,E2,,,,,,,
2012-09-05,13:13:00,,2,BK,,7,,,E2,,,,,,,
2012-09-05,13:13:00,,2,Mar,,1,,,E2,Juv,,,,,,
2012-09-05,13:18:00,,2,HBad,,11,,,O,,,,,,,
2012-09-05,13:18:00,,2,HBjuv,,2,,,O,,,,,,,
2012-09-05,13:37:00,,2,BK,,17,,,E2,,,,,,,
2012-09-05,13:37:00,,2,Mon,,2,,,E2,Juv,,,,,,
2012-09-05,13:39:00,,2,BK,,128,,,W1,,,,,,,
2012-09-05,13:41:00,,2,HBad,,33,,,O,,,,,,,
2012-09-05,13:41:00,,2,BK,,8,,,O,,,,,,,
2012-09-05,13:43:00,,2,BEL,,1,,,E1,Ad,,,,,,NAS
2012-09-05,13:44:00,,2,BEL,,1,,,E1,Ad,,,,,,NAS
2012-09-05,13:44:00,,2,HB,,23,,,E1,,,,,,,
2012-09-05,13:44:00,,2,BK,,40,,,E1,,,,,,,
2012-09-05,13:47:00,,2,BK,,4,,,W2,,,,,,,
2012-09-05,13:47:00,,2,Mar,,1,,,W1,Juv,,,,,,
2012-09-05,13:50:00,,2,LSE,,1,,,O,Ad,,,,,,
2012-09-05,13:53:00,,2,BEL,,1,,,E1,Ad,,,,,,Minority
2012-09-05,13:57:00,,2,BK,,6,,,O,,,,,,,
2012-09-05,13:57:00,,2,BED,,1,,,W1,,,,,,,NAS
2012-09-05,13:58:00,,2,SB,,7,,,E2,,,,,,,
2012-09-05,13:58:00,,2,BK,,63,,,E2,,,,,,,
2012-09-05,14:02:00,,2,MonPalHen,,1,,,W1,Juv,,,,,,
2012-09-05,14:02:00,,2,BK,,2,,,W1,,,,,,,
2012-09-05,14:07:00,,2,ShortTE,,3,,,W3,,,,,,,
2012-09-05,14:07:00,,2,BK,,3,,,W1,,,,,,,
2012-09-05,14:08:00,,2,BK,,14,,,E2,,,,,,,
2012-09-05,14:08:00,,2,BK,,1,,,O,,,,,,,
2012-09-05,14:21:00,,2,SteppeE,,1,,,W2,Ad,,,,,,
2012-09-05,14:22:00,,2,LSE,,1,,,W2,Imm,,,,,,
2012-09-05,14:25:00,,2,BK,,8,,,W1,,,,,,,
2012-09-05,14:25:00,,2,HBjuv,,4,,,O,,,,,,,
2012-09-05,14:30:00,,2,BED,,2,,,E3,,,,,,,Minority
2012-09-05,14:30:00,,2,Mar,,1,,,E2,Ad,M,,,,,
2012-09-05,14:32:00,,2,BK,,3,,,E3,,,,,,,
2012-09-05,14:33:00,,2,BK,,2,,,W1,,,,,,,
2012-09-05,14:33:00,,2,SB,,1,,,W1,,,,,,,
2012-09-05,14:34:00,,2,BE,,1,,,W1,,,,,,,NAS
2012-09-05,14:36:00,,2,BEL,,1,,,W1,Ad,,,,,,NAS
2012-09-05,14:36:00,,2,BED,,1,,,W1,Ad,,,,,,NAS
2012-09-05,14:38:00,,2,Mar,,1,,,E2,Imm,M,,,,,
2012-09-05,14:39:00,,2,BK,,17,,,W2,,,,,,,
2012-09-05,14:39:00,,2,HBad,,51,,,O,,,,,,,
2012-09-05,14:40:00,,2,HBjuv,,9,,,O,,,,,,,
2012-09-05,14:40:00,,2,BK,,6,,,O,,,,,,,
2012-09-05,14:41:00,,2,BK,,2,,,E2,,,,,,,
2012-09-05,14:55:00,,2,BED,,1,,,W1,,,,,,,Minority
2012-09-05,15:00:00,,2,HBad,,2,,,O,,,,,,,
2012-09-05,15:01:00,,2,HBjuv,,1,,,O,Juv,,,,,,
2012-09-05,15:01:00,,2,BK,,11,,,O,,,,,,,
2012-09-05,15:02:00,,2,BK,,5,,,O,,,,,,,
2012-09-05,15:11:00,,2,BEL,,1,,,E3,,,,,,,Minority
2012-09-05,15:11:00,,2,BK,,22,,,E3,,,,,,,
2012-09-05,15:11:00,,2,SteppeE,,1,,,E1,Juv,,,,,,
2012-09-05,15:12:00,,2,BKjuv,,16,,,O,,,,,,,
2012-09-05,15:12:00,,2,BKad,,6,,,O,,,,,,,
2012-09-05,15:12:00,,2,HBad,,103,,,O,,,,,,,
2012-09-05,15:12:00,,2,HBjuv,,14,,,O,,,,,,,
2012-09-05,15:16:00,,2,BED,,1,,,O,Ad,,,,,,Minority
2012-09-05,15:18:00,,2,BK,,17,,,E3,,,,,,,
2012-09-05,15:19:00,,2,BKjuv,,6,,,O,,,,,,,
2012-09-05,15:19:00,,2,BKad,,3,,,O,,,,,,,
2012-09-05,15:19:00,,2,HBjuv,,2,,,O,,,,,,,
2012-09-05,15:19:00,,2,HBad,,33,,,O,,,,,,,
2012-09-05,15:22:00,,2,BK,,103,,,O,,,,,,,
2012-09-05,15:22:00,,2,SB,,3,,,O,,,,,,,
2012-09-05,15:23:00,,2,Mar,,6,,,O,,FC,,,,,
2012-09-05,15:23:00,,2,Mar,,1,,,O,Ad,F,,,,,
2012-09-05,15:23:00,,2,SB,,9,,,O,,,,,,,
2012-09-05,15:23:00,,2,BK,,8,,,O,,,,,,,
2012-09-05,15:26:00,,2,BED,,1,,,E1,,,,,,,NAS
2012-09-05,15:26:00,,2,ShortTE,,2,,,E3,,,,,,,
2012-09-05,15:26:00,,2,BED,,1,,,W1,,,,,,,NAS
2012-09-05,15:27:00,,2,BE,,2,,,E3,,,,,,,Minority
2012-09-05,15:28:00,,2,BK,,10,,,O,,,,,,,
2012-09-05,15:28:00,,2,BK,,12,,,E1,,,,,,,
2012-09-05,15:29:00,,2,BEL,,1,,,E2,,,,,,,NAS
2012-09-05,15:31:00,,2,BK,,10,,,E3,,,,,,,
2012-09-05,15:32:00,,2,BED,,1,,,E1,Ad,,,,,,NAS
2012-09-05,15:35:00,,2,BEL,,1,,,E1,Ad,,,,,,NAS
2012-09-05,15:35:00,,2,BED,,1,,,E1,Ad,,,,,,NAS
2012-09-05,15:36:00,,2,BK,,12,,,E3,,,,,,,
2012-09-05,15:37:00,,2,BEL,,1,,,W1,Ad,,,,,,NAS
2012-09-05,15:39:00,,2,BED,,1,,,E2,,,,,,,NAS
2012-09-05,15:40:00,,2,BK,,4,,,E3,,,,,,,
2012-09-05,15:40:00,,2,BED,,1,,,E2,Ad,,,,,,NAS
2012-09-05,15:43:00,,2,BED,,2,,,W1,Ad,,,,,,NAS
2012-09-05,15:45:00,,2,BEL,,1,,,O,Ad,,,,,,NAS
2012-09-05,15:46:00,,2,BED,,1,,,O,Ad,,,,,,NAS
2012-09-05,15:51:00,,2,BK,,19,,,E3,,,,,,,
2012-09-05,15:54:00,,2,BK,,1,,,W2,,,,,,,
2012-09-05,15:58:00,,2,BEL,,1,,,W3,,,,,,,NAS
2012-09-05,15:58:00,,2,BED,,1,,,W3,,,,,,,NAS
2012-09-05,16:02:00,,2,BK,,1,,,W3,,,,,,,
2012-09-05,16:08:00,,2,Mar,,1,,,E3,Juv,,,,,,
2012-09-05,16:10:00,,2,BE,,1,,,W3,,,,,,,NAS
2012-09-05,16:11:00,,2,HB,,383,,,E3,,,,,,,
2012-09-05,16:13:00,,2,BK,,23,,,E3,,,,,,,
2012-09-05,16:21:00,,2,Mar,,1,,,O,Ad,M,,,,,
2012-09-05,16:21:00,,2,BK,,1,,,O,,,,,,,
2012-09-05,16:22:00,,2,SB,,1,,,E3,Juv,,,,,,
2012-09-05,16:24:00,,2,ShortTE,,1,,,E2,,,,,,,
2012-09-05,16:26:00,,2,BK,,1,,,E1,,,,,,,
2012-09-05,16:27:00,,2,BK,,6,,,E3,,,,,,,
2012-09-05,16:31:00,,2,SB,,1,,,E3,,,,,,,
2012-09-05,16:42:00,,2,LSE,,1,,,W2,Imm,,,,,,
2012-09-05,16:43:00,,2,SB,,1,,,W2,,,,,,,
2012-09-05,16:44:00,,2,BK,,2,,,E2,,,,,,,
2012-09-05,16:44:00,,2,BK,,2,,,E2,,,,,,,
2012-09-05,16:44:00,,2,SB,,3,,,E2,,,,,,,
2012-09-05,16:53:00,,2,SB,,2,,,E3,,,,,,,
2012-09-05,16:58:00,,2,BEL,,1,,,E2,Ad,,,,,,Minority
2012-09-05,16:58:00,,2,BK,,4,,,E3,,,,,,,
2012-09-05,16:59:00,,2,ShortTE,,1,,,E3,,,,,,,
2012-09-05,17:00:00,,2,SB,,4,,,W1,,,,,,,
2012-09-05,17:03:00,,2,BKad,,9,,,W2,,,,,,,
2012-09-05,17:06:00,,2,LSE,,1,,,W1,Imm,,,,,,
2012-09-05,17:07:00,,2,BK,,1,,,E1,,,,,,,
2012-09-05,17:08:00,,2,SB,,1,,,E1,,,,,,,
2012-09-05,17:08:00,,2,LSE,,1,,,W1,Juv,,,,,,
2012-09-05,17:11:00,,2,LSE,,1,,,O,,,,,,,
2012-09-05,17:12:00,,2,Mar,,1,,,E1,Juv,,,,,,
2012-09-05,17:13:00,,2,BEL,,1,,,O,,,,,,,Minority
2012-09-05,17:13:00,,2,SB,,1,,,E2,,,,,,,
2012-09-05,17:14:00,,2,BEL,,2,,,O,Ad,,,,,,Minority
2012-09-05,17:23:00,,2,HBad,,60,,,O,,,,,,,
2012-09-05,17:23:00,,2,HBjuv,,8,,,O,,,,,,,
2012-09-05,17:23:00,,2,BKjuv,,6,,,O,,,,,,,
2012-09-05,17:23:00,,2,BKad,,1,,,O,,,,,,,
2012-09-05,17:24:00,,2,BK,,18,,,O,,,,,,,
2012-09-05,17:25:00,,2,SB,,5,,,O,,,,,,,
2012-09-05,17:29:00,,2,BK,,9,,,E2,,,,,,,
2012-09-05,17:33:00,,2,BED,,1,,,E3,,,,,,,Minority
2012-09-05,17:34:00,,2,LSE,,1,,,E3,Non-juv,,,,,,
2012-09-05,17:37:00,,2,BEL,,1,,,E3,,,,,,,Minority
2012-09-06,07:06:00,,1,BK,,1,,,O,,,,,,,
2012-09-06,07:07:00,,1,BKjuv,,1,,,O,,,,,,,
2012-09-06,07:21:00,,1,Mar,,1,,,E2,,FC,,,,,
2012-09-06,07:31:00,,1,Mar,,1,,,W3,Ad,M,,,,,
2012-09-06,07:46:00,,1,MonPalHen,,1,,,E2,,,,,,,
2012-09-06,07:53:00,,1,Mar,,1,,,E1,Juv,,,,,,
2012-09-06,07:57:00,,1,Mar,,1,,,E2,Non-juv,M,,,,,
2012-09-06,07:57:00,,1,Mar,,1,,,E2,,FC,,,,,
2012-09-06,08:19:00,,1,BK,,1,,,W2,,,,,,,
2012-09-06,08:23:00,,1,Mar,,1,,,W1,Juv,,,,,,
2012-09-06,08:34:00,,1,Mar,,1,,,E1,Ad,M,,,,,
2012-09-06,08:38:00,,1,Mar,,1,,,E2,,,,,,,
2012-09-06,08:40:00,,1,Mar,,1,,,E2,,,,,,,
2012-09-06,08:45:00,,1,HB,,2,,,E1,,,,,,,
2012-09-06,08:54:00,,1,Pal,,1,,,W2,Juv,,,,,,
2012-09-06,08:58:00,,1,MonPalHen,,2,,,E2,,,,,,,
2012-09-06,09:02:00,,1,Mar,,1,,,W1,Imm,M,,,,,
2012-09-06,09:26:00,,1,Pal,,1,,,W1,Juv,,,,,,
2012-09-06,10:00:00,,1,HB,,2,,,E2,,,,,,,
