date,timestamp,countid,telpost,speciesname,speciesid,count,countback,local,age,sex,plumage,remark,location,migtype,counttype,year,yday
2013-08-18,,790998,1048,BootedE,592,1,0,0,,,,,,,,2013,230
2013-08-18,,790998,1048,Mar,95,2,0,0,,,,,,,,2013,230
2013-08-18,,790998,1048,Mon,98,1,0,0,,,,,,,,2013,230
2013-08-18,,791041,1047,Mon,98,1,0,0,,,,,,,,2013,230
2013-08-18,,791041,1047,BootedE,592,1,0,0,,,,,,,,2013,230
2013-08-18,,791041,1047,MonPal,912,2,0,0,,,,,,,,2013,230
2013-08-23,,792480,1047,Pal,97,6,0,0,,,,,,,,2013,235
2013-08-23,,792480,1047,Mon,98,53,0,0,,,,,,,,2013,235
2013-08-23,,792480,1047,MonPal,912,47,0,0,,,,,,,,2013,235
2013-08-23,,792480,1047,"Eagle sp.",591,1,0,0,,,,,,,,2013,235
2013-08-23,,792480,1047,BootedE,592,55,0,0,,,,,,,,2013,235
2013-08-23,,792480,1047,Osprey,109,1,0,0,,,,,,,,2013,235
2013-08-23,,792480,1047,Roller,255,178,0,0,,,,,,,,2013,235
2013-08-23,,792480,1047,BlaStork,31,1,0,0,,,,,,,,2013,235
2013-08-23,,792480,1047,HB,86,7274,0,0,,,,,,,,2013,235
2013-08-23,,792480,1047,BlaKite,88,22,0,0,,,,,,,,2013,235
2013-08-23,,792480,1047,ShortTE,94,1,0,0,,,,,,,,2013,235
2013-08-23,,792480,1047,Mar,95,20,0,0,,,,,,,,2013,235
2013-08-24,,792912,1048,Mar,95,23,0,0,,,,,,,,2013,236
2013-08-24,,792912,1048,Roller,255,6,0,0,,,,,,,,2013,236
2013-08-24,,792912,1048,HB,86,244,0,0,,,,,,,,2013,236
2013-08-24,,792912,1048,BlaKite,88,19,0,0,,,,,,,,2013,236
2013-08-24,,792912,1048,ShortTE,94,2,0,0,,,,,,,,2013,236
2013-08-24,,792912,1048,Mon,98,20,0,0,,,,,,,,2013,236
2013-08-24,,792912,1048,MonPal,912,15,0,0,,,,,,,,2013,236
2013-08-24,,792912,1048,StepBuz,102,1,0,0,,,,,,,,2013,236
2013-08-24,,792912,1048,BootedE,592,10,0,0,,,,,,,,2013,236
2013-08-24,,792912,1048,Osprey,109,1,0,0,,,,,,,,2013,236
2013-08-29,,794743,1048,BlaKite,88,108,0,0,,,,,,,,2013,241
2013-08-29,,794743,1048,ShortTE,94,2,0,0,,,,,,,,2013,241
2013-08-29,,794743,1048,BootedE,592,15,0,0,,,,,,,,2013,241
2013-08-29,,794743,1048,MonPal,912,120,0,0,,,,,,,,2013,241
2013-08-29,,794743,1048,StepBuz,102,10,0,0,,,,,,,,2013,241
2013-08-29,,794743,1048,LesserSE,105,1,0,0,,,,,,,,2013,241
2013-08-29,,794743,1048,Mon,98,69,0,0,,,,,,,,2013,241
2013-08-29,,794743,1048,HB,86,1652,0,0,,,,,,,,2013,241
2013-08-29,,794743,1048,Pal,97,1,0,0,,,,,,,,2013,241
2013-08-29,,794743,1048,Mar,95,44,0,0,,,,,,,,2013,241
2013-08-30,,794980,1047,Peregrine,115,1,0,0,,,,,,,,2013,242
2013-08-30,,794980,1047,Mar,95,18,0,0,,,,,,,,2013,242
2013-08-30,,794980,1047,ShortTE,94,12,0,0,,,,,,,,2013,242
2013-08-30,,794980,1047,BlaStork,31,3,0,0,,,,,,,,2013,242
2013-08-30,,794980,1047,BlaKite,88,66,0,0,,,,,,,,2013,242
2013-08-30,,794980,1047,HB,86,20168,0,0,,,,,,,,2013,242
2013-08-30,,794980,1047,Pal,97,4,0,0,,,,,,,,2013,242
2013-08-30,,794980,1047,Mon,98,38,0,0,,,,,,,,2013,242
2013-08-30,,794980,1047,MonPal,912,59,0,0,,,,,,,,2013,242
2013-08-30,,794980,1047,LesserSE,105,1,0,0,,,,,,,,2013,242
2013-08-30,,794980,1047,SteppeE,588,1,0,0,,,,,,,,2013,242
2013-08-30,,794980,1047,BootedE,592,119,0,0,,,,,,,,2013,242
