date,timestamp,countid,telpost,speciesname,speciesid,count,countback,local,age,sex,plumage,remark,location,migtype,counttype,year,yday
2012-08-28,,679288,1048,BlaKite,88,318,0,0,,,,,,,,2012,241
2012-08-28,,679288,1048,StepBuz,102,1,0,0,,,,,,,,2012,241
2012-08-28,,679288,1048,HB,86,8390,0,0,,,,,,,,2012,241
2012-08-28,,679288,1048,BootedE,592,6,0,0,,,,,,,,2012,241
2012-08-28,,679288,1048,MonPalHen,1102,132,0,0,,,,,,,,2012,241
2012-08-28,,679288,1048,Mon,98,154,0,0,,,,,,,,2012,241
2012-08-28,,679288,1048,Pal,97,4,0,0,,,,,,,,2012,241
2012-08-28,,679288,1048,Mar,95,50,0,0,,,,,,,,2012,241
2012-08-26,,679289,1048,LesserSE,105,1,0,0,,,,,,,,2012,239
2012-08-26,,679289,1048,BootedE,592,16,0,0,,,,,,,,2012,239
2012-08-26,,679289,1048,StepBuz,102,5,0,0,,,,,,,,2012,239
2012-08-26,,679289,1048,HB,86,660,0,0,,,,,,,,2012,239
2012-08-26,,679289,1048,BlaKite,88,109,0,0,,,,,,,,2012,239
2012-08-26,,679289,1048,ShortTE,94,3,0,0,,,,,,,,2012,239
2012-08-26,,679289,1048,Mar,95,17,0,0,,,,,,,,2012,239
2012-08-26,,679289,1048,Mon,98,20,0,0,,,,,,,,2012,239
2012-08-26,,679289,1048,MonPalHen,1102,14,0,0,,,,,,,,2012,239
2012-08-25,,679291,1048,Peregrine,115,1,0,0,,,,,,,,2012,238
2012-08-25,,679291,1048,StepBuz,102,3,0,0,,,,,,,,2012,238
2012-08-25,,679291,1048,HB,86,3942,0,0,,,,,,,,2012,238
2012-08-25,,679291,1048,BlaKite,88,26,0,0,,,,,,,,2012,238
2012-08-25,,679291,1048,Mar,95,17,0,0,,,,,,,,2012,238
2012-08-25,,679291,1048,Mon,98,25,0,0,,,,,,,,2012,238
2012-08-25,,679291,1048,MonPalHen,1102,9,0,0,,,,,,,,2012,238
2012-08-25,,679291,1048,BootedE,592,4,0,0,,,,,,,,2012,238
2012-08-24,,679293,1048,Pal,97,1,0,0,,,,,,,,2012,237
2012-08-24,,679293,1048,StepBuz,102,1,0,0,,,,,,,,2012,237
2012-08-24,,679293,1048,BlaStork,31,1,0,0,,,,,,,,2012,237
2012-08-24,,679293,1048,HB,86,1466,0,0,,,,,,,,2012,237
2012-08-24,,679293,1048,BlaKite,88,31,0,0,,,,,,,,2012,237
2012-08-24,,679293,1048,EgyptianV,578,1,0,0,,,,,,,,2012,237
2012-08-24,,679293,1048,Mar,95,20,0,0,,,,,,,,2012,237
2012-08-24,,679293,1048,Peregrine,115,1,0,0,,,,,,,,2012,237
2012-08-24,,679293,1048,Osprey,109,1,0,0,,,,,,,,2012,237
2012-08-24,,679293,1048,BootedE,592,4,0,0,,,,,,,,2012,237
2012-08-24,,679293,1048,SteppeE,588,1,0,0,,,,,,,,2012,237
2012-08-24,,679293,1048,MonPalHen,1102,7,0,0,,,,,,,,2012,237
2012-08-24,,679293,1048,Mon,98,18,0,0,,,,,,,,2012,237
2012-08-23,,679294,1048,BootedE,592,8,0,0,,,,,,,,2012,236
2012-08-23,,679294,1048,LesserSE,105,2,0,0,,,,,,,,2012,236
2012-08-23,,679294,1048,MonPalHen,1102,5,0,0,,,,,,,,2012,236
2012-08-23,,679294,1048,Mon,98,7,0,0,,,,,,,,2012,236
2012-08-23,,679294,1048,BlaStork,31,4,0,0,,,,,,,,2012,236
