Year,Date,Time,Station,Species,Number,RDC,numberdoublecount,Location,Low,Age,Sex,Age_det,Morph,Remark
2009,2009-09-07,11:39:00,2,HB,11,1,11,O,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,11:39:00,2,MonPal,1,1,1,O,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,11:39:00,2,MonPal,1,1,1,O,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,11:40:00,2,HB,3,0,0,E3,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,11:40:00,2,BK,324,1,324,W1,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,11:40:00,2,BK,324,1,324,W1,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,11:40:00,1,ESPH,1,1,1,O,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,11:40:00,2,HB,3,1,3,E3,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,11:40:00,1,Rol,7,1,7,W1,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,11:41:00,2,LSPH,1,1,1,E2,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,11:41:00,2,LSPH,1,1,1,E2,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,11:41:00,2,SPH,4,1,4,E2,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,11:41:00,2,SPH,4,1,4,E2,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,11:42:00,2,Harspec,4,1,4,E3,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,11:42:00,2,Harspec,4,1,4,E3,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,11:42:00,2,SPH,1,1,1,W2,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,11:42:00,2,SPH,1,1,1,W2,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,11:43:00,2,MonPal,1,1,1,W2,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,11:43:00,2,MonPal,1,1,1,W2,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,11:48:00,1,BE,1,1,1,E2,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,11:51:00,1,BE,1,1,1,E2,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,11:51:00,2,Harspec,1,1,1,W3,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,11:51:00,2,Harspec,1,1,1,W3,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,11:56:00,2,SBHB,1978,0,0,W2,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,11:56:00,2,SBHB,1978,0,0,W2,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,11:58:00,1,Mar,1,1,1,E2,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:06:00,2,Hob,1,1,1,O,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:06:00,2,Hob,1,1,1,O,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:06:00,2,LSE,1,1,1,W2,0,Ad,NoValue,Ad,NoValue,NoValue
2009,2009-09-07,12:06:00,2,LSE,1,1,1,W2,0,Ad,NoValue,Ad,NoValue,NoValue
2009,2009-09-07,12:08:00,2,SBHB,608,0,0,W2,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:08:00,2,SBHB,608,0,0,W2,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:10:00,1,LSE,1,0,0,E3,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:10:00,2,SB,2,1,2,E2,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:10:00,2,SB,2,1,2,E2,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:11:00,2,ESPH,1,1,1,E2,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:11:00,2,ESPH,1,1,1,E2,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:12:00,2,HB,10,0,0,E2,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:12:00,1,BK,439,1,439,E3,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:12:00,1,ESPH,1,1,1,E2,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:12:00,2,HB,10,1,10,E2,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:13:00,1,HB,1262,1,1262,E2,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:13:00,2,MonPal,1,1,1,E2,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:13:00,2,MonPal,1,1,1,E2,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:16:00,2,HB,81,0,0,O,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:16:00,2,BE,1,1,1,O,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:16:00,2,BE,1,1,1,O,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:16:00,2,BK,21,1,21,O,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:16:00,2,BK,21,1,21,O,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:16:00,2,HB,81,1,81,O,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:16:00,2,LSPH,8,1,8,O,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:16:00,2,LSPH,8,1,8,O,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:16:00,2,MonPal,1,1,1,O,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:16:00,2,MonPal,1,1,1,O,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:17:00,2,BK,23,0,0,W2,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:17:00,2,BK,23,0,0,W2,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:17:00,2,HB,361,0,0,W2,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:17:00,2,HB,361,0,0,W2,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:17:00,2,BE,1,1,1,O,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:17:00,2,BE,1,1,1,O,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:17:00,2,SPH,2,1,2,O,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:17:00,2,SPH,2,1,2,O,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:18:00,2,SB,2,0,0,W2,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:18:00,2,SB,2,1,2,W2,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:19:00,2,HB,5,1,5,E2,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:19:00,2,HB,5,1,5,E2,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:19:00,2,SPH,1,1,1,E2,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:19:00,2,SPH,1,1,1,E2,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:20:00,1,ESPH,1,1,1,O,1,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:20:00,1,HB,368,1,368,E2,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:21:00,2,BK,12,1,12,O,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:21:00,2,BK,12,1,12,O,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:21:00,2,HB,58,1,58,O,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:21:00,2,HB,58,1,58,O,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:23:00,1,BK,209,1,209,E2,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:24:00,2,SPH,3,1,3,E2,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:24:00,2,SPH,3,1,3,E2,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:25:00,2,HB,1,1,1,E2,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:25:00,2,HB,1,1,1,E2,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:26:00,2,Falcon-SPEC,1,1,1,E2,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:29:00,1,STE,1,1,1,O,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:31:00,2,LSPH,6,1,6,W1,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:31:00,2,LSPH,6,1,6,W1,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:31:00,2,SPH,3,1,3,W1,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:31:00,2,SPH,3,1,3,W1,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:32:00,2,ESPH,1,1,1,W1,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:32:00,2,ESPH,1,1,1,W1,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:32:00,2,Mar,1,1,1,W1,0,NoValue,FC,NoValue,NoValue,NoValue
2009,2009-09-07,12:32:00,2,Mar,1,0,0,W1,0,NoValue,FC,NoValue,NoValue,NoValue
2009,2009-09-07,12:33:00,2,HB,181,0,0,W1,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:33:00,2,HB,181,1,181,W1,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:33:00,1,LSPH,2,1,2,E1,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:34:00,2,BK,15,0,0,W1,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:34:00,2,BK,15,1,15,W1,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:34:00,1,LSPH,1,1,1,O,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:36:00,1,BK,2,1,2,O,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:44:00,1,HB,326,1,326,E2,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:48:00,1,BK,198,1,198,E2,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:48:00,1,ESPH,1,1,1,O,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:48:00,1,Mar,1,1,1,E1,0,Juv,NoValue,Juv,NoValue,NoValue
2009,2009-09-07,12:49:00,1,BK,2,1,2,E2,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:49:00,1,BS,1,1,1,E2,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:51:00,1,HB,60,1,60,E2,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:57:00,1,GV,1,0,0,E3,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:59:00,2,HB,2,0,0,W1,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:59:00,2,GV,1,1,1,W2,0,Imm,NoValue,Imm,NoValue,NoValue
2009,2009-09-07,12:59:00,2,GV,1,1,1,W2,0,Imm,NoValue,Imm,NoValue,NoValue
2009,2009-09-07,12:59:00,2,HB,2,1,2,W1,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:59:00,2,SB,1,1,1,W1,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,12:59:00,2,SB,1,1,1,W1,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,13:00:00,2,BK,1,1,1,W1,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,13:00:00,2,BK,1,1,1,W1,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,13:00:00,2,ESPH,1,1,1,E3,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,13:00:00,2,ESPH,1,1,1,E3,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,13:00:00,1,HB,360,1,360,E3,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,13:02:00,1,BK,16,1,16,E3,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,13:02:00,1,BK,196,1,196,E3,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,13:03:00,2,ESPH,2,1,2,E1,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,13:03:00,2,ESPH,2,1,2,E1,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,13:09:00,1,Mar,1,1,1,W1,0,Juv,F,Juv,NoValue,NoValue
2009,2009-09-07,13:11:00,1,Pal,1,1,1,O,0,Juv,NoValue,Juv,NoValue,NoValue
2009,2009-09-07,13:13:00,1,BE,2,1,2,E3,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,13:15:00,2,LSPH,1,0,0,W2,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,13:15:00,2,LSPH,1,1,1,W2,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,13:17:00,1,LSPH,10,1,10,E3,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,13:19:00,2,BK,7,1,7,O,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,13:19:00,2,BK,7,1,7,O,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,13:19:00,2,HB,12,1,12,O,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,13:19:00,2,HB,12,1,12,O,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,13:21:00,1,LSPH,3,1,3,E3,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,13:23:00,1,SPH,2,1,2,E3,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,13:25:00,1,SPH,5,1,5,E3,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,13:28:00,2,HB,3,1,3,E2,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,13:28:00,2,HB,3,1,3,E2,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-09-07,13:33:00,1,BK,1,1,1,W1,0,NoValue,NoValue,NoValue,NoValue,NoValue
