Year,Date,Time,Station,Species,Number,RDC,numberdoublecount,Location,Low,Age,Sex,Age_det,Morph,Remark
2009,2009-08-21,10:16:00,2,Mon,2,1,2,E2,0,Ad,M,Ad,NoValue,NoValue
2009,2009-08-21,10:16:00,2,Mon,1,1,1,E2,0,Juv,NoValue,Juv,NoValue,NoValue
2009,2009-08-21,10:17:00,2,HB,1,1,1,O,0,Ad,NoValue,Ad,NoValue,NoValue
2009,2009-08-21,10:18:00,2,HB,10,1,10,O,0,Ad,NoValue,Ad,NoValue,NoValue
2009,2009-08-21,10:23:00,2,Mon,1,1,1,O,0,Ad,F,Ad,NoValue,NoValue
2009,2009-08-21,10:23:00,2,Mon,3,1,3,O,0,NoValue,M,NoValue,NoValue,NoValue
2009,2009-08-21,10:23:00,2,Mon,2,1,2,O,0,Juv,NoValue,Juv,NoValue,NoValue
2009,2009-08-21,10:24:00,2,Mon,4,1,4,O,0,Ad,F,Ad,NoValue,NoValue
2009,2009-08-21,10:25:00,2,Mon,4,1,4,O,0,Ad,M,Ad,NoValue,NoValue
2009,2009-08-21,10:31:00,2,HB,5,1,5,O,0,Ad,NoValue,Ad,NoValue,NoValue
2009,2009-08-21,10:36:00,2,HB,27,1,27,E2,0,Ad,NoValue,Ad,NoValue,NoValue
2009,2009-08-21,10:38:00,2,CB,1,1,1,O,0,Ad,NoValue,Ad,NoValue,NoValue
2009,2009-08-21,10:38:00,2,GE,1,1,1,O,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-08-21,10:44:00,2,HB,55,1,55,E1,0,Ad,NoValue,Ad,NoValue,NoValue
2009,2009-08-21,10:55:00,2,Mon,1,1,1,O,0,NoValue,F,NoValue,NoValue,NoValue
2009,2009-08-21,10:56:00,2,Mon,1,1,1,O,0,NoValue,F,NoValue,NoValue,NoValue
2009,2009-08-21,10:56:00,2,Mon,1,1,1,O,0,NoValue,M,NoValue,NoValue,NoValue
2009,2009-08-21,10:58:00,2,BE,1,1,1,E1,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-08-21,11:02:00,2,Mon,2,1,2,O,0,NoValue,F,NoValue,NoValue,NoValue
2009,2009-08-21,11:03:00,2,Mon,1,1,1,O,0,NoValue,M,NoValue,NoValue,NoValue
2009,2009-08-21,11:04:00,2,HB,1,1,1,O,0,Ad,NoValue,Ad,NoValue,NoValue
2009,2009-08-21,11:05:00,2,HB,14,1,14,E2,0,Ad,NoValue,Ad,NoValue,NoValue
2009,2009-08-21,11:15:00,1,Per,1,1,1,E1,0,NoValue,NoValue,NoValue,NoValue,NoValue
2009,2009-08-21,11:16:00,2,Mon,1,1,1,O,0,Ad,M,Ad,NoValue,NoValue
2009,2009-08-21,11:19:00,2,HB,1,1,1,O,0,NoValue,NoValue,NoValue,NoValue,NoValue
