date,timestamp,countid,telpost,speciesname,speciesid,count,countback,local,location,age,sex,plumage,counttype,migtype,remark,Low
2010-08-18,12:45:00,,1,HB,,9,,,E3,,,,,,,0
2010-08-18,12:55:00,,1,HB,,30,,,E3,,,,,,,0
2010-08-18,13:20:00,,1,Mar,,1,,,W1,Ad,F,,,,active flight,0
2010-08-18,13:20:00,,1,HB,,1,,,W2,,,,,,active flight,0
2010-08-18,15:25:00,,1,HB,,12,,,E3,Juv,,,,,,0
2010-08-18,15:30:00,,1,HB,,11,,,E3,,,,,,,0
2010-08-18,15:35:00,,1,LargeFALCON,,1,,,E3,,,,,,big unidentified falcon,0
2010-08-18,15:35:00,,1,HB,,1,,,E3,,,,,,,0
2010-08-18,15:50:00,,1,HB,,4,,,E3,,,,,,,0
2010-08-18,16:55:00,,1,Mar,,1,,,E3,Juv,,,,,,0
2010-08-18,16:55:00,,1,HB,,1,,,E3,,,,,,,0
2010-08-18,17:10:00,,1,HB,,3,,,E3,,,,,,,0
2010-08-18,17:10:00,,1,HB,,1,,,E2,,,,,,,0
2010-08-18,17:50:00,,1,HB,,16,,,O,,,,,,"from the North, going W",0
2010-08-19,08:45:00,,1,Rol,,2,,,E1,,,,,,,0
2010-08-19,10:25:00,,1,Kes,,1,,,E2,,FC,,,,from sea inland,0
2010-08-19,10:30:00,,1,HB,,1,,,O,,,,,,And one local SB,0
2010-08-19,11:50:00,,1,HB,,2,,,E3,,,,,,,0
2010-08-19,11:55:00,,1,MUID,,2,,,E2,,,,,,,0
2010-08-19,12:00:00,,1,MUID,,198,,,E3,,,,,,,0
2010-08-19,12:00:00,,1,HB,,96,,,E2,,,,,,,0
2010-08-19,12:10:00,,1,HB,,135,,,E2,,,,,,,0
2010-08-19,12:20:00,,1,HB,,78,,,E2,,,,,,,0
2010-08-19,12:30:00,,1,HB,,348,,,E2,,,,,,,0
2010-08-19,12:37:00,,1,HB,,41,,,E2,,,,,,,0
2010-08-19,12:40:00,,1,Hob,,1,,,E1,Imm,,,,,"Overhead, went east",0
2010-08-19,12:45:00,,1,HB,,186,,,E2,,,,,,,0
2010-08-19,12:50:00,,1,BED,,1,,,W1,,,Dark,,,,0
2010-08-19,13:00:00,,1,HB,,179,,,E2,,,,,,,0
2010-08-19,13:05:00,,1,HB,,43,,,E2,,,,,,,0
2010-08-19,13:12:00,,1,HB,,37,,,E2,,,,,,,0
2010-08-19,13:20:00,,1,HB,,63,,,E2,,,,,,,0
2010-08-19,13:20:00,,1,BK,,1,,,E2,,,,,,,0
2010-08-19,13:30:00,,1,HB,,31,,,E2,,,,,,,0
2010-08-19,13:30:00,,1,MUID,,55,,,E2,,,,,,,0
2010-08-19,13:32:00,,1,Mar,,1,,,E2,,,,,,,0
2010-08-19,13:40:00,,1,MUID,,1,,,E3,,,,,,,0
2010-08-19,13:55:00,,1,HB,,1,,,E2,,,,,,,0
2010-08-19,14:00:00,,1,MUID,,1,,,E3,,,,,,,0
2010-08-19,14:15:00,,1,HB,,1,,,E2,,,,,,,0
2010-08-19,14:30:00,,1,LSH,,1,,,W1,Juv,,,,,,0
2010-08-19,15:15:00,,1,HB,,206,,,E2,,,,,,,0
2010-08-19,15:15:00,,1,MUID,,1,,,E3,,,,,,,0
2010-08-19,15:30:00,,1,BK,,4,,,E2,,,,,,,0
2010-08-19,15:30:00,,1,HB,,445,,,E2,,,,,,,0
2010-08-19,15:45:00,,1,MUID,,41,,,E2,,,,,,,0
2010-08-19,16:05:00,,1,MUID,,45,,,E3,,,,,,,0
2010-08-19,16:05:00,,1,HB,,40,,,E2,,,,,,,0
2010-08-19,16:10:00,,1,MUID,,2,,,E2,,,,,,,0
2010-08-19,16:20:00,,1,MUID,,89,,,E3,,,,,,,0
2010-08-19,16:22:00,,1,MUID,,4,,,E3,,,,,,,0
2010-08-19,16:24:00,,1,Mar,,1,,,W1,Juv,,,,,"Comming from E1, active flight",1
2010-08-19,16:25:00,,1,MUID,,1,,,E3,,,,,,,0
2010-08-19,16:26:00,,1,Mar,,1,,,E2,,FC,,,,,0
2010-08-19,16:36:00,,1,MUID,,6,,,E3,,,,,,,0
2010-08-19,17:00:00,,1,Mar,,1,,,E1,Ad,F,,,,,0
2010-08-19,17:01:00,,1,LargeFALCON,,1,,,E3,,,,,,Fspec,0
2010-08-19,17:11:00,,1,Goshawk,,1,,,E2,,,,,,,0
2010-08-19,17:20:00,,1,MUID,,1,,,E3,,,,,,,0
2010-08-19,17:30:00,,1,HB,,4,,,E2,,,,,,,0
2010-08-20,08:40:00,,1,Mon,,1,,,E1,Imm,M,,,,Active flight,1
2010-08-20,12:15:00,,1,MUID,,40,,,E3,,,,,,,0
2010-08-20,12:17:00,,1,MUID,,9,,,E3,,,,,,,0
2010-08-20,12:20:00,,1,BS,,1,,,E2,,,,,,,0
2010-08-20,12:25:00,,1,HB,,91,,,E2,,,,,,,0
2010-08-20,12:35:00,,1,BK,,3,,,E2,,,,,,,0
2010-08-20,12:45:00,,1,MUID,,31,,,E3,,,,,,,0
2010-08-20,12:47:00,,1,MUID,,10,,,E3,,,,,,,0
2010-08-20,12:53:00,,1,MUID,,3,,,E3,,,,,,,0
2010-08-20,12:58:00,,1,MUID,,1,,,E3,,,,,,,0
2010-08-20,13:03:00,,1,MUID,,74,,,E3,,,,,,,0
2010-08-20,13:03:00,,1,BK,,7,,,E3,,,,,,,0
2010-08-20,13:07:00,,1,MUID,,37,,,E3,,,,,,,0
2010-08-20,13:10:00,,1,BK,,2,,,E2,,,,,,,0
2010-08-20,13:10:00,,1,HB,,107,,,E2,,,,,,,0
2010-08-20,13:14:00,,1,BK,,2,,,E2,,,,,,,0
2010-08-20,13:20:00,,1,HB,,3,,,E3,,,,,,,0
2010-08-20,13:25:00,,1,HB,,61,,,E3,,,,,,,0
2010-08-20,13:25:00,,1,BK,,2,,,E3,,,,,,,0
2010-08-20,13:32:00,,1,MUID,,28,,,E3,,,,,,,0
2010-08-20,13:45:00,,1,BEL,,1,,,E2,,,Light,,,,0
2010-08-20,14:15:00,,1,LesGrSte,,1,,,E1,,,,,,"Prob LSE, but going N",0
2010-08-20,14:32:00,,1,MUID,,20,,,E3,,,,,,,0
2010-08-20,14:32:00,,1,BS,,2,,,E3,,,,,,,0
2010-08-20,14:46:00,,1,MUID,,1,,,E3,,,,,,,0
2010-08-20,14:52:00,,1,BEL,,1,,,E2,,,Light,,,,0
2010-08-20,14:52:00,,1,MUID,,1,,,E3,,,,,,,0
2010-08-20,14:57:00,,1,MUID,,15,,,E3,,,,,,,0
2010-08-20,15:01:00,,1,HB,,1,,,E2,,,,,,,0
2010-08-20,15:02:00,,1,MUID,,14,,,E3,,,,,,,0
2010-08-20,15:06:00,,1,BED,,1,,,E2,,,Dark,,,,0
2010-08-20,15:11:00,,1,BK,,1,,,E1,Juv,,,,,,0
2010-08-20,15:11:00,,1,BK,,1,,,E1,,,,,,,0
2010-08-21,12:20:00,,1,HB,,1,,,E1,Ad,M,,,,"date is indicated wrong on the papers, should be 21st instead of 20th",0
2010-08-21,12:20:00,,1,HB,,1,,,E1,Ad,F,,,,,0
2010-08-21,12:20:00,,1,HB,,2,,,E1,Juv,,,,,,0
2010-08-21,12:20:00,,1,HB,,3,,,E3,,,,,,,0
2010-08-21,12:20:00,,1,MonPalHen,,1,,,E3,Juv,,,,,,0
2010-08-21,12:20:00,,1,HB,,1,,,E1,,,,,,,0
2010-08-21,12:25:00,,1,HB,,2,,,E1,Ad,M,,,,,0
2010-08-21,12:30:00,,1,HB,,11,,,E3,,,,,,,0
2010-08-21,12:30:00,,1,MonPalHen,,1,,,E3,,,,,,,0
2010-08-21,12:35:00,,1,HB,,3,,,E3,,,,,,,0
2010-08-21,12:40:00,,1,HB,,8,,,E3,,,,,,,0
2010-08-21,12:45:00,,1,HB,,11,,,E1,,,,,,,0
2010-08-21,12:50:00,,1,Osp,,1,,,E2,,,,,,,0
2010-08-21,12:50:00,,1,HB,,11,,,E3,,,,,,,0
2010-08-21,12:51:00,,1,HB,,12,,,E3,,,,,,,0
2010-08-21,12:55:00,,1,HB,,4,,,E3,,,,,,,0
2010-08-21,13:00:00,,1,HB,,14,,,E2,,,,,,,0
2010-08-21,13:05:00,,1,HB,,5,,,E2,,,,,,,0
2010-08-21,13:15:00,,1,HB,,5,,,E3,,,,,,,0
2010-08-21,13:20:00,,1,HB,,7,,,E3,,,,,,,0
2010-08-21,13:35:00,,1,Mar,,1,,,E3,,FC,,,,,0
2010-08-21,13:40:00,,1,HB,,7,,,E2,,,,,,,0
2010-08-21,13:45:00,,1,HB,,18,,,E3,,,,,,,0
2010-08-21,13:50:00,,1,BK,,1,,,E2,,,,,,,0
2010-08-21,13:50:00,,1,HB,,5,,,E3,,,,,,,0
2010-08-22,08:55:00,,1,Mar,,1,,,E1,,,,,,Active flight,0
2010-08-22,10:20:00,,1,BK,,1,,,E1,,,,,,Probably slept in valley,0
2010-08-22,10:30:00,,1,HB,,10,,,E1,,,,,,Probably slept in valley,0
2010-08-22,10:30:00,,1,HB,,24,,,E1,,,,,,,0
2010-08-22,10:30:00,,1,HB_AD,,6,,,E1,Ad,M,,,,,0
2010-08-22,10:30:00,,1,HB_JUV,,2,,,E1,JUV,,,,,,0
2010-08-22,10:35:00,,1,HB,,46,,,E1,,,,,,,0
2010-08-22,10:35:00,,1,Mar,,1,,,E1,Juv,,,,,,0
2010-08-22,10:40:00,,1,HB,,61,,,E1,,,,,,,0
2010-08-22,10:45:00,,1,HB,,8,,,E1,,,,,,,0
2010-08-22,10:45:00,,1,HB,,56,,,E1,,,,,,,0
2010-08-22,10:47:00,,1,HB,,27,,,E1,,,,,,,0
2010-08-22,10:50:00,,1,HB,,32,,,E1,,,,,,,0
2010-08-22,10:52:00,,1,HB,,37,,,E1,,,,,,,0
2010-08-22,10:55:00,,1,HB,,39,,,E1,,,,,,,0
2010-08-22,10:57:00,,1,Mar,,1,,,E1,Juv,,,,,,1
2010-08-22,10:58:00,,1,HB,,41,,,E1,,,,,,,0
2010-08-22,10:59:00,,1,Mar,,1,,,E1,Juv,,,,,,0
2010-08-22,11:05:00,,1,MUID,,1,,,E3,,,,,,,0
2010-08-22,11:06:00,,1,HB,,9,,,E2,,,,,,,0
2010-08-22,11:07:00,,1,HB,,1,,,E2,,,,,,,0
2010-08-22,11:15:00,,1,HB,,164,,,E3,,,,,,,0
2010-08-22,11:18:00,,1,MUID,,1,,,E3,,,,,,,0
2010-08-22,11:18:00,,1,MUID,,1,,,E3,,,,,,,0
2010-08-22,11:19:00,,1,MUID,,21,,,E3,,,,,,,0
2010-08-22,11:19:00,,1,MUID,,21,,,E3,,,,,,,0
2010-08-22,11:20:00,,1,BK,,1,,,E3,,,,,,,0
2010-08-22,11:20:00,,1,BK,,1,,,E3,,,,,,,0
2010-08-22,11:20:00,,1,HB,,102,,,E3,,,,,,,0
2010-08-22,11:24:00,,1,HB,,60,,,E3,,,,,,,0
2010-08-22,11:25:00,,1,BK,,1,,,E3,,,,,,,0
2010-08-22,11:25:00,,1,MUID,,12,,,E3,,,,,,probably HB,0
2010-08-22,11:30:00,,1,MUID,,87,,,E3,,,,,,probably HB,0
2010-08-22,11:31:00,,1,MUID,,31,,,E3,,,,,,probably HB,0
2010-08-22,11:37:00,,1,MUID,,100,,,E3,,,,,,probably HB,0
2010-08-22,11:40:00,,1,MUID,,43,,,E3,,,,,,probably HB,0
2010-08-22,11:45:00,,1,MUID,,11,,,E3,,,,,,probably HB,0
2010-08-22,12:00:00,,1,HB,,17,,,E3,,,,,,,0
2010-08-22,12:00:00,,1,HB,,3,,,E2,,,,,,,0
2010-08-22,12:00:00,,1,MUID,,91,,,E3,,,,,,probably HB,0
2010-08-22,12:05:00,,1,HB,,8,,,E3,,,,,,,0
2010-08-22,12:15:00,,1,HB,,20,,,E3,,,,,,,0
2010-08-22,12:15:00,,1,MUID,,61,,,E3,,,,,,probably HB,0
2010-08-22,12:20:00,,1,HB,,128,,,E3,,,,,,,0
2010-08-22,12:25:00,,1,BK,,1,,,E3,,,,,,,0
2010-08-22,12:25:00,,1,HB,,96,,,E3,,,,,,,0
2010-08-22,12:25:00,,1,Hob,,1,,,E3,,,,,,,0
2010-08-22,12:25:00,,1,MUID,,19,,,E3,,,,,,probably HB,0
2010-08-22,12:35:00,,1,MUID,,32,,,E3,,,,,,probably HB,0
2010-08-22,12:35:00,,1,HB,,3,,,E3,,,,,,,0
2010-08-22,12:45:00,,1,HB,,45,,,E3,,,,,,,0
2010-08-22,12:45:00,,1,MUID,,49,,,E3,,,,,,probably HB,0
2010-08-22,12:55:00,,1,HB,,17,,,E3,,,,,,,0
2010-08-22,12:56:00,,1,MUID,,59,,,E3,,,,,,probably HB,0
2010-08-22,13:05:00,,1,BE,,1,,,E2,,,,DC,,,0
2010-08-22,13:05:00,,1,HB,,35,,,E3,,,,,,,0
2010-08-22,13:05:00,,1,MUID,,24,,,E3,,,,,,,0
2010-08-22,13:25:00,,1,HB,,7,,,E3,,,,,,,0
2010-08-22,13:25:00,,1,MUID,,11,,,E3,,,,,,,0
2010-08-22,13:30:00,,1,BK,,1,,,E3,,,,,,,0
2010-08-22,13:50:00,,1,HB,,11,,,E3,,,,,,,0
2010-08-22,13:55:00,,1,BED,,1,,,E1,Ad,,Dark,,,,0
2010-08-22,14:40:00,,1,Mar,,1,,,E2,Juv,,,,,,0
2010-08-22,14:45:00,,1,HB,,18,,,E2,,,,,,,0
2010-08-22,14:50:00,,1,HB,,41,,,E3,,,,,,,0
2010-08-22,14:56:00,,1,MUID,,36,,,E3,,,,,,probably HB,0
2010-08-22,15:00:00,,1,MUID,,79,,,E3,,,,,,probably HB,0
2010-08-22,15:25:00,,1,MUID,,34,,,E3,,,,,,probably HB,0
2010-08-22,15:30:00,,1,MUID,,10,,,E3,,,,,,probably HB,0
2010-08-22,15:35:00,,1,MUID,,20,,,E3,,,,,,probably HB,0
2010-08-22,15:40:00,,1,MUID,,10,,,E3,,,,,,probably HB,0
2010-08-22,15:45:00,,1,MUID,,52,,,E3,,,,,,probably HB,0
2010-08-22,15:55:00,,1,HB,,15,,,E3,,,,,,,0
2010-08-22,16:05:00,,1,MUID,,23,,,E3,,,,,,probably HB,0
2010-08-22,16:10:00,,1,MUID,,65,,,E3,,,,,,probably HB,0
2010-08-22,16:20:00,,1,MUID,,95,,,E3,,,,,,probably HB,0
2010-08-22,16:25:00,,1,MUID,,67,,,E3,,,,,,probably HB,0
2010-08-22,16:35:00,,1,MUID,,96,,,E3,,,,,,,0
2010-08-22,16:45:00,,1,MUID,,94,,,E3,,,,,,,0
2010-08-22,16:50:00,,1,MUID,,78,,,E3,,,,,,,0
2010-08-22,16:52:00,,1,MUID,,42,,,E3,,,,,,,0
2010-08-22,16:54:00,,1,MUID,,71,,,E3,,,,,,,0
2010-08-22,16:56:00,,1,MUID,,56,,,E3,,,,,,,0
2010-08-22,17:04:00,,1,MUID,,24,,,E3,,,,,,,0
2010-08-22,17:07:00,,1,MUID,,3,,,E3,,,,,,,0
2010-08-22,17:14:00,,1,MUID,,234,,,E3,,,,,,,0
2010-08-22,17:19:00,,1,MUID,,40,,,E3,,,,,,,0
2010-08-22,17:28:00,,1,MUID,,243,,,E3,,,,,,,0
2010-08-22,11:45:00,,2,Mar,,1,,,O,FC,,,,,,0
2010-08-22,11:45:00,,2,HB_AD,,510,,,O,ad,,,,,,0
2010-08-22,12:10:00,,2,BK,,1,,,O,,,,,,,0
2010-08-22,12:10:00,,2,HB,,1,,,E1,Juv,,,DC,,,0
2010-08-22,12:15:00,,2,BK,,1,,,W1,,,,,,,0
2010-08-22,12:35:00,,2,HB_AD,,32,,,E1,AD,,,,,,0
2010-08-22,12:40:00,,2,BS,,2,,,E1,,,,,,,0
2010-08-22,12:44:00,,2,BEL,,1,,,E1,,,Light,,,,0
2010-08-22,12:44:00,,2,BED,,1,,,E1,,,Dark,,,,0
2010-08-22,12:47:00,,2,MonPalHen,,1,,,O,,,,,,,0
2010-08-22,12:48:00,,2,HB_AD,,131,,,E1,AD,,,,,,0
2010-08-22,12:53:00,,2,HB_AD,,65,,,E1,AD,,,,,,0
2010-08-22,13:05:00,,2,HB_AD,,9,,,O,AD,,,,,,0
2010-08-22,13:10:00,,2,BEL,,1,,,O,Ad,,Light,,,,0
2010-08-22,13:41:00,,2,HB_AD,,17,,,E1,AD,,,,,,0
2010-08-22,13:47:00,,2,HB_AD,,135,,,E1,AD,,,,,,0
2010-08-22,14:04:00,,2,HB_AD,,53,,,E1,AD,,,,,,0
2010-08-22,14:04:00,,2,HB_AD,,25,,,W1,AD,,,,,,0
2010-08-22,14:17:00,,2,HB_AD,,148,,,E1,AD,,,,,,0
2010-08-22,14:20:00,,2,HB_AD,,10,,,O,AD,,,,,,0
2010-08-22,14:28:00,,2,BK,,3,,,O,,,,,,,0
2010-08-22,14:33:00,,2,HB_AD,,40,,,O,AD,,,,,,0
2010-08-22,14:42:00,,2,BK,,2,,,O,,,,,,,0
2010-08-22,14:49:00,,2,HB_AD,,217,,,O,AD,,,,,,0
2010-08-22,14:57:00,,2,HB_AD,,114,,,E1,AD,,,,,,0
2010-08-22,15:01:00,,2,HB_AD,,83,,,E1,AD,,,,,,0
2010-08-22,15:09:00,,2,HB_AD,,145,,,E1,AD,,,,,,0
2010-08-22,15:12:00,,2,HB_AD,,66,,,E1,AD,,,,,,0
2010-08-22,15:15:00,,2,HB_AD,,64,,,E1,AD,,,,,,0
2010-08-22,15:23:00,,2,HB_AD,,47,,,E1,AD,,,,,,0
2010-08-22,15:28:00,,2,BK,,3,,,E1,,,,,,,0
2010-08-22,15:34:00,,2,HB_AD,,45,,,E1,AD,,,,,,0
2010-08-22,15:43:00,,2,HB_AD,,122,,,E1,AD,,,,,,0
2010-08-22,15:53:00,,2,BEL,,1,,,W1,,,Light,,,,0
2010-08-22,16:15:00,,2,BEL,,1,,,E1,,,Light,,,,0
2010-08-22,16:26:00,,2,BK,,1,,,E1,,,,,,,0
2010-08-22,16:31:00,,2,MonPalHen,,1,,,E2,FC,,,,,,0
2010-08-22,16:44:00,,2,HB_AD,,1,,,O,AD,,,,,,0
2010-08-22,17:00:00,,2,BK,,1,,,O,,,,,,,0
2010-08-22,17:02:00,,2,HB_AD,,22,,,O,AD,,,,,,0
2010-08-22,18:00:00,,2,Mar,,1,,,E1,Ad,M,,,,,0
2010-08-23,19:10:00,,1,HB,,15000,,,,,,,,,"reconstruction, minimal",0
2010-08-23,19:10:00,,1,Egy,,1,,,,,,,,,,0
2010-08-23,19:10:00,,1,Mar,,200,,,,,,,,,"reconstruction, minimal",0
2010-08-23,19:10:00,,1,Mar,,2,,,,Ad,F,,,,,0
2010-08-23,19:10:00,,1,Mar,,3,,,,AD,M,,,,,0
2010-08-23,11:44:00,,2,Mar,,1,,,O,Ad,F,,,,,0
2010-08-23,11:45:00,,2,BK,,1,,,W1,,,,,,,0
2010-08-23,11:45:00,,2,Mon,,1,,,O,Juv,,,,,,0
2010-08-23,11:48:00,,2,BK,,5,,,W1,,,,,,,0
2010-08-23,12:16:00,,2,BK,,1,,,O,,,,,,,0
2010-08-23,12:16:00,,2,BK,,2,,,E1,,,,,,,0
2010-08-23,12:32:00,,2,BK,,1,,,O,,,,,,,0
2010-08-23,12:32:00,,2,BK,,1,,,O,,,,,,,0
2010-08-23,12:32:00,,2,BK,,1,,,O,,,,,,,0
2010-08-23,12:33:00,,2,Mar,,1,,,W1,2 cy,M,,,,,0
2010-08-23,12:40:00,,2,Mar,,2,,,E1,Juv,,,,,,0
2010-08-23,12:41:00,,2,BK,,1,,,W2,,,,,,,0
2010-08-23,13:07:00,,2,BK,,1,,,W2,Juv,,,,,,0
2010-08-23,13:08:00,,2,BK,,6,,,O,,,,,,,0
2010-08-23,13:37:00,,2,BK,,1,,,,Juv,,,,,,0
2010-08-23,13:37:00,,2,Mar,,1,,,W1,2 cy,M,,,,,0
2010-08-23,13:37:00,,2,MonPalHen,,1,,,O,,,,,,,0
2010-08-23,13:40:00,,2,Mon,,1,,,O,Juv,,,,,,0
2010-08-23,13:41:00,,2,BK,,1,,,W3,,,,,,,0
2010-08-23,13:41:00,,2,BK,,1,,,O,,,,,,,0
2010-08-23,14:32:00,,2,HB,,2,,,E1,Ad,,,,,"migrating alone, active flight in rain",0
2010-08-23,14:37:00,,2,BK,,2,,,W2,,,,,,,0
2010-08-23,15:07:00,,2,HB,,9,,,E1,Ad,,,,,,0
2010-08-23,15:14:00,,2,BK,,5,,,W2,,,,,,,0
2010-08-23,15:26:00,,2,BK,,5,,,W1,,,,,,,0
2010-08-23,15:26:00,,2,BK,,1,,,W2,,,,,,,0
2010-08-23,15:30:00,,2,BK,,2,,,W1,Juv,,,,,,0
2010-08-23,15:31:00,,2,HB,,1,,,E1,Juv,,,,,in a flock,0
2010-08-23,15:37:00,,2,BK,,1,,,O,,,,,,,0
2010-08-23,15:45:00,,2,BK,,4,,,E1,,,,,,,0
2010-08-23,15:46:00,,2,BK,,2,,,E1,Juv,,,,,,0
2010-08-23,15:49:00,,2,HB,,6,,,E1,,,,,,going low and landed in trees,0
2010-08-23,16:26:00,,2,BK,,2,,,W1,,,,,,,0
2010-08-23,16:32:00,,2,Mon,,1,,,W1,2 cy,M,,,,,0
2010-08-23,16:39:00,,2,Mon,,1,,,W1,Nonjuv,F,,,,,0
2010-08-24,08:09:00,,1,Mar,,1,,,E1,Nonjuv,M,,,,low,0
2010-08-24,08:10:00,,1,MonPalHen,,6,,,E1,,,,,,,0
2010-08-24,08:11:00,,1,Mon,,3,,,E1,Ad,M,,,,,0
2010-08-24,08:12:00,,1,Mon,,1,,,E1,2 cy,M,,,,,0
2010-08-24,08:12:00,,1,Mon,,1,,,E1,Ad,M,,,,,0
2010-08-24,08:13:00,,1,Mon,,6,,,E1,,FC,,,,,0
2010-08-24,08:13:00,,1,Mon,,4,,,E1,Nonjuv,M,,,,,0
2010-08-24,08:13:00,,1,MonPalHen,,4,,,E1,,,,,,,0
2010-08-24,08:14:00,,1,HB,,264,,,E2,,,,,,,0
2010-08-24,08:14:00,,1,Mar,,1,,,E1,,FC,,,,,0
2010-08-24,08:14:00,,1,Mar,,1,,,E1,Nonjuv,M,,,,,0
2010-08-24,08:15:00,,1,HB,,420,,,E2,,,,,,,0
2010-08-24,08:20:00,,1,Mon,,4,,,W2,Ad,M,,,,,0
2010-08-24,08:21:00,,1,Mar,,1,,,W2,Ad,M,,,,,0
2010-08-24,08:21:00,,1,Mon,,4,,,W2,Ad,F,,,,,0
2010-08-24,08:22:00,,1,Mon,,4,,,W2,Nonjuv,F,,,,,0
2010-08-24,08:22:00,,1,MonPalHen,,4,,,W2,,,,,,,0
2010-08-24,08:24:00,,1,Mon,,1,,,W1,Juv,,,,,,0
2010-08-24,08:27:00,,1,Mar,,1,,,W1,Ad,M,,,,,0
2010-08-24,08:28:00,,1,Mar,,1,,,W1,Ad,M,,,,,0
2010-08-24,08:28:00,,1,Rol,,7,,,E2,,,,,,,0
2010-08-24,08:32:00,,1,HB,,1332,,,E2,,,,,,,0
2010-08-24,08:34:00,,1,MonPalHen,,1,,,E2,,,,DC,,,0
2010-08-24,08:38:00,,1,Mon,,1,,,E2,Nonjuv,F,,,,,0
2010-08-24,08:41:00,,1,HB,,255,,,E2,,,,,,,0
2010-08-24,08:41:00,,1,Mar,,4,,,E1,,,,,,,1
2010-08-24,08:43:00,,1,Mon,,3,,,W1,Ad,M,,,,,1
2010-08-24,08:43:00,,1,Mon,,1,,,W1,Ad,F,,,,,1
2010-08-24,08:47:00,,1,Mar,,1,,,E2,Nonjuv,M,,,,,0
2010-08-24,08:47:00,,1,Mon,,1,,,E2,Nonjuv,M,,DC,,,0
2010-08-24,08:51:00,,1,Mar,,1,,,E3,Nonjuv,F,,,,,0
2010-08-24,08:51:00,,1,Mon,,2,,,W2,Ad,M,,,,,0
2010-08-24,08:51:00,,1,Mon,,1,,,W1,Nonjuv,F,,,,,0
2010-08-24,08:51:00,,1,Rol,,14,,,E1,,,,,,,0
2010-08-24,08:54:00,,1,Rol,,9,,,E1,,,,,,,0
2010-08-24,08:56:00,,1,Mon,,16,,,E2,Ad,,,,,,0
2010-08-24,08:58:00,,1,Mon,,15,,,E2,,FC,,,,,0
2010-08-24,08:58:00,,1,Mon,,1,,,E2,Nonjuv,M,,,,,0
2010-08-24,08:58:00,,1,MonPalHen,,1,,,E2,,,,,,,0
2010-08-24,09:00:00,,1,Mon,,2,,,W1,Ad,F,,,,,0
2010-08-24,09:00:00,,1,MonPalHen,,3,,,W1,,,,,,,0
2010-08-24,09:01:00,,1,BK,,1,,,E2,,,,,,,0
2010-08-24,09:01:00,,1,Mar,,1,,,W1,Ad,M,,,,,0
2010-08-24,09:02:00,,1,BK,,4,,,E2,,,,,,,0
2010-08-24,09:04:00,,1,HB,,1903,,,E2,,,,,,,0
2010-08-24,09:05:00,,1,Rol,,27,,,E2,,,,,,,0
2010-08-24,09:07:00,,1,MonPalHen,,5,,,E1,,FC,,,,,0
2010-08-24,09:07:00,,1,Rol,,7,,,E1,,,,,,,0
2010-08-24,09:11:00,,1,Mon,,3,,,E3,Nonjuv,F,,,,,0
2010-08-24,09:12:00,,1,Mar,,1,,,E3,Nonjuv,M,,,,,0
2010-08-24,09:12:00,,1,MonPalHen,,1,,,E3,,,,DC,,,0
2010-08-24,09:13:00,,1,Mar,,1,,,E1,Ad,M,,,,,0
2010-08-24,09:13:00,,1,Rol,,13,,,E1,,,,,,,0
2010-08-24,09:13:00,,1,Rol,,7,,,E1,,,,,,,0
2010-08-24,09:18:00,,1,Rol,,2,,,E1,,,,,,,0
2010-08-24,09:19:00,,1,HB,,275,,,E3,,,,,,,0
2010-08-24,09:21:00,,1,Mon,,1,,,E2,Nonjuv,M,,,,,0
2010-08-24,09:22:00,,1,Mar,,4,,,W2,Ad,F,,,,,0
2010-08-24,09:22:00,,1,Mar,,2,,,W2,Ad,M,,,,,0
2010-08-24,09:22:00,,1,Mon,,1,,,W2,Ad,F,,,,,0
2010-08-24,09:22:00,,1,Mon,,1,,,E2,Ad,M,,DC,,,0
2010-08-24,09:24:00,,1,HB,,1010,,,E2,,,,,,,0
2010-08-24,09:24:00,,1,HB,,329,,,E2,,,,,,,0
2010-08-24,09:25:00,,1,MonPalHen,,1,,,E2,,,,,,,0
2010-08-24,09:31:00,,1,Mon,,1,,,E2,Nonjuv,M,,DC,,,0
2010-08-24,09:31:00,,1,Mon,,1,,,E1,Ad,M,,,,,0
2010-08-24,09:35:00,,1,Mon,,1,,,W1,Ad,M,,,,,0
2010-08-24,09:38:00,,1,MUID,,1000,,,E3,,,,,,,0
2010-08-24,09:39:00,,1,HB,,1424,,,E2,,,,,,,0
2010-08-24,09:46:00,,1,BK,,10,,,E2,,,,,,,0
2010-08-24,09:46:00,,1,MonPalHen,,4,,,E2,,,,DC,,,0
2010-08-24,09:46:00,,1,Rol,,18,,,E1,,,,,,,0
2010-08-24,09:57:00,,1,Mar,,1,,,E1,,FC,,,,,1
2010-08-24,09:59:00,,1,Rol,,16,,,E1,,,,,,,0
2010-08-24,10:01:00,,1,Mar,,1,,,W2,Ad,F,,,,,0
2010-08-24,10:02:00,,1,BK,,5,,,E2,,,,DC,,,0
2010-08-24,10:02:00,,1,MUID,,1000,,,E3,,,,,,,0
2010-08-24,10:03:00,,1,HB,,3,,,E1,,,,,,,1
2010-08-24,10:03:00,,1,Mar,,1,,,W3,,FC,,,,,0
2010-08-24,10:07:00,,1,Osp,,1,,,E1,Ad,,,,,,1
2010-08-24,10:13:00,,1,HB,,620,,,E3,,,,,,,0
2010-08-24,10:25:00,,1,Mon,,1,,,E1,2 cy,M,,,,,0
2010-08-24,10:26:00,,1,Mar,,2,,,W1,Juv,,,,,,0
