date,timestamp,countid,telpost,speciesname,speciesid,count,countback,local,age,sex,plumage,remark,location,migtype,counttype,year,yday
2016-09-11,06:59:10,1075658,1047,Mar,95,1,0,0,A,F,,,E1,,,2016,255
2016-09-03,06:59:15,1072025,1047,MonPalHen,1102,11,0,0,,,,,E3,,,2016,247
2016-09-08,06:59:16,1074461,1047,Mar,95,1,0,0,A,M,,,E3,,,2016,252
2016-09-03,06:59:25,1072025,1047,Mar,95,1,0,0,,,,,E3,,,2016,247
2016-09-08,06:59:31,1074461,1047,MediumRaptor,1150,1,0,0,,,,,E3,,,2016,252
2016-09-03,06:59:34,1072025,1047,TurtleDove,235,1,0,0,,,,,W1,,,2016,247
2016-09-05,06:59:38,1072804,1047,Mon,98,1,0,0,A,M,,,E1,,,2016,249
2016-08-29,07:00:00,1070627,1047,SHOT,-2,2,0,0,,,,,W3,,,2016,242
2016-09-03,07:00:16,1072001,1048,MonPalHen,1102,2,0,0,,,,,W2,,,2016,247
2016-09-12,07:00:19,1076147,1047,Mar,95,1,0,0,,,,,E2,,,2016,256
2016-09-21,07:00:19,1080406,1047,MonPalHen,1102,1,0,0,J,,,,O,,,2016,265
2016-08-26,07:00:27,1069095,1048,SHOT,-2,1,0,0,,,,,O,,,2016,239
2016-09-09,07:00:27,1074757,1047,Mon,98,1,0,0,J,,,,W1,,,2016,253
2016-09-12,07:00:33,1076147,1047,Mar,95,1,0,0,,FC,,,E2,,,2016,256
2016-08-22,07:00:34,1067705,1047,SHOT,-2,2,0,0,,,,,O,,,2016,235
2016-09-03,07:00:42,1072025,1047,MonPalHen,1102,5,0,0,,,,,E3,,,2016,247
2016-09-12,07:00:44,1076147,1047,Mar,95,1,0,0,,,,,E2,,,2016,256
2016-09-03,07:00:48,1072025,1047,Mar,95,1,0,0,,,,,E3,,,2016,247
2016-08-25,07:00:55,1068812,1047,Mon,98,1,0,0,Non-Juv,M,,,E2,,,2016,238
2016-08-25,07:01:00,1068812,1047,MonPalHen,1102,1,0,0,,FC,,,E2,,,2016,238
2016-09-05,07:01:06,1072804,1047,Mon,98,1,0,0,J,,,,E1,,,2016,249
2016-09-12,07:01:06,1076147,1047,MonPalHen,1102,1,0,0,,,,,E3,,,2016,256
2016-09-11,07:01:08,1075658,1047,Mon,98,1,0,0,Non-Juv,M,,,E2,,,2016,255
2016-08-24,07:01:15,1068692,1047,MonPalHen,1102,1,0,0,,,,,E3,,,2016,237
2016-09-11,07:01:16,1075658,1047,MonPalHen,1102,1,0,0,,FC,,,E2,,,2016,255
2016-09-13,07:01:17,1076564,1048,Mar,95,2,0,0,,,,,E3,,,2016,257
2016-08-25,07:01:24,1068721,1048,MonPalHen,1102,6,0,0,,,,,E2,,,2016,238
2016-09-03,07:01:26,1072001,1048,Mon,98,3,0,0,A,M,,,W1,,,2016,247
2016-09-16,07:01:26,1079657,1047,Mar,95,1,0,0,Non-Juv,M,,,E2,,,2016,260
2016-09-11,07:01:27,1075658,1047,Mar,95,1,0,0,Non-Juv,M,,,E2,,,2016,255
2016-09-03,07:01:30,1072001,1048,MonPalHen,1102,1,0,0,,,,,W1,,,2016,247
2016-09-11,07:01:32,1075658,1047,Mar,95,1,0,0,,,,,E2,,,2016,255
2016-08-31,07:01:36,1071001,1047,SHOT,-2,1,0,0,,,,,O,,,2016,244
2016-09-03,07:01:36,1072001,1048,Mar,95,1,0,0,Non-Juv,M,,,E1,,,2016,247
2016-09-11,07:01:36,1075645,1048,MonPalHen,1102,1,0,0,,,,,E3,,,2016,255
2016-09-03,07:01:43,1072001,1048,Mar,95,5,0,0,,,,,E1,,,2016,247
2016-09-03,07:01:51,1072001,1048,MonPalHen,1102,10,0,0,,,,,E1,,,2016,247
2016-08-25,07:01:59,1068812,1047,MonPalHen,1102,3,0,0,,,,,E3,,,2016,238
2016-09-09,07:02:00,1074705,1048,MonPalHen,1102,1,0,0,,,,,E3,,S,2016,253
2016-09-05,07:02:04,1072840,1048,Mar,95,2,0,0,,FC,,,W1,,,2016,249
2016-08-25,07:02:06,1068812,1047,HB,86,1,0,0,,,,,E2,,,2016,238
2016-09-05,07:02:16,1072840,1048,Mar,95,1,0,0,A,M,,,O,,,2016,249
2016-08-30,07:02:25,1070666,1047,HB,86,153,0,0,,,,,E3,,,2016,243
2016-09-08,07:02:27,1074461,1047,Mar,95,3,0,0,,,,,W2,,,2016,252
2016-09-12,07:02:27,1076147,1047,Mar,95,1,0,0,,FC,,,E2,,,2016,256
2016-09-08,07:02:31,1074461,1047,MonPalHen,1102,1,0,0,,,,,W2,,,2016,252
2016-09-08,07:02:36,1074302,1048,HB,86,1,0,0,,,,,W2,,,2016,252
2016-09-05,07:02:37,1072840,1048,Mar,95,1,0,0,I,M,,,W1,,,2016,249
2016-09-12,07:02:40,1076159,1048,BlaKite,88,63,0,0,,,,,E3,,,2016,256
2016-09-06,07:02:44,1073917,1047,MonPalHen,1102,1,0,0,,,,,E2,,,2016,250
2016-09-12,07:02:44,1076159,1048,Mar,95,1,0,0,,,,,E3,,,2016,256
2016-09-09,07:02:51,1074705,1048,MonPalHen,1102,3,0,0,,,,,E3,,,2016,253
2016-09-11,07:02:52,1075645,1048,BlaKite,88,1,0,0,,,,,E2,,,2016,255
2016-09-05,07:03:00,1072840,1048,HB,86,1,0,0,,,,,O,,S,2016,249
2016-09-12,07:03:01,1076147,1047,Mar,95,2,0,0,,,,,E2,,,2016,256
2016-09-03,07:03:12,1072025,1047,Mon,98,1,0,0,Non-Juv,F,,,W2,,,2016,247
2016-09-13,07:03:30,1076564,1048,MonPalHen,1102,3,0,0,,,,,E3,,,2016,257
2016-09-05,07:03:31,1072840,1048,HB_AD,-90,1,0,0,,M,,,O,,,2016,249
2016-09-03,07:03:36,1072025,1047,Mon,98,1,0,0,A,M,,,W2,,,2016,247
2016-09-10,07:03:41,1075732,1047,Mon,98,1,0,0,Non-Juv,F,,,W2,,,2016,254
2016-09-03,07:03:52,1072025,1047,BlaKite,88,1,0,0,,,,,W2,,,2016,247
2016-08-29,07:03:55,1070627,1047,HB,86,34,0,0,,,,,E3,,,2016,242
2016-09-07,07:04:00,1073910,1047,MonPalHen,1102,4,0,0,,,,,E2,,,2016,251
2016-09-03,07:04:03,1072025,1047,Mar,95,1,0,0,Non-Juv,F,,,E1,,,2016,247
2016-09-11,07:04:11,1075658,1047,Mar,95,4,0,0,Non-Juv,M,,,E2,,,2016,255
2016-09-11,07:04:13,1075645,1048,BlaKite,88,13,0,0,,,,,E2,,,2016,255
2016-09-11,07:04:17,1075658,1047,Mar,95,2,0,0,,FC,,,E2,,,2016,255
2016-09-16,07:04:20,1079657,1047,Mon,98,1,0,0,J,,,,E2,,,2016,260
2016-09-11,07:04:21,1075658,1047,Mar,95,1,0,0,,,,,E2,,,2016,255
2016-09-12,07:04:43,1076147,1047,Mon,98,2,0,0,Non-Juv,M,,,W3,,,2016,256
