"date","timestamp","telpost","speciesname","count","countback","local","location","age","sex","plumage","counttype","migtype","remark","yday","year"
"2015-08-31","13:47:00","1","Mar",2,"0","0","O","","fc","","","k","",243,2015
"2015-08-31","13:50:00","1","HB",1,"0","0","E1","","","","","k","",243,2015
"2015-08-31","13:50:00","1","HB_JUV",1,"0","0","E1","","","","","k","",243,2015
"2015-08-31","14:13:21","1","Bee-eater",2,"0","0","E2","","","","","k","",243,2015
"2015-08-31","14:18:11","1","HB",1,"0","0","E1","","","","","k","",243,2015
"2015-08-31","14:18:35","1","Bee-eater",1,"0","0","E1","","","","","k","",243,2015
"2015-08-31","17:12:00","2","Mar",1,"0","0","W2","","fc","","","i","injured wing",243,2015
"2015-08-31","17:32:33","2","Mar",1,"0","0","E2","juv","","","","i","wing damage",243,2015
"2015-09-01","13:12:28","2","HB",1,"0","0","E1","","","","","k","",244,2015
"2015-09-01","13:18:03","2","HB",1,"0","0","E1","","","","","i","damaged right wing",244,2015
"2015-09-01","13:59:11","1","HB",1,"0","0","E1","","","","","i","shot in the wing",244,2015
"2015-09-02","09:50:55","1","Mon",1,"0","0","W2","juv","","","","i","",245,2015
"2015-09-02","10:05:17","2","HB",1,"0","0","O","","","","sc","i","broken wing",245,2015
"2015-09-02","10:05:36","2","HB",1,"0","0","W1","","","","","i","broken leg",245,2015
"2015-09-02","11:06:59","1","Mar",1,"0","0","W2","juv","","","","i","broken leg",245,2015
"2015-09-03","13:29:00","1","BlackKite",1,"0","0","E2","","","","","i","",246,2015
"2015-09-03","16:41:00","1","Pal",1,"0","0","W1","juv","","","","i","wings",246,2015
"2015-09-05","09:44:11","2","HB",1,"0","0","E1","","","","","i","wing",248,2015
"2015-09-05","13:30:34","1","HB",3,"0","0","E1","","","","","k","hm",248,2015
"2015-09-05","13:31:00","1","MonPalHen",1,"0","0","E1","","","","","k","hm",248,2015
"2015-09-05","13:31:19","1","HB",2,"0","0","E1","","","","","i","hm",248,2015
"2015-09-05","13:31:49","1","Mar",1,"0","0","E1","ad","m","","","k","hm",248,2015
"2015-09-05","13:55:15","1","Mar",1,"0","0","W2","juv","","","","i","rw",248,2015
"2015-09-05","16:14:41","1","HB",1,"0","0","W2","","","","","k","",248,2015
"2015-09-06","10:26:56","2","StepBuz",1,"0","0","W1","","","","","k","",249,2015
"2015-09-06","12:24:06","2","BootedE",1,"0","0","W1","","","d","","i","broken legs",249,2015
"2015-09-06","12:39:23","1","HB",2,"0","0","E2","","","","","i","legs",249,2015
"2015-09-06","12:53:00","1","Mon",1,"0","0","E2","juv","","","","i","wing",249,2015
"2015-09-08","12:23:00","2","MonPalHen",1,"0","0","E2","juv","","","","i","",251,2015
"2015-09-08","12:26:00","2","BlaStork",1,"0","0","E1","imm","","","","i","",251,2015
"2015-09-08","12:29:23","2","Mar",1,"0","0","E2","imm","f","","","i","",251,2015
"2015-09-08","16:01:41","1","Mar",1,"0","0","W2","","fc","","","i","",251,2015
"2015-09-09","07:15:51","1","Mar",1,"0","0","E3","","fc","","","i","injured wing",252,2015
"2015-09-10","10:24:23","1","Mar",1,"0","0","E2","imm","f","","","i","injured leg",253,2015
"2015-09-10","11:24:57","1","HB",1,"0","0","E2","","","","","i","wing damaged",253,2015
"2015-09-10","11:32:00","1","Mar",1,"0","0","E1","imm","f","","","i","",253,2015
"2015-09-10","11:50:32","1","Mar",1,"0","0","E2","","fc","","","i","injured leg",253,2015
"2015-09-10","13:15:15","1","HB",2,"0","0","O","","","","","i","wing damaged",253,2015
"2015-09-10","16:22:20","2","HB",1,"0","0","O","","","","","i","damage to left wing",253,2015
"2015-09-12","11:36:01","2","Mar",1,"0","0","W2","ad","m","","","i","shot damage right wing",255,2015
"2015-09-12","13:21:23","2","HB",1,"0","0","O","","","","","i","wd",255,2015
"2015-09-12","15:00:14","2","HB",1,"0","0","O","","","","","i","wd",255,2015
"2015-09-12","15:33:52","2","HB",1,"0","0","W2","","","","","i","wd",255,2015
"2015-09-12","15:34:16","2","HB",1,"0","0","W1","","","","","i","One leg hanging",255,2015
"2015-09-13","10:46:00","2","CrestedHB",1,"0","0","W2","ad","m","","","i","",256,2015
"2015-09-14","11:19:25","2","Mar",1,"0","0","W1","ad","m","","","i","",257,2015
"2015-09-14","11:20:00","2","HB",1,"0","0","W1","","","","","i","",257,2015
"2015-09-14","13:12:25","2","StepBuz",1,"0","0","W2","","","","","i","",257,2015
"2015-09-14","14:17:09","2","LesserSE",1,"0","0","E1","nonjuv","","","","i","",257,2015
"2015-09-15","13:37:04","2","HB",1,"0","0","E2","","","","","i","wd",258,2015
"2015-09-15","15:36:11","2","MediumRaptor",1,"0","0","E2","","","","","k","",258,2015
"2015-09-15","16:16:35","2","HB",1,"0","0","O","","","","","i","",258,2015
"2015-09-15","16:39:44","2","HB",1,"0","0","W1","","","","","i","wd",258,2015
"2015-09-15","16:55:28","2","HB",1,"0","0","E1","","","","","k","",258,2015
"2015-09-15","17:23:35","2","HB",2,"0","0","E1","","","","","k","",258,2015
"2015-09-16","08:08:00","1","Mar",1,"0","0","E1","","","","","i","wing",259,2015
"2015-09-16","08:27:00","2","Mar",1,"0","0","E1","imm","f","","","i","",259,2015
"2015-09-16","08:46:57","2","Mar",1,"0","0","E3","","","","","i","leg",259,2015
"2015-09-16","10:07:44","1","HB",1,"0","0","W2","","","","","k","",259,2015
"2015-09-16","14:53:33","1","BootedE",1,"0","0","W1","","","","","k","",259,2015
"2015-09-16","15:05:24","2","StepBuz",1,"0","0","E1","","","","","k","",259,2015
"2015-09-17","07:53:58","2","HB",1,"0","0","E3","","","","","i","",260,2015
"2015-09-17","13:53:31","1","HB",1,"0","0","O","","","","","i","wd",260,2015
"2015-09-17","14:18:39","2","LesserSE",1,"0","0","W1","nonjuv","","","","i","wing",260,2015
"2015-09-18","07:07:00","1","Mar",1,"0","0","W1","juv","","","","i","injured leg",261,2015
"2015-09-19","12:24:06","1","LesserSE",1,"0","0","E2","nonjuv","","","","i","leg",262,2015
"2015-09-19","14:10:52","2","LesserSE",1,"0","0","W1","imm","","","","i","wing",262,2015
"2015-09-19","14:42:56","1","Mon",1,"0","0","W1","juv","","","","i","",262,2015
"2015-09-20","09:11:00","2","Mar",1,"0","0","E1","imm","f","","","i","",263,2015
"2015-09-20","10:06:14","2","BlackKite",1,"0","0","E1","","","","","i","",263,2015
"2015-09-20","11:31:00","1","Mar",1,"0","0","E2","","fc","","","i","leg hanging",263,2015
"2015-09-20","12:20:19","2","BootedE",1,"0","0","W2","nonjuv","","l","","i","wing",263,2015
"2015-09-20","15:10:00","1","BootedE",1,"0","0","E1","juv","","d","","i","left wing damage",263,2015
"2015-09-21","10:49:19","1","Mar",1,"0","0","E1","juv","","","","i","",264,2015
"2015-09-21","11:47:33","2","ShortTE",1,"0","0","W2","nonjuv","","","","i","",264,2015
"2015-09-21","12:21:00","1","CrestedHB",1,"0","0","E1","ad","m","","","i","wounded leg",264,2015
"2015-09-22","08:37:19","1","Mon",1,"0","0","W1","juv","","","","i","broken leg",265,2015
"2015-09-22","09:21:40","1","Mar",1,"0","0","E1","juv","","","","k","shot down close to BRC guesthouses...",265,2015
"2015-09-22","11:13:47","2","HB",1,"0","0","W3","","","","","i","injured in the right wing",265,2015
"2015-09-22","11:24:00","2","StepBuz",2,"0","0","E2","","","","","i","1 injured leg bird",265,2015
"2015-09-22","14:23:21","1","LesserSE",1,"0","0","W2","","","","","k","",265,2015
"2015-09-22","14:24:35","1","BlackKite",1,"0","0","W2","","","","","k","",265,2015
"2015-09-23","10:46:18","1","ShortTE",1,"0","0","E1","ad","","","","i","",266,2015
"2015-09-23","10:55:01","2","StepBuz",1,"0","0","O","","","","","i","wd",266,2015
"2015-09-23","11:24:00","1","BlackKite",1,"0","0","W2","","","","","i","",266,2015
"2015-09-23","11:27:00","2","HB",1,"0","0","E2","","","","","i","wd",266,2015
"2015-09-23","15:17:37","1","Mar",1,"0","0","E1","juv","","","","i","",266,2015
"2015-09-23","16:27:04","2","BootedE",1,"0","0","E2","nonjuv","","d","","i","leg",266,2015
"2015-09-23","16:56:00","2","Mar",1,"0","0","E2","juv","","","","i","leg injured",266,2015
"2015-09-23","16:56:00","2","BlackKite",1,"0","0","W2","","","","","i","leg injured",266,2015
"2015-09-24","08:21:00","2","Mar",1,"0","0","E3","","","","","i","hole in right wing",267,2015
"2015-09-24","10:52:19","2","SHOT",1,"0","0","O","","","","","","",267,2015
"2015-09-24","13:35:55","2","SHOT",1,"0","0","O","","","","","","",267,2015
"2015-09-24","14:00:43","1","SHOT",3,"0","0","O","","","","","","",267,2015
"2015-09-24","14:30:00","2","BlackKite",1,"0","0","W2","","","","","i","",267,2015
"2015-09-25","09:07:37","1","SHOT",3,"0","0","O","","","","","","",268,2015
"2015-09-25","10:15:54","1","SHOT",1,"0","0","O","","","","","","",268,2015
"2015-09-25","10:43:27","2","HB",1,"0","0","E1","","","","","i","wing injured",268,2015
"2015-09-25","11:23:18","1","SHOT",2,"0","0","O","","","","","","",268,2015
"2015-09-25","13:02:58","2","BlackKite",1,"0","0","E2","","","","","i","wing injured",268,2015
"2015-09-25","13:12:31","1","SHOT",1,"0","0","O","","","","","","",268,2015
"2015-09-25","14:16:22","1","SHOT",3,"0","0","O","","","","","","",268,2015
"2015-09-25","14:32:51","1","ShortTE",1,"0","0","W2","","","","","k","",268,2015
"2015-09-25","15:44:12","2","SHOT",1,"0","0","O","","","","","","",268,2015
"2015-09-25","16:31:53","1","SHOT",12,"0","0","O","","","","","","",268,2015
"2015-09-25","17:00:29","2","SHOT",15,"0","0","O","","","","","","",268,2015
"2015-09-26","07:51:23","1","SHOT",2,"0","0","O","","","","","","",269,2015
"2015-09-26","08:00:33","2","SHOT",3,"0","0","O","","","","","","",269,2015
"2015-09-26","09:00:38","2","SHOT",3,"0","0","O","","","","","","",269,2015
"2015-09-26","09:03:40","1","SHOT",1,"0","0","O","","","","","","",269,2015
"2015-09-26","10:00:16","2","SHOT",5,"0","0","O","","","","","","",269,2015
"2015-09-26","11:00:19","2","SHOT",4,"0","0","O","","","","","","",269,2015
"2015-09-26","11:03:39","1","SHOT",5,"0","0","O","","","","","","",269,2015
"2015-09-26","12:50:37","2","HB",1,"0","0","O","","","","","i","",269,2015
"2015-09-26","13:12:51","1","SHOT",3,"0","0","O","","","","","","",269,2015
"2015-09-26","13:24:25","1","SteppeE",1,"0","0","E1","ad","","","","i","right wing",269,2015
"2015-09-26","13:44:00","2","HB",1,"0","0","E2","","","","","i","",269,2015
"2015-09-26","14:45:55","1","StepBuz",1,"0","0","W3","","","","","i","left wing",269,2015
"2015-09-26","15:00:49","2","SHOT",11,"0","0","O","","","","","","",269,2015
"2015-09-26","15:05:53","1","SHOT",1,"0","0","O","","","","","","",269,2015
"2015-09-26","15:54:38","2","LesserSE",1,"0","0","E2","imm","","","","i","",269,2015
"2015-09-26","16:04:26","1","SHOT",2,"0","0","O","","","","","","",269,2015
"2015-09-26","16:06:25","2","StepBuz",1,"0","0","W1","","","","","i","",269,2015
"2015-09-26","17:01:04","2","SHOT",27,"0","0","O","","","","","","",269,2015
"2015-09-27","08:04:32","2","SHOT",1,"0","0","O","","","","","","",270,2015
"2015-09-27","11:01:24","1","SHOT",5,"0","0","O","","","","","","",270,2015
"2015-09-27","12:25:07","2","Mar",1,"0","0","E2","nonjuv","m","","","i","wing damage",270,2015
"2015-09-27","12:27:15","2","BlackKite",1,"0","0","E1","","","","","i","wing damage",270,2015
"2015-09-27","12:46:03","2","HB",1,"0","0","E2","","","","","i","wing damage",270,2015
"2015-09-27","12:59:41","2","StepBuz",1,"0","0","E1","","","","","i","injured wing",270,2015
"2015-09-27","15:01:19","1","SHOT",3,"0","0","O","","","","","","",270,2015
"2015-09-28","11:29:00","1","HB",1,"0","0","E2","","","","","i","wing damage",271,2015
"2015-09-28","14:03:15","1","BlackKite",1,"0","0","E1","","","","","i","",271,2015
"2015-09-29","09:01:16","2","SHOT",1,"0","0","O","","","","","","",272,2015
"2015-09-29","09:53:09","2","LesserSE",1,"0","0","W2","nonjuv","","","","i","",272,2015
"2015-09-29","12:23:57","1","LongLB",0,"0","0","E2","ad","","","","i","previously 1 - count on impulse but no monitoring this year -  wing damage",272,2015
"2015-09-30","11:04:11","2","SHOT",1,"0","0","O","","","","","","",273,2015
"2015-09-30","11:26:43","2","StepBuz",1,"0","0","E2","","","","","i","",273,2015
"2015-09-30","11:35:38","2","LesserSE",1,"0","0","E2","imm","","","","i","wing",273,2015
"2015-09-30","13:39:30","1","SHOT",14,"0","0","O","","","","","","",273,2015
"2015-09-30","14:00:38","1","SHOT",6,"0","0","O","","","","","","",273,2015
"2015-09-30","14:01:46","2","SHOT",13,"0","0","O","","","","","","",273,2015
"2015-09-30","14:34:32","2","StepBuz",1,"0","0","E1","","","","","i","",273,2015
"2015-09-30","15:00:40","2","SHOT",17,"0","0","O","","","","","","",273,2015
"2015-09-30","15:23:00","2","HB",1,"0","0","W1","","","","","i","shot",273,2015
"2015-09-30","16:01:20","1","SHOT",1,"0","0","W1","","","","","","",273,2015
"2015-09-30","16:16:00","2","StepBuz",2,"0","0","E2","","","","","k","",273,2015
"2015-09-30","16:18:41","2","SHOT",47,"0","0","O","","","","","","",273,2015
"2015-09-30","17:10:11","1","SHOT",11,"0","0","O","","","","","","",273,2015
"2015-09-30","17:18:29","1","SHOT",3,"0","0","O","","","","","","",273,2015
"2015-09-30","17:24:30","2","SHOT",71,"0","0","O","","","","","","",273,2015
"2015-10-01","08:00:27","1","SHOT",1,"0","0","O","","","","","","",274,2015
"2015-10-01","10:02:48","2","SHOT",14,"0","0","O","","","","","","",274,2015
"2015-10-01","10:17:45","2","LesserSE",1,"0","0","E1","juv","","","","i","",274,2015
"2015-10-01","10:19:00","2","LesserSE",2,"0","0","E1","nonjuv","","","","i","",274,2015
"2015-10-01","10:40:10","2","StepBuz",1,"0","0","E2","","","","","i","wd",274,2015
"2015-10-01","12:56:09","2","Mar",1,"0","0","E1","nonjuv","m","","","i","wing",274,2015
"2015-10-01","13:26:50","1","SHOT",1,"0","0","E1","","","","","","",274,2015
"2015-10-01","14:16:51","1","SHOT",3,"0","0","O","","","","","","",274,2015
"2015-10-01","14:24:18","2","SHOT",12,"0","0","O","","","","","","",274,2015
"2015-10-01","15:10:31","1","SHOT",1,"0","0","O","","","","","","",274,2015
"2015-10-01","15:41:42","2","HB",1,"0","0","W1","","","","","i","shot damage right wing",274,2015
"2015-10-01","17:09:35","1","SHOT",7,"0","0","O","","","","","","",274,2015
"2015-10-01","17:19:52","2","SHOT",30,"0","0","E2","","","","","","",274,2015
"2015-10-02","07:45:09","1","Mon",1,"0","0","O","juv","","","","i","wd",275,2015
"2015-10-02","08:00:51","1","SHOT",2,"0","0","O","","","","","","",275,2015
"2015-10-02","09:05:59","2","SHOT",2,"0","0","O","","","","","","",275,2015
"2015-10-02","10:01:09","2","SHOT",5,"0","0","O","","","","","","",275,2015
"2015-10-02","10:05:23","1","SHOT",4,"0","0","O","","","","","","",275,2015
"2015-10-02","11:03:39","1","SHOT",3,"0","0","O","","","","","","",275,2015
"2015-10-02","12:06:17","1","SHOT",1,"0","0","O","","","","","","",275,2015
"2015-10-02","12:06:47","2","HB",1,"0","0","W2","","","","","i","injured leg",275,2015
"2015-10-02","12:07:48","2","SHOT",5,"0","0","O","","","","","","",275,2015
"2015-10-02","12:10:05","2","BlackKite",1,"0","0","W1","","","","","i","injured right wing",275,2015
"2015-10-02","12:25:00","2","StepBuz",1,"0","0","E2","","","","","i","right leg damaged",275,2015
"2015-10-02","12:48:45","2","Mar",1,"0","0","E2","","fc","","","i","shot damaged",275,2015
"2015-10-02","13:03:19","2","SHOT",3,"0","0","O","","","","","","",275,2015
"2015-10-02","14:01:33","2","LesserSE",1,"0","0","E1","juv","","","","i","damaged wing",275,2015
"2015-10-02","14:08:12","1","SteppeE",1,"0","0","E2","juv","","","","k","",275,2015
"2015-10-02","15:00:45","1","SHOT",7,"0","0","O","","","","","","",275,2015
"2015-10-02","15:29:19","2","Mar",1,"0","0","E2","juv","","","","i","wing damage",275,2015
"2015-10-02","15:33:14","2","StepBuz",1,"0","0","E1","","","","","k","",275,2015
"2015-10-02","15:33:28","2","Mar",1,"0","0","E1","juv","","","","k","",275,2015
"2015-10-02","15:46:52","2","StepBuz",1,"0","0","E2","","","","","k","",275,2015
"2015-10-02","16:06:08","2","SHOT",22,"0","0","O","","","","","","",275,2015
"2015-10-02","16:57:25","2","SHOT",2,"0","0","O","","","","","","",275,2015
"2015-10-03","07:57:48","1","SHOT",1,"0","0","O","","","","","","",276,2015
"2015-10-03","09:00:46","1","SHOT",2,"0","0","O","","","","","","",276,2015
"2015-10-03","09:01:07","2","SHOT",14,"0","0","O","","","","","","",276,2015
"2015-10-03","10:01:09","2","SHOT",22,"0","0","O","","","","","","",276,2015
"2015-10-03","10:04:00","2","StepBuz",38,"0","0","E2","","","","","i","",276,2015
"2015-10-03","10:15:08","1","SHOT",12,"0","0","O","","","","","","",276,2015
"2015-10-03","10:27:01","2","LargeEAGLE",1,"0","0","E3","","","","","i","",276,2015
"2015-10-03","10:46:28","2","ShortTE",1,"0","0","E1","nonjuv","","","","i","",276,2015
"2015-10-03","11:14:00","2","StepBuz",2,"0","0","E1","","","","","i","",276,2015
"2015-10-03","11:19:52","2","StepBuz",1,"0","0","E1","","","","","i","",276,2015
"2015-10-03","11:59:20","2","SHOT",8,"0","0","O","","","","","","",276,2015
"2015-10-03","12:00:50","1","SHOT",5,"0","0","O","","","","","","",276,2015
"2015-10-03","13:58:04","2","Mar",1,"0","0","E1","juv","","","","i","damaged wing",276,2015
"2015-10-03","14:01:09","2","SHOT",7,"0","0","O","","","","","","",276,2015
"2015-10-03","14:22:51","1","SHOT",30,"0","0","O","","","","","","",276,2015
"2015-10-03","15:00:53","2","SHOT",19,"0","0","O","","","","","","",276,2015
"2015-10-03","15:07:39","1","SHOT",21,"0","0","O","","","","","","",276,2015
"2015-10-03","15:31:00","2","StepBuz",1,"0","0","O","","","","","i","",276,2015
"2015-10-03","15:31:31","2","StepBuz",1,"0","0","O","","","","","i","wings and tail damaged",276,2015
"2015-10-03","16:00:55","2","SHOT",74,"0","0","O","","","","","","",276,2015
"2015-10-03","16:03:09","1","SHOT",45,"0","0","O","","","","","","",276,2015
"2015-10-03","17:00:54","2","SHOT",33,"0","0","O","","","","","","",276,2015
"2015-10-03","17:01:19","1","SHOT",10,"0","0","O","","","","","","",276,2015
"2015-10-04","08:02:33","2","SHOT",9,"0","0","O","","","","","","",277,2015
"2015-10-04","09:03:03","1","SHOT",27,"0","0","O","","","","","","",277,2015
"2015-10-04","10:04:16","1","SHOT",29,"0","0","O","","","","","","",277,2015
"2015-10-04","10:11:41","2","StepBuz",1,"0","0","W1","","","","","i","leg",277,2015
"2015-10-04","11:00:34","2","SHOT",65,"0","0","O","","","","","","two hours of shots",277,2015
"2015-10-04","11:06:18","1","SHOT",25,"0","0","O","","","","","","",277,2015
"2015-10-04","11:29:25","2","StepBuz",1,"0","0","W1","","","","","i","injured leg",277,2015
"2015-10-04","11:43:21","2","StepBuz",1,"0","0","E2","","","","","i","shot leg",277,2015
"2015-10-04","11:49:25","2","Kestrel-SPEC",0,"0","0","E1","","","","","i","previously 1 - count on impulse but no monitoring this year -  hanging leg",277,2015
"2015-10-04","12:01:10","2","SHOT",11,"0","0","O","","","","","","",277,2015
"2015-10-04","12:25:28","1","Pal",1,"0","0","W2","juv","","","","i","",277,2015
"2015-10-04","13:00:19","2","SHOT",9,"0","0","O","","","","","","",277,2015
"2015-10-04","13:01:40","1","SHOT",21,"0","0","O","","","","","","",277,2015
"2015-10-04","14:24:18","2","Kestrel-SPEC",0,"0","0","W1","","","","","i","previously 1 - count on impulse but no monitoring this year -  leg damage",277,2015
"2015-10-04","15:00:24","2","SHOT",5,"0","0","O","","","","","","",277,2015
"2015-10-04","15:20:00","2","StepBuz",1,"0","0","E1","","","","","i","leg",277,2015
"2015-10-04","16:00:07","2","SHOT",3,"0","0","O","","","","","","",277,2015
"2015-10-04","16:34:00","2","StepBuz",2,"0","0","E2","","","","","k","",277,2015
"2015-10-04","16:37:10","2","SteppeE",1,"0","0","E2","imm","","","","k","shot from little ginger",277,2015
"2015-10-04","16:41:03","2","StepBuz",1,"0","0","E2","","","","","k","",277,2015
"2015-10-04","16:56:28","2","StepBuz",1,"0","0","E2","","","","","k","",277,2015
"2015-10-04","17:01:29","2","SHOT",43,"0","0","O","","","","","","",277,2015
"2015-10-04","17:04:55","1","SHOT",11,"0","0","O","","","","","","",277,2015
"2015-10-04","17:57:10","2","SHOT",20,"0","0","O","","","","","","",277,2015
"2015-10-05","09:03:26","2","SHOT",8,"0","0","O","","","","","","last 2 hours",278,2015
"2015-10-05","09:26:45","1","BootedE",1,"0","0","W1","","","d","","k","",278,2015
"2015-10-05","09:42:19","1","EurasianSH",0,"0","0","E2","","","","","k","previously 1 - count on impulse but no monitoring this year -  ",278,2015
"2015-10-05","10:00:23","1","SHOT",21,"0","0","O","","","","","","",278,2015
"2015-10-05","10:01:15","2","SHOT",2,"0","0","O","","","","","","",278,2015
"2015-10-05","11:56:39","2","StepBuz",2,"0","0","E2","","","","","i","",278,2015
"2015-10-05","12:04:37","1","SHOT",2,"0","0","W2","","","","","","",278,2015
"2015-10-05","14:00:52","1","SHOT",18,"0","0","O","","","","","","",278,2015
"2015-10-05","15:00:27","1","SHOT",3,"0","0","O","","","","","","",278,2015
"2015-10-05","15:17:36","1","BlackKite",1,"0","0","E2","","","","","i","tail missing",278,2015
"2015-10-05","16:55:08","1","SHOT",4,"0","0","W1","","","","","","",278,2015
"2015-10-06","09:02:18","2","SHOT",2,"0","0","O","","","","","","",279,2015
"2015-10-06","09:05:21","1","SHOT",11,"0","0","O","","","","","","",279,2015
"2015-10-06","10:01:44","2","SHOT",14,"0","0","O","","","","","","",279,2015
"2015-10-06","10:58:27","1","Mar",1,"0","0","E1","ad","m","","","i","",279,2015
"2015-10-06","11:54:08","1","SHOT",7,"0","0","O","","","","","","",279,2015
"2015-10-06","11:58:22","2","StepBuz",1,"0","0","E1","","","","","i","injured leg",279,2015
"2015-10-06","12:11:25","2","StepBuz",1,"0","0","E1","","","","","i","injured leg",279,2015
"2015-10-06","13:01:10","1","SHOT",6,"0","0","O","","","","","","",279,2015
"2015-10-06","13:35:31","2","StepBuz",1,"0","0","W1","","","","","i","damaged wing",279,2015
"2015-10-06","13:39:38","2","StepBuz",1,"0","0","O","","","","","i","",279,2015
"2015-10-06","13:40:58","2","StepBuz",1,"0","0","W1","","","","","i","leg",279,2015
"2015-10-06","13:50:28","2","StepBuz",1,"0","0","E1","","","","","i","injured wing",279,2015
"2015-10-06","13:53:30","2","BlackKite",1,"0","0","W3","","","","","i","tail damaged",279,2015
"2015-10-06","14:04:06","2","SHOT",8,"0","0","O","","","","","","last 2 hrs",279,2015
"2015-10-06","14:08:13","2","SHOT",8,"0","0","O","","","","","","from the last 5 hours",279,2015
"2015-10-06","16:00:50","2","SHOT",2,"0","0","O","","","","","","",279,2015
"2015-10-07","09:01:21","2","LesserSE",1,"0","0","E2","ad","","","","i","shot damaged wing",280,2015
"2015-10-07","09:16:29","1","SHOT",1,"0","0","O","","","","","","",280,2015
"2015-10-07","11:08:13","1","SHOT",5,"0","0","O","","","","","","",280,2015
"2015-10-07","13:04:11","2","HB",1,"0","0","E2","","","","","i","shot damage",280,2015
"2015-10-07","13:10:33","2","SHOT",15,"0","0","O","","","","","","",280,2015
"2015-10-07","13:15:04","1","SHOT",2,"0","0","O","","","","","","",280,2015
"2015-10-07","13:25:33","2","SteppeE",1,"0","0","E1","imm","","","","i","injured wing",280,2015
"2015-10-07","14:08:01","2","SHOT",3,"0","0","O","","","","","","",280,2015
"2015-10-07","15:03:08","1","SHOT",4,"0","0","O","","","","","","",280,2015
"2015-10-07","16:59:14","2","SHOT",19,"0","0","O","","","","","","",280,2015
"2015-10-09","08:03:23","1","SHOT",2,"0","0","O","","","","","","",282,2015
"2015-10-09","09:04:23","1","SHOT",11,"0","0","O","","","","","","",282,2015
"2015-10-09","10:00:24","1","SHOT",7,"0","0","O","","","","","","",282,2015
"2015-10-09","11:01:23","1","SHOT",8,"0","0","O","","","","","","",282,2015
"2015-10-09","10:00:00","2","SHOT",3,"0","0","O","","","","","","",282,2015
"2015-10-09","11:09:09","2","SHOT",2,"0","0","O","","","","","","",282,2015
"2015-10-09","11:59:54","2","SHOT",3,"0","0","O","","","","","","",282,2015
"2015-10-09","12:20:00","2","StepBuz",1,"0","0","E2","","","","","k","",282,2015
"2015-10-09","13:02:24","2","SHOT",20,"0","0","O","","","","","","",282,2015
"2015-10-09","13:03:14","1","SHOT",3,"0","0","O","","","","","","",282,2015
"2015-10-09","13:53:53","2","EurasianCrane",1,"0","0","W3","","","","","i","",282,2015
"2015-10-09","13:55:55","2","StepBuz",1,"0","0","O","","","","","i","",282,2015
"2015-10-09","14:01:38","1","SHOT",5,"0","0","O","","","","","","",282,2015
"2015-10-09","14:09:53","2","SHOT",12,"0","0","O","","","","","","",282,2015
"2015-10-09","14:59:21","2","StepBuz",1,"0","0","W1","","","","","i","injured leg",282,2015
"2015-10-09","15:00:41","2","SHOT",13,"0","0","O","","","","","","",282,2015
"2015-10-09","15:53:58","2","StepBuz",1,"0","0","W1","","","","","i","shot trough left wing",282,2015
"2015-10-09","16:00:45","1","SHOT",13,"0","0","O","","","","","","",282,2015
"2015-10-09","16:01:55","2","LesserSE",1,"0","0","E2","nonjuv","","","","k","shot down",282,2015
"2015-10-09","16:58:32","1","SHOT",6,"0","0","O","","","","","","",282,2015
"2015-10-09","17:00:38","2","SHOT",24,"0","0","E1","","","","","","",282,2015
"2015-10-11","08:10:43","1","SHOT",3,"0","0","O","","","","","","",284,2015
"2015-10-11","08:59:38","1","SHOT",22,"0","0","O","","","","","","",284,2015
"2015-10-11","09:02:02","2","SHOT",25,"0","0","O","","","","","","",284,2015
"2015-10-11","09:27:13","1","StepBuz",1,"0","0","W2","","","","","k","shot",284,2015
"2015-10-11","10:05:53","1","SHOT",74,"0","0","O","","","","","","",284,2015
"2015-10-11","10:20:02","2","SHOT",35,"0","0","O","","","","","","",284,2015
"2015-10-11","10:59:58","2","HB",1,"0","0","E2","","","","","i","wingdamage",284,2015
"2015-10-11","11:03:11","1","SHOT",51,"0","0","O","","","","","","",284,2015
"2015-10-11","11:04:59","2","SHOT",19,"0","0","O","","","","","","",284,2015
"2015-10-11","11:39:17","2","LesserSE",1,"0","0","E2","imm","","","","i","shotdamage left wing",284,2015
"2015-10-11","11:50:47","2","BlaStork",1,"0","0","O","","","","","i","right wing",284,2015
"2015-10-11","12:00:38","1","SHOT",23,"0","0","O","","","","","","",284,2015
"2015-10-11","12:03:20","2","SHOT",15,"0","0","O","","","","","","",284,2015
"2015-10-11","12:15:34","2","StepBuz",1,"0","0","W1","","","","","i","injured wing",284,2015
"2015-10-11","12:18:03","1","LesserSE",1,"0","0","E1","nonjuv","","","","i","ld",284,2015
"2015-10-11","12:33:40","2","StepBuz",1,"0","0","W2","","","","","i","",284,2015
"2015-10-11","12:57:56","1","SHOT",8,"0","0","O","","","","","","",284,2015
"2015-10-11","13:02:03","2","SHOT",6,"0","0","O","","","","","","",284,2015
"2015-10-11","13:33:00","2","SteppeE",1,"0","0","O","ad","","","","i","",284,2015
"2015-10-11","14:03:09","2","SHOT",4,"0","0","O","","","","","","",284,2015
"2015-10-11","16:46:12","1","SHOT",3,"0","0","O","","","","","","",284,2015
"2015-10-12","09:00:39","1","SHOT",6,"0","0","O","","","","","","",285,2015
"2015-10-12","10:00:58","2","SHOT",5,"0","0","O","","","","","","last 2 hours",285,2015
