"","id","date","time","species","number_new","number_ori","numberN","station","location","age","sex","morph","ctype","mtype","remark","dckept","dcdel","dcremark"
"25",25,2008-08-21,"14:23:00","HB",3,3,0,1,"E3","","","","","","",0,0,""
"26",26,2008-08-21,"14:23:00","Mon",2,2,0,1,"E3","ad","m","","","","",0,0,""
"27",27,2008-08-21,"14:30:00","StepBuz",2,2,0,1,"E2","","","","","","",0,0,""
"28",28,2008-08-21,"14:37:00","HB",1,1,0,1,"E2","","","","","","",0,0,""
"29",29,2008-08-21,"14:37:00","ShortTE",1,1,0,1,"E2","","","","","","",0,0,""
"30",30,2008-08-21,"14:40:00","MonPalHen",1,1,0,1,"E2","","fc","","","","",0,0,""
"31",31,2008-08-21,"14:43:00","HB",1,1,0,1,"E2","","","","","","",0,0,""
"32",32,2008-08-21,"14:49:00","HB",44,44,0,1,"E3","","","","","","",0,0,""
"33",33,2008-08-21,"14:52:00","HB",11,11,0,1,"E3","","","","","","",0,0,""
"34",34,2008-08-21,"15:07:00","HB",1,1,0,1,"E1","","","","","","",0,0,""
"35",35,2008-08-21,"15:09:00","BootedE",1,1,0,1,"E2","","","","","","",0,0,""
"36",36,2008-08-21,"15:09:00","HB",2,2,0,1,"E2","","","","","","",0,0,""
"37",37,2008-08-21,"15:14:00","WhiStork",12,12,0,1,"E2","","","","","","",0,0,""
"38",38,2008-08-21,"15:15:00","StepBuz",1,1,0,1,"E2","","","","","","",0,0,""
"39",39,2008-08-21,"15:17:00","Mon",1,1,0,1,"W1","ad","f","","","","",0,0,""
"40",40,2008-08-21,"15:17:00","Mon",2,2,0,1,"W1","ad","m","","","","",0,0,""
"41",41,2008-08-21,"15:27:00","BootedE",1,1,0,1,"E2","","","","","","",0,0,""
"42",42,2008-08-21,"15:27:00","HB",4,4,0,1,"E2","","","","","","",0,0,""
"43",43,2008-08-21,"15:27:00","Mar",1,1,0,1,"E2","juv","","","","","",0,0,""
"44",44,2008-08-21,"15:28:00","Mon",1,1,0,1,"E2","ad","m","","","","",0,0,""
"45",45,2008-08-21,"15:35:00","HB",31,31,0,1,"E2","","","","","","",0,0,""
"46",46,2008-08-21,"15:42:00","HB",2,2,0,1,"E2","","","","","","",0,0,""
"47",47,2008-08-21,"15:43:00","BootedE",1,1,0,1,"E2","","","","","","",0,0,""
"48",48,2008-08-21,"15:51:00","BootedE",1,1,0,1,"E1","","","","","","",0,0,""
"49",49,2008-08-21,"16:03:00","HB",12,12,0,1,"E2","","","","","","",0,0,""
"50",50,2008-08-21,"16:05:00","HB",4,4,0,1,"E2","","","","","","",0,0,""
"51",51,2008-08-21,"16:05:00","HB",22,22,0,1,"E2","","","","","","",0,0,""
"52",52,2008-08-21,"16:05:00","HB",4,4,0,1,"E2","","","","","","",0,0,""
"53",53,2008-08-21,"16:05:00","MonPalHen",1,1,0,1,"E2","","","","","","",0,0,""
"54",54,2008-08-21,"16:06:00","HB",9,9,0,1,"E2","","","","","","",0,0,""
"55",55,2008-08-21,"16:06:00","MonPalHen",1,1,0,1,"E2","ad","m","","","","",0,0,""
"56",56,2008-08-21,"16:10:00","Mon",1,1,0,1,"E2","ad","f","","","","",0,0,""
"57",57,2008-08-21,"16:10:00","Mon",1,1,0,1,"E2","ad","m","","","","",0,0,""
"58",58,2008-08-21,"16:10:00","MonPalHen",1,1,0,1,"E2","","","","","","",0,0,""
"59",59,2008-08-21,"16:14:00","HB",3,3,0,1,"E2","","","","","","",0,0,""
"60",60,2008-08-21,"16:14:00","HB",1,1,0,1,"E2","","","","","","",0,0,""
"61",61,2008-08-21,"16:14:00","Mon",2,2,0,1,"E2","","","","","","",0,0,""
"62",62,2008-08-21,"16:23:00","HB",15,15,0,1,"E2","","","","","","",0,0,""
"63",63,2008-08-21,"16:27:00","Mar",1,1,0,1,"E1","imm","","","","","",0,0,""
"64",64,2008-08-21,"16:34:00","BootedE",2,2,0,1,"E1","","","","","","",0,0,""
"65",65,2008-08-21,"16:39:00","HB",1,1,0,1,"E3","","","","","","",0,0,""
"66",66,2008-08-21,"16:40:00","Mar",1,1,0,1,"E1","ad","m","","","","",0,0,""
"67",67,2008-08-21,"16:45:00","BootedE",1,1,0,1,"E1","","","","","","",0,0,""
"68",68,2008-08-21,"16:45:00","HB",3,3,0,1,"E2","","","","","","",0,0,""
"69",69,2008-08-21,"16:47:00","Harrier-SPEC",2,2,0,1,"E2","","","","","","",0,0,""
"70",70,2008-08-21,"16:52:00","MediumRaptor",5,5,0,1,"E2","","","","","","",0,0,""
"71",71,2008-08-21,"16:53:00","HB",1,1,0,1,"E2","","","","","","",0,0,""
"72",72,2008-08-21,"16:55:00","MediumRaptor",11,11,0,1,"E2","","","","","","",0,0,""
"73",73,2008-08-21,"17:08:00","MediumRaptor",1,1,0,1,"E3","","","","","","",0,0,""
"74",74,2008-08-21,"17:10:00","HB",2,2,0,1,"E2","","","","","","",0,0,""
"75",75,2008-08-21,"17:10:00","Mar",2,2,0,1,"E2","","fc","","","","",0,0,""
"76",76,2008-08-21,"17:10:00","Mar",1,1,0,1,"E2","","","","","","",0,0,""
"77",77,2008-08-21,"17:12:00","MonPalHen",1,1,0,1,"E2","","fc","","","","",0,0,""
"78",78,2008-08-21,"17:13:00","MonPalHen",1,1,0,1,"E2","","","","","","",0,0,""
"79",79,2008-08-21,"17:14:00","Mon",2,2,0,1,"E2","ad","m","","","","",0,0,""
"80",80,2008-08-21,"17:14:00","MonPalHen",2,2,0,1,"E2","","","","","","",0,0,""
"81",81,2008-08-22,"09:54:00","Mar",1,1,0,1,"O","juv","","","","","",0,0,""
"82",82,2008-08-22,"09:55:00","Mar",2,2,0,1,"E2","","fc","","","","",0,0,""
"83",83,2008-08-22,"10:05:00","HB",1,1,0,2,"O","","","","","","",0,0,""
"84",84,2008-08-22,"10:05:00","MonPalHen",4,4,0,1,"E3","","","","","","",0,0,""
"85",85,2008-08-22,"10:05:00","MonPalHen",1,1,0,2,"O","","","","","","",0,0,""
"86",86,2008-08-22,"10:12:00","Mon",1,1,0,2,"W3","","","","","","",0,0,""
"87",87,2008-08-22,"10:13:00","BootedE",3,3,0,1,"E3","","","","","","",0,0,""
"88",88,2008-08-22,"10:28:00","MonPalHen",2,2,0,1,"E2","","fc","","","","",0,0,""
"89",89,2008-08-22,"10:32:00","Osprey",1,1,0,1,"E1","","","","","","",0,0,""
"90",90,2008-08-22,"10:35:00","HB",6,6,0,2,"O","","","","","","",0,0,""
"91",91,2008-08-22,"10:37:00","Mar",1,1,0,1,"E2","","fc","","","","",0,0,""
"92",92,2008-08-22,"10:44:00","HB",1,1,0,2,"O","","","","","","",0,0,""
"93",93,2008-08-22,"10:50:00","HB",2,2,0,1,"E2","","","","","","",0,0,""
"94",94,2008-08-22,"10:54:00","BootedE",1,1,0,2,"O","","","","","","",0,0,""
"95",95,2008-08-22,"10:54:00","HB",1,1,0,2,"O","","","","","","",0,0,""
"96",96,2008-08-22,"10:56:00","Mar",2,2,0,1,"E1","","fc","","","","",0,0,""
"97",97,2008-08-22,"10:56:00","Mon",1,1,0,1,"E1","","fc","","","","",0,0,""
"98",98,2008-08-22,"10:56:00","Mon",1,1,0,1,"O","juv","","","","","",0,0,""
"99",99,2008-08-22,"10:58:00","Mar",1,1,0,1,"E1","juv","","","","","",0,0,""
"100",100,2008-08-22,"10:59:00","HB",2,2,0,2,"E2","","","","","","",0,0,""
"101",101,2008-08-22,"11:01:00","WhiStork",1,1,0,1,"O","","","","","","",0,0,""
"102",102,2008-08-22,"11:02:00","HB",3,3,0,2,"E2","","","","","","",0,0,""
"103",103,2008-08-22,"11:05:00","Mar",1,1,0,1,"E1","","fc","","","","",0,0,""
"104",104,2008-08-22,"11:06:00","MediumRaptor",5,5,0,2,"O","","","","","","",0,0,""
"105",105,2008-08-22,"11:06:00","StepBuz",1,1,0,1,"E2","","","","","","",0,0,""
"106",106,2008-08-22,"11:08:00","HB",1,1,0,2,"E2","","","","","","",0,0,""
"107",107,2008-08-22,"11:13:00","BlaStork",0,1,0,2,"W2","","","","","","",0,-1,"ID110:1 "
"108",108,2008-08-22,"11:17:00","HB",1,1,0,2,"O","","","","","","",0,0,""
"109",109,2008-08-22,"11:17:00","MonPalHen",1,1,0,2,"O","","","","","","",0,0,""
"110",110,2008-08-22,"11:18:00","BlaStork",1,1,0,1,"E2","","","","","","",1,0,"ID107:-1 "
"111",111,2008-08-22,"11:18:00","HB",18,18,0,1,"E2","","","","","","",0,0,""
"112",112,2008-08-22,"11:19:00","Mar",1,1,0,1,"E2","","","","","","",1,0,"ID115:-1 "
"113",113,2008-08-22,"11:21:00","HB",4,4,0,2,"E2","","","","","","",0,0,""
"114",114,2008-08-22,"11:21:00","Mar",1,1,0,2,"W1","","","","","","",0,0,""
"115",115,2008-08-22,"11:21:00","Mar",0,1,0,2,"W2","","","","","","",0,-1,"ID112:1 "
"116",116,2008-08-22,"11:22:00","HB",8,8,0,2,"W1","","","","","","",0,0,""
"117",117,2008-08-22,"11:25:00","LargeEAGLE",1,1,0,1,"E2","","","","","","",0,0,""
"118",118,2008-08-22,"11:25:00","LongLB",1,1,0,1,"E2","","","","","","",0,0,""
"119",119,2008-08-22,"11:26:00","BootedE",2,2,0,2,"W1","","","","","","",0,0,""
"120",120,2008-08-22,"11:26:00","HB",4,4,0,2,"W1","","","","","","",0,0,""
"121",121,2008-08-22,"11:27:00","HB",16,16,0,2,"W1","","","","","","",0,0,""
"122",122,2008-08-22,"11:29:00","BootedE",1,1,0,2,"W1","","","","","","",0,0,""
"123",123,2008-08-22,"11:29:00","HB",47,47,0,1,"E2","","","","","","",0,0,""
"124",124,2008-08-22,"11:30:00","BootedE",1,1,0,2,"W1","","","","","","",0,0,""
"125",125,2008-08-22,"11:31:00","HB",16,16,0,1,"E2","","","","","","",0,0,""
"126",126,2008-08-22,"11:33:00","HB",2,2,0,2,"E1","","","","","","",0,0,""
"127",127,2008-08-22,"11:33:00","ShortTE",1,1,0,1,"E2","ad","","","","","",0,0,""
"128",128,2008-08-22,"11:39:00","BootedE",1,1,0,2,"W2","","","","","","",0,0,""
"129",129,2008-08-22,"11:40:00","BootedE",1,1,0,2,"W1","","","","","","",0,0,""
"130",130,2008-08-22,"11:43:00","Buzzard-SPEC",1,1,0,1,"E2","","","","","","",0,0,""
"131",131,2008-08-22,"11:44:00","StepBuz",1,1,0,1,"E1","juv","","","","","",0,0,""
"132",132,2008-08-22,"11:50:00","HB",14,14,0,2,"W1","","","","","","",0,0,""
"133",133,2008-08-22,"11:51:00","BlackKite",2,2,0,2,"W1","","","","","","",0,0,""
"134",134,2008-08-22,"11:51:00","HB",8,8,0,2,"W1","","","","","","",0,0,""
"135",135,2008-08-22,"11:53:00","BootedE",1,1,0,2,"O","","","","","","",0,0,""
"136",136,2008-08-22,"11:55:00","BlackKite",2,2,0,1,"E2","","","","","","",0,0,""
"137",137,2008-08-22,"11:55:00","HB",2,2,0,2,"E1","","","","","","",0,0,""
"138",138,2008-08-22,"11:55:00","HB",22,22,0,1,"E2","","","","","","",0,0,""
"139",139,2008-08-22,"11:56:00","HB",2,2,0,2,"O","","","","","","",0,0,""
"140",140,2008-08-22,"11:59:00","HB",4,4,0,2,"E2","","","","","","",0,0,""
"141",141,2008-08-22,"12:00:00","HB",4,4,0,1,"E2","","","","","","",0,0,""
"142",142,2008-08-22,"12:04:00","HB",1,1,0,2,"O","","","","","","",0,0,""
"143",143,2008-08-22,"12:06:00","HB",4,4,0,2,"O","","","","","","",0,0,""
"144",144,2008-08-22,"12:07:00","HB",12,12,0,1,"E2","","","","","","",0,0,""
"145",145,2008-08-22,"12:08:00","HB",1,1,0,2,"O","","","","","","",0,0,""
"146",146,2008-08-22,"12:08:00","MonPalHen",1,1,0,2,"O","","","","","","",0,0,""
"147",147,2008-08-22,"12:11:00","HB",22,22,0,1,"E2","","","","","","",0,0,""
"148",148,2008-08-22,"12:12:00","HB",58,58,0,1,"E2","","","","","","",0,0,""
"149",149,2008-08-22,"12:13:00","BlackKite",2,2,0,2,"W2","","","","","","",0,0,""
"150",150,2008-08-22,"12:16:00","HB",6,6,0,2,"O","","","","","","",0,0,""
"151",151,2008-08-22,"12:19:00","HB",9,9,0,2,"O","","","","","","",0,0,""
"152",152,2008-08-22,"12:19:00","MediumRaptor",1,1,0,2,"O","","","","","","",0,0,""
"153",153,2008-08-22,"12:20:00","HB",2,2,0,2,"O","","","","","","",0,0,""
"154",154,2008-08-22,"12:21:00","HB",1,1,0,2,"O","","","","","","",0,0,""
"155",155,2008-08-22,"12:22:00","HB",16,16,0,1,"E2","","","","","","",3,0,"ID166:-3 "
"156",156,2008-08-22,"12:23:00","HB",2,2,0,2,"O","","","","","","",0,0,""
"157",157,2008-08-22,"12:24:00","BootedE",1,1,0,2,"W2","","","","","","",0,0,""
"158",158,2008-08-22,"12:25:00","HB",8,8,0,1,"E2","","","","","","",0,0,""
"159",159,2008-08-22,"12:25:00","HB",5,5,0,1,"E2","","","","","","",0,0,""
"160",160,2008-08-22,"12:25:00","MonPalHen",1,1,0,1,"E2","","","","","","",0,0,""
"161",161,2008-08-22,"12:30:00","HB",3,3,0,1,"E2","","","","","","",0,0,""
"162",162,2008-08-22,"12:30:00","LargeEAGLE",1,1,0,1,"E2","","","","","","",0,0,""
"163",163,2008-08-22,"12:32:00","HB",16,16,0,1,"E2","","","","","","",0,0,""
"164",164,2008-08-22,"12:33:00","MonPalHen",1,1,0,2,"E2","","","","","","",0,0,""
"165",165,2008-08-22,"12:35:00","HB",1,1,0,1,"E2","","","","","","",0,0,""
"166",166,2008-08-22,"12:37:00","HB",0,3,0,2,"W3","","","","","","",0,-3,"ID155:3 "
"167",167,2008-08-22,"12:38:00","Mar",2,2,0,1,"E2","","","","","","",0,0,""
"168",168,2008-08-22,"12:40:00","HB",3,3,0,2,"W1","","","","","","",0,0,""
"169",169,2008-08-22,"12:41:00","HB",1,1,0,1,"O","ad","f","","","","",0,0,""
"170",170,2008-08-22,"12:44:00","HB",10,10,0,1,"E2","","","","","","",10,0,"ID176:-10 "
"171",171,2008-08-22,"12:46:00","HB",1,1,0,1,"E2","ad","m","","","","",1,0,"ID176:-1 "
"172",172,2008-08-22,"12:46:00","MonPalHen",1,1,0,2,"E1","","","","","","",0,0,""
"173",173,2008-08-22,"12:49:00","MonPalHen",1,1,0,2,"O","","fc","","","","",0,0,""
"174",174,2008-08-22,"12:51:00","HB",1,1,0,1,"E2","","","","","","",1,0,"ID176:-1 "
"175",175,2008-08-22,"12:52:00","HB",4,4,0,1,"E2","","","","","","",4,0,"ID176:-4 "
"176",176,2008-08-22,"12:55:00","HB",0,20,0,2,"W2","","","","","","",0,-20,"ID170:10 ID171:1 ID174:1 ID175:4 ID177:4 "
"177",177,2008-08-22,"12:59:00","HB",18,18,0,1,"E2","","","","","","",4,0,"ID176:-4 "
"178",178,2008-08-22,"13:01:00","HB",4,4,0,1,"E2","","","","","","",0,0,""
"179",179,2008-08-22,"13:05:00","HB",25,25,0,2,"W1","","","","","","",0,0,""
"180",180,2008-08-22,"13:12:00","Mon",1,1,0,1,"E1","ad","f","","","","",0,0,""
"181",181,2008-08-22,"13:15:00","HB",5,5,0,1,"E2","","","","","","",3,0,"ID187:-3 "
"182",182,2008-08-22,"13:15:00","Mar",1,1,0,1,"E2","","","","","","",0,0,""
"183",183,2008-08-22,"13:15:00","Mar",1,1,0,2,"O","","","","","","",0,0,""
"184",184,2008-08-22,"13:15:00","Mon",1,1,0,2,"O","ad","m","","","","",0,0,""
"185",185,2008-08-22,"13:15:00","MonPalHen",1,1,0,2,"O","","fc","","","","",0,0,""
"186",186,2008-08-22,"13:16:00","HB",10,10,0,2,"O","","","","","","",0,0,""
"187",187,2008-08-22,"13:18:00","HB",0,3,0,2,"W2","","","","","","",0,-3,"ID181:3 "
"188",188,2008-08-22,"13:19:00","HB",16,16,0,2,"O","","","","","","",0,0,""
"189",189,2008-08-22,"13:20:00","SparrowH-SPEC",1,1,0,1,"W2","","","","","","",0,0,""
"190",190,2008-08-22,"13:23:00","HB",18,18,0,2,"O","","","","","","",0,0,""
"191",191,2008-08-22,"13:24:00","HB",2,2,0,1,"E2","","","","","","",0,0,""
"192",192,2008-08-22,"13:25:00","HB",37,37,0,1,"E2","","","","","","",0,0,""
"193",193,2008-08-22,"13:25:00","HB",59,59,0,2,"O","","","","","","",0,0,""
"194",194,2008-08-22,"13:28:00","HB",54,54,0,1,"E2","","","","","","",0,0,""
"195",195,2008-08-22,"13:28:00","Mon",1,1,0,2,"W2","nonjuv","m","","","","",0,0,""
"196",196,2008-08-22,"13:28:00","MonPalHen",1,1,0,2,"W2","","fc","","","","",0,0,""
"197",197,2008-08-22,"13:30:00","HB",7,7,0,2,"O","","","","","","was without loc",0,0,""
"198",198,2008-08-22,"13:32:00","BootedE",1,1,0,2,"E1","","","","","","",0,0,""
"199",199,2008-08-22,"13:32:00","MonPalHen",2,2,0,2,"E2","","fc","","","","",0,0,""
"200",200,2008-08-22,"13:33:00","BlackKite",2,2,0,1,"E2","","","","","","",0,0,""
"201",201,2008-08-22,"13:33:00","HB",4,4,0,1,"E2","","","","","","",0,0,""
"202",202,2008-08-22,"13:34:00","HB",1,1,0,2,"E1","","","","","","",0,0,""
"203",203,2008-08-22,"13:34:00","Mar",1,1,0,2,"E1","","","","","","",0,0,""
"204",204,2008-08-22,"13:34:00","MonPalHen",2,2,0,2,"E1","","","","","","",0,0,""
"205",205,2008-08-22,"13:36:00","MonPalHen",2,2,0,2,"E2","","","","","","",0,0,""
"206",206,2008-08-22,"13:41:00","HB",16,16,0,1,"E2","","","","","","",16,0,"ID217:-16 "
"207",207,2008-08-22,"13:41:00","MonPalHen",2,2,0,2,"E2","ad","m","","","","",0,0,""
"208",208,2008-08-22,"13:42:00","HB",14,14,0,2,"O","","","","","","",0,0,""
"209",209,2008-08-22,"13:43:00","LargeEAGLE",1,1,0,1,"E2","","","","","","",0,0,""
"210",210,2008-08-22,"13:43:00","LargeEAGLE",1,1,0,1,"E2","","","","","","",0,0,""
"211",211,2008-08-22,"13:43:00","LargeEAGLE",1,1,0,1,"E2","","","","","","",0,0,""
"212",212,2008-08-22,"13:43:00","LargeEAGLE",1,1,0,1,"E2","","","","","","",0,0,""
"213",213,2008-08-22,"13:45:00","BlackKite",1,1,0,1,"E2","","","","","","",0,0,""
"214",214,2008-08-22,"13:45:00","HB",5,5,0,2,"O","","","","","","",0,0,""
"215",215,2008-08-22,"13:46:00","HB",24,24,0,1,"E2","","","","","","",3,0,"ID217:-3 "
"216",216,2008-08-22,"13:46:00","MediumRaptor",1,1,0,1,"O","","","","","","was without loc",0,0,""
"217",217,2008-08-22,"13:49:00","HB",0,19,0,2,"W2","","","","","","",0,-19,"ID206:16 ID215:3 "
"218",218,2008-08-22,"13:54:00","HB",12,12,0,1,"E2","","","","","","",4,0,"ID225:-4 "
"219",219,2008-08-22,"13:55:00","BootedE",1,1,0,2,"E2","","","","","","",0,0,""
"220",220,2008-08-22,"13:55:00","HB",1,1,0,2,"E2","","","","","","",0,0,""
"221",221,2008-08-22,"14:01:00","HB",6,6,0,1,"E2","","","","","","",0,0,""
"222",222,2008-08-22,"14:01:00","MonPalHen",2,2,0,2,"E2","","fc","","","","",0,0,""
"223",223,2008-08-22,"14:05:00","Falcon-SPEC",0,0,0,2,"W1","","","","","","",0,0,""
"224",224,2008-08-22,"14:05:00","HB",1,1,0,2,"O","","","","","","",0,0,""
"225",225,2008-08-22,"14:05:00","HB",0,4,0,2,"W2","","","","","","",0,-4,"ID218:4 "
"226",226,2008-08-22,"14:09:00","HB",6,6,0,2,"W1","","","","","","",0,0,""
"227",227,2008-08-22,"14:10:00","BlackKite",2,2,0,1,"E2","","","","","","",0,0,""
"228",228,2008-08-22,"14:10:00","HB",12,12,0,1,"E2","","","","","","",0,0,""
"229",229,2008-08-22,"14:10:00","Mon",2,2,0,1,"E2","","fc","","","","",0,0,""
"230",230,2008-08-22,"14:10:00","Mon",2,2,0,1,"E2","ad","m","","","","",0,0,""
"231",231,2008-08-22,"14:11:00","BlackKite",1,1,0,1,"E2","","","","","","",0,0,""
"232",232,2008-08-22,"14:11:00","HB",3,3,0,1,"E2","","","","","","",0,0,""
"233",233,2008-08-22,"14:11:00","HB",4,4,0,2,"W1","","","","","","",0,0,""
"234",234,2008-08-22,"14:12:00","MonPalHen",1,1,0,1,"E2","","fc","","","","",0,0,""
"235",235,2008-08-22,"14:12:00","MonPalHen",1,1,0,2,"E2","","","","","","",0,0,""
"236",236,2008-08-22,"14:14:00","MediumRaptor",2,2,0,2,"E3","","","","","","",0,0,""
"237",237,2008-08-22,"14:18:00","HB",28,28,0,2,"O","","","","","","",0,0,""
"238",238,2008-08-22,"14:20:00","HB",10,10,0,2,"O","","","","","","",0,0,""
"239",239,2008-08-22,"14:22:00","HB",12,12,0,1,"E2","","","","","","",4,0,"ID243:-4 "
"240",240,2008-08-22,"14:24:00","HB",24,24,0,2,"O","","","","","","",0,0,""
"241",241,2008-08-22,"14:26:00","HB",11,11,0,2,"W1","","","","","","",0,0,""
"242",242,2008-08-22,"14:28:00","Mon",2,2,0,1,"E1","ad","m","","","","",0,0,""
"243",243,2008-08-22,"14:29:00","HB",0,4,0,2,"W2","","","","","","",0,-4,"ID239:4 "
"244",244,2008-08-22,"14:30:00","BlackKite",1,1,0,2,"E2","","","","","","",0,0,""
"245",245,2008-08-22,"14:32:00","HB",12,12,0,1,"E2","","","","","","",0,0,""
"246",246,2008-08-22,"14:39:00","HB",2,2,0,1,"E2","","","","","","",0,0,""
"247",247,2008-08-22,"14:40:00","HB",22,22,0,2,"W1","","","","","","",0,0,""
"248",248,2008-08-22,"14:43:00","StepBuz",1,1,0,1,"O","","","","","","",0,0,""
"249",249,2008-08-22,"14:45:00","HB",19,19,0,1,"E2","","","","","","",0,0,""
"250",250,2008-08-22,"14:45:00","HB",5,5,0,2,"W1","","","","","","",0,0,""
"251",251,2008-08-22,"14:46:00","LevantSH",1,1,0,1,"W2","","","","","","",0,0,""
"252",252,2008-08-22,"14:48:00","BootedE",1,1,0,2,"W1","","","","","","",0,0,""
"253",253,2008-08-22,"14:48:00","HB",15,15,0,2,"W1","","","","","","",0,0,""
"254",254,2008-08-22,"14:48:00","Mon",1,1,0,1,"E2","ad","m","","","","",0,0,""
"255",255,2008-08-22,"14:48:00","MediumRaptor",1,1,0,1,"E2","","","","","","",0,0,""
"256",256,2008-08-22,"14:52:00","BootedE",2,2,0,1,"E2","","","","","","",0,0,""
"257",257,2008-08-22,"14:52:00","HB",1,1,0,1,"E2","","","","","","",0,0,""
"258",258,2008-08-22,"14:52:00","HB",16,16,0,2,"W1","","","","","","",0,0,""
"259",259,2008-08-22,"14:57:00","HB",8,8,0,2,"W1","","","","","","",0,0,""
"260",260,2008-08-22,"14:58:00","HB",19,19,0,1,"E2","","","","","","",0,0,""
"261",261,2008-08-22,"14:58:00","LargeEAGLE",1,1,0,1,"E2","","","","","","",0,0,""
"262",262,2008-08-22,"15:00:00","HB",10,10,0,1,"E2","","","","","","",0,0,""
"263",263,2008-08-22,"15:00:00","HB",4,4,0,2,"W1","","","","","","",0,0,""
"264",264,2008-08-22,"15:02:00","BlackKite",1,1,0,1,"E2","","","","","","",0,0,""
"265",265,2008-08-22,"15:05:00","HB",12,12,0,2,"O","","","","","","",0,0,""
"266",266,2008-08-22,"15:06:00","HB",11,11,0,1,"E2","","","","","","",0,0,""
"267",267,2008-08-22,"15:06:00","Mon",2,2,0,1,"E2","ad","m","","","","",0,0,""
"268",268,2008-08-22,"15:09:00","HB",15,15,0,1,"E2","","","","","","",0,0,""
"269",269,2008-08-22,"15:15:00","BlackKite",3,3,0,2,"O","","","","","","",0,0,""
"270",270,2008-08-22,"15:19:00","HB",31,31,0,2,"O","","","","","","",0,0,""
"271",271,2008-08-22,"15:20:00","HB",12,12,0,2,"O","","","","","","",0,0,""
"272",272,2008-08-22,"15:22:00","HB",16,16,0,2,"O","","","","","","",0,0,""
"273",273,2008-08-22,"15:24:00","HB",27,27,0,1,"E2","","","","","","",0,0,""
"274",274,2008-08-22,"15:26:00","BlackKite",1,1,0,1,"E2","","","","","","",0,0,""
"275",275,2008-08-22,"15:26:00","HB",29,29,0,1,"E2","","","","","","",0,0,""
"276",276,2008-08-22,"15:35:00","HB",5,5,0,2,"W1","","","","","","",0,0,""
"277",277,2008-08-22,"15:39:00","BlackKite",2,2,0,2,"O","","","","","","",0,0,""
"278",278,2008-08-22,"15:39:00","HB",26,26,0,2,"O","","","","","","",0,0,""
"279",279,2008-08-22,"15:39:00","MonPalHen",1,1,0,2,"O","","","","","","",0,0,""
"280",280,2008-08-22,"15:41:00","HB",6,6,0,1,"E2","","","","","","",0,0,""
"281",281,2008-08-22,"15:43:00","HB",25,25,0,1,"E2","","","","","","",0,0,""
"282",282,2008-08-22,"15:49:00","MonPalHen",1,1,0,1,"E2","","","","","","",0,0,""
"283",283,2008-08-22,"15:49:00","StepBuz",2,2,0,1,"E2","","","","","","",0,0,""
"284",284,2008-08-22,"15:51:00","HB",1,1,0,1,"E2","","","","","","",0,0,""
"285",285,2008-08-22,"15:54:00","HB",6,6,0,2,"E1","","","","","","",0,0,""
"286",286,2008-08-22,"16:04:00","HB",7,7,0,2,"E2","","","","","","",0,0,""
