"date","timestamp","telpost","speciesname","speciesid","count","countback","local","location","age","sex","plumage","counttype","migtype","remark","yday","year"
"2012-08-21","14:44:00","2","BlackKite",88,3,"","","E2","","","","","","",234,2012
"2012-08-21","14:45:00","2","HB",86,1,"","","E2","","","","","","",234,2012
"2012-08-21","14:57:00","2","BlackKite",88,2,"","","E2","","","","","","",234,2012
"2012-08-21","14:57:00","2","HB",86,123,"","","E2","","","","","","",234,2012
"2012-08-21","15:02:00","2","HB",86,23,"","","E2","","","","","","",234,2012
"2012-08-21","15:07:00","2","HB",86,49,"","","E2","","","","","","",234,2012
"2012-08-21","15:11:00","2","StepBuz",102,1,"","","E2","","","","","","",234,2012
"2012-08-21","15:17:00","2","HB",86,108,"","","E2","","","","","","",234,2012
"2012-08-21","15:20:00","2","HB",86,5,"","","E2","","","","","","",234,2012
"2012-08-21","15:24:00","2","HB",86,28,"","","E2","","","","","","",234,2012
"2012-08-21","15:26:00","2","HB",86,1,"","","E2","","","","","","",234,2012
"2012-08-21","15:31:00","2","HB",86,42,"","","E2","","","","","","",234,2012
"2012-08-21","15:35:00","2","HB",86,16,"","","E2","","","","","","",234,2012
"2012-08-21","15:39:00","2","HB",86,44,"","","E2","","","","","","",234,2012
"2012-08-21","15:39:00","2","HB",86,1,"","","E2","","","","","","",234,2012
"2012-08-21","15:41:00","2","HB",86,21,"","","E2","","","","","","",234,2012
"2012-08-21","15:43:00","2","HB",86,15,"","","E2","","","","","","",234,2012
"2012-08-21","15:46:00","2","HB",86,6,"","","E2","","","","","","",234,2012
"2012-08-21","15:52:00","2","HB",86,93,"","","E2","","","","","","",234,2012
"2012-08-21","15:56:00","2","HB",86,23,"","","E2","","","","","","",234,2012
"2012-08-21","16:01:00","2","HB",86,58,"","","E2","","","","","","",234,2012
"2012-08-21","16:01:00","2","BlackKite",88,1,"","","E2","","","","","","",234,2012
"2012-08-21","16:06:00","2","HB",86,26,"","","E2","","","","","","",234,2012
"2012-08-21","16:09:00","2","MonPalHen",1102,1,"","","E3","","","","","","",234,2012
"2012-08-21","16:11:00","2","HB",86,5,"","","E2","","","","","","",234,2012
"2012-08-21","16:25:00","2","HB",86,198,"","","E2","","","","","","",234,2012
"2012-08-21","16:25:00","2","BlackKite",88,2,"","","E2","","","","","","",234,2012
