"","id","date","time","species","number_new","number_ori","numberN","station","location","age","sex","morph","ctype","mtype","remark","dckept","dcdel","dcremark"
"60",60,2014-08-17,"12:35:00","StepBuz",1,1,0,1,"E1","","","","","","",0,0,""
"61",61,2014-08-17,"12:36:00","BlackKite",1,1,0,2,"E1","","","","","","",1,0,"ID55:-1 "
"62",62,2014-08-17,"12:36:00","BK_JUV",1,1,0,2,"E1","","","","","","",0,0,""
"63",63,2014-08-17,"12:36:00","HB",1,1,0,2,"E1","","","","","","",0,0,""
"64",64,2014-08-17,"12:36:00","HB_AD",1,1,0,2,"E1","","","","","","",0,0,""
"65",65,2014-08-17,"12:37:00","HB",3,3,0,1,"E2","","","","","","",0,0,""
"66",66,2014-08-17,"12:39:00","BlackKite",1,1,0,1,"E2","","","","","","",0,0,""
"67",67,2014-08-17,"12:42:00","StepBuz",2,2,0,2,"W2","","","","","","",0,0,""
"68",68,2014-08-17,"12:43:00","HB",4,4,0,2,"W1","","","","","","",0,0,""
"69",69,2014-08-17,"12:43:00","HB_AD",4,4,0,2,"W1","","","","","","",0,0,""
"70",70,2014-08-17,"12:44:00","HB",0,2,0,2,"W2","","","","","","",0,-2,"ID57:2 "
"71",71,2014-08-17,"12:51:00","HB",3,3,0,2,"E2","","","","","","",0,0,""
"72",72,2014-08-17,"12:52:00","BootedE",1,1,0,1,"E2","","","l","","","",0,0,""
"73",73,2014-08-17,"12:52:00","Mar",11,11,0,2,"E2","","","","","","",0,0,""
"74",74,2014-08-17,"12:56:00","HB",10,11,0,2,"W2","","","","","","",0,-1,"ID77:1 "
"75",75,2014-08-17,"12:57:00","HB",3,3,0,2,"E2","","","","","","",0,0,""
"76",76,2014-08-17,"12:58:00","StepBuz",1,1,0,2,"E2","","","","","","",0,0,""
"77",77,2014-08-17,"13:03:00","HB",1,1,0,1,"E2","","","","","","",1,0,"ID74:-1 "
"78",78,2014-08-17,"13:05:00","HB",1,1,0,1,"W2","","","","","","",0,0,""
"79",79,2014-08-17,"13:06:00","Mon",1,1,0,2,"O","ad","f","","","","",0,0,""
"80",80,2014-08-17,"13:09:00","HB",1,1,0,1,"W2","","","","","","",0,0,""
"81",81,2014-08-17,"13:10:00","HB",1,1,0,2,"W2","","","","","","",0,0,""
"82",82,2014-08-17,"13:12:00","MonPalHen",1,1,0,2,"E1","","fc","","","","",0,0,""
"83",83,2014-08-17,"13:13:00","HB",2,2,0,2,"E1","","","","","","",0,0,""
"84",84,2014-08-17,"13:15:00","HB",2,2,0,2,"O","","","","","","",2,0,"ID86:-2 "
"85",85,2014-08-17,"13:16:00","HB_AD",2,2,0,2,"O","","m","","","","",0,0,""
"86",86,2014-08-17,"13:21:00","HB",0,2,0,1,"E3","","","","","","",0,-2,"ID84:2 "
"87",87,2014-08-17,"13:21:00","Mon",2,2,0,1,"E2","ad","m","","","","",0,0,""
"88",88,2014-08-17,"13:27:00","BlackKite",1,1,0,2,"W2","","","","","","",0,0,""
"89",89,2014-08-17,"13:29:00","HB",8,8,0,2,"W2","","","","dc","","",8,0,"ID91:-8 "
"90",90,2014-08-17,"13:30:00","BlackKite",0,2,0,2,"W2","","","","dc","","",0,-2,"ID92:1 ID93:1 "
"91",91,2014-08-17,"13:32:00","HB",0,9,0,1,"E3","","","","dc","","",0,-9,"ID89:8 ID95:1 "
"92",92,2014-08-17,"13:33:00","BlackKite",1,1,0,1,"E2","","","","dc","","",1,0,"ID90:-1 "
"93",93,2014-08-17,"13:34:00","BlackKite",1,1,0,1,"E2","","","","","","",1,0,"ID90:-1 "
"94",94,2014-08-17,"13:36:00","HB",7,7,0,1,"E2","","","","","","",5,0,"ID98:-2 ID99:-3 "
"95",95,2014-08-17,"13:38:00","HB",1,1,0,2,"O","","","","","","",1,0,"ID91:-1 "
"96",96,2014-08-17,"13:39:00","HB_AD",1,1,0,2,"O","","m","","","","",0,0,""
"97",97,2014-08-17,"13:40:00","HB",0,1,0,1,"E3","","","","","","",0,-1,"ID102:1 "
"98",98,2014-08-17,"13:41:00","HB",0,2,0,2,"W2","","","","","","",0,-2,"ID94:2 "
"99",99,2014-08-17,"13:43:00","HB",0,3,0,2,"W2","","","","","","",0,-3,"ID94:3 "
"100",100,2014-08-17,"13:49:00","HB",1,1,0,1,"W1","","","","","","",0,0,""
"101",101,2014-08-17,"13:50:00","HB",3,3,0,1,"E3","","","","","","",0,0,""
"102",102,2014-08-17,"13:52:00","HB",1,1,0,2,"O","","","","","","",1,0,"ID97:-1 "
"103",103,2014-08-17,"13:53:00","HB_AD",1,1,0,2,"O","","f","","","","",0,0,""
"104",104,2014-08-17,"13:54:00","BlackKite",1,1,0,2,"W2","","","","","","",0,0,""
"105",105,2014-08-17,"13:57:00","WhiStork",48,48,0,2,"W2","","","","","","",0,0,""
"106",106,2014-08-17,"14:01:00","StepBuz",1,1,0,2,"W2","","","","","","",0,0,""
"107",107,2014-08-17,"14:01:00","StepBuz",2,2,0,2,"W2","","","","","","",0,0,""
"108",108,2014-08-17,"14:17:00","HB",11,11,0,2,"W2","","","","","","",4,0,"ID109:-4 "
"109",109,2014-08-17,"14:20:00","HB",0,4,0,1,"E3","","","","","","",0,-4,"ID108:4 "
"110",110,2014-08-17,"14:27:00","BlackKite",1,1,0,1,"E2","","","","","","",0,0,""
"111",111,2014-08-17,"14:32:00","HB",13,13,0,1,"O","","","","","","",0,0,""
"112",112,2014-08-17,"14:32:00","HB_AD",7,7,0,1,"O","","m","","","","",0,0,""
"113",113,2014-08-17,"14:33:00","HB_AD",5,5,0,1,"O","","f","","","","",0,0,""
"114",114,2014-08-17,"14:33:00","HB_AD",1,1,0,1,"O","","","","","","",0,0,""
"115",115,2014-08-17,"14:37:00","Mon",1,1,0,1,"W2","imm","m","","","","",0,0,""
"116",116,2014-08-17,"14:40:00","HB",13,13,0,1,"O","","","","","","",0,0,""
"117",117,2014-08-17,"14:40:00","Mon",1,1,0,1,"O","imm","f","","","","",0,0,""
"118",118,2014-08-17,"14:41:00","Mar",1,1,0,1,"E1","juv","","","","","",0,0,""
"119",119,2014-08-17,"14:42:00","HB_AD",7,7,0,1,"O","","m","","","","",0,0,""
"120",120,2014-08-17,"14:42:00","HB_AD",6,6,0,1,"O","","f","","","","",0,0,""
"121",121,2014-08-17,"14:42:00","HB_AD",1,1,0,1,"O","","","","","","",0,0,""
"122",122,2014-08-17,"14:45:00","HB",1,1,0,1,"W2","","","","","","",0,0,""
"123",123,2014-08-17,"14:46:00","HB",3,3,0,1,"O","","","","","","",0,0,""
"124",124,2014-08-17,"14:46:00","HB_AD",1,1,0,1,"O","","f","","","","",0,0,""
"125",125,2014-08-17,"14:46:00","HB_AD",2,2,0,1,"O","","m","","","","",0,0,""
"126",126,2014-08-17,"14:52:00","HB",4,4,0,1,"O","","","","","","",0,0,""
"127",127,2014-08-17,"14:52:00","HB",1,1,0,2,"O","","","","","","",0,0,""
"128",128,2014-08-17,"14:52:00","HB_AD",3,3,0,1,"O","","m","","","","",0,0,""
"129",129,2014-08-17,"14:52:00","HB_AD",1,1,0,1,"O","","f","","","","",0,0,""
"130",130,2014-08-17,"14:53:00","HB",1,1,0,1,"W1","","","","","","",0,0,""
"131",131,2014-08-17,"14:53:00","HB_AD",1,1,0,1,"W1","","m","","","","",0,0,""
"132",132,2014-08-17,"14:53:00","HB_AD",1,1,0,2,"O","","m","","","","",0,0,""
"133",133,2014-08-17,"14:55:00","HB",1,1,0,1,"W1","","","","","","",0,0,""
"134",134,2014-08-17,"14:55:00","HB",0,1,0,2,"W2","","","","","","",0,-1,"ID136:1 "
"135",135,2014-08-17,"14:56:00","HB_AD",1,1,0,1,"W1","","f","","","","",0,0,""
"136",136,2014-08-17,"14:59:00","HB",1,1,0,1,"E2","","","","","","",1,0,"ID134:-1 "
"137",137,2014-08-17,"15:00:00","HB",2,2,0,1,"E2","","","","","","",0,0,""
"138",138,2014-08-17,"15:09:00","HB",2,2,0,2,"W3","","","","sc","","",0,0,""
"139",139,2014-08-17,"15:21:00","HB",6,6,0,2,"E1","","","","","","",0,0,""
"140",140,2014-08-17,"15:22:00","HB_AD",6,6,0,2,"E1","","","","","","",0,0,""
"141",141,2014-08-17,"15:24:00","HB",3,3,0,1,"O","","","","","","",0,0,""
"142",142,2014-08-17,"15:24:00","HB_AD",2,2,0,1,"O","","f","","","","",0,0,""
"143",143,2014-08-17,"15:24:00","HB_AD",1,1,0,1,"O","","m","","","","",0,0,""
"144",144,2014-08-17,"15:26:00","Mon",1,1,0,1,"W1","ad","f","","","","",0,0,""
"145",145,2014-08-17,"15:29:00","HB",1,1,0,2,"W1","","","","","","",0,0,""
"146",146,2014-08-17,"15:31:00","HB",6,6,0,2,"W2","","","","","","",4,0,"ID149:-4 "
"147",147,2014-08-17,"15:40:00","HB",3,3,0,2,"W2","","","","","","",3,0,"ID149:-3 "
"148",148,2014-08-17,"15:40:00","Mar",1,1,0,1,"W3","","","","","","",0,0,""
"149",149,2014-08-17,"15:43:00","MediumRaptor",0,7,0,1,"E3","","","","","","",0,-7,"ID147:3 ID146:4 "
"150",150,2014-08-17,"15:44:00","MonPalHen",1,1,0,1,"E3","","","","","","",0,0,""
"151",151,2014-08-17,"15:46:00","BootedE",1,1,0,1,"W2","","","l","","","",0,0,""
"152",152,2014-08-17,"15:47:00","HB",1,1,0,1,"O","","","","","","",0,0,""
"153",153,2014-08-17,"15:47:00","HB_AD",1,1,0,1,"O","","f","","","","",0,0,""
"154",154,2014-08-17,"15:53:00","HB",2,2,0,1,"W2","","","","","","",0,0,""
"155",155,2014-08-17,"15:59:00","HB",8,8,0,1,"E1","","","","","","",0,0,""
"156",156,2014-08-17,"15:59:00","Mar",1,1,0,1,"W2","ad","f","","","","",0,0,""
"157",157,2014-08-17,"16:00:00","BlackKite",1,1,0,1,"E1","","","","","","",0,0,""
"158",158,2014-08-17,"16:00:00","BK_NONJUV",1,1,0,1,"E1","","","","","","",0,0,""
"159",159,2014-08-17,"16:09:00","HB",1,1,0,1,"W2","","","","","","",0,0,""
"160",160,2014-08-17,"16:37:00","HB",8,8,0,2,"O","","","","","","",0,0,""
"161",161,2014-08-17,"16:37:00","HB_AD",5,5,0,2,"O","","m","","","","",0,0,""
"162",162,2014-08-17,"16:38:00","HB_AD",3,3,0,2,"O","","f","","","","",0,0,""
"163",163,2014-08-17,"16:52:00","HB",1,1,0,2,"O","","","","","","",0,0,""
"164",164,2014-08-17,"16:52:00","HB",4,4,0,2,"W2","","","","","","",0,0,""
"165",165,2014-08-17,"16:53:00","HB_AD",1,1,0,2,"O","","m","","","","",0,0,""
"166",166,2014-08-17,"16:59:00","BlackKite",1,1,0,1,"E2","","","","","","",0,0,""
"167",167,2014-08-17,"17:20:00","Mon",1,1,0,1,"W2","juv","","","","","",0,0,""
"168",168,2014-08-17,"17:26:00","MediumRaptor",2,2,0,1,"W3","","","","","","",0,0,""
"169",169,2014-08-17,"17:27:00","HB",3,3,0,2,"O","","","","","","",0,0,""
"170",170,2014-08-17,"17:27:00","HB_AD",1,1,0,2,"O","","m","","","","",0,0,""
"171",171,2014-08-17,"17:27:00","HB_AD",2,2,0,2,"O","","f","","","","",0,0,""
"172",172,2014-08-17,"17:27:00","MonPalHen",1,1,0,1,"W3","","","","","","",0,0,""
"173",173,2014-08-18,"06:46:00","Mon",1,1,0,1,"E3","ad","m","","","","",0,0,""
"174",174,2014-08-18,"06:46:00","MonPalHen",2,2,0,1,"E3","","","","","","",0,0,""
"175",175,2014-08-18,"06:55:00","MonPalHen",1,1,0,1,"E3","","fc","","","","",0,0,""
"176",176,2014-08-18,"06:56:00","Mon",1,1,0,1,"E3","nonjuv","m","","","","",0,0,""
"177",177,2014-08-18,"06:58:00","MonPalHen",3,3,0,1,"E3","","","","","","",0,0,""
"178",178,2014-08-18,"07:09:00","Mon",2,2,0,1,"O","ad","m","","","","",0,0,""
"179",179,2014-08-18,"07:10:00","Mon",1,1,0,1,"O","juv","","","","","",0,0,""
"180",180,2014-08-18,"07:12:00","Mon",1,1,0,1,"O","imm","m","","","","",0,0,""
"181",181,2014-08-18,"07:18:00","Mon",1,1,0,1,"W1","ad","m","","","","",0,0,""
"182",182,2014-08-18,"07:35:00","Mar",1,1,0,1,"W2","juv","","","","","",0,0,""
"183",183,2014-08-18,"07:37:00","Mar",1,1,0,1,"W2","nonjuv","f","","","","",0,0,""
"184",184,2014-08-18,"07:37:00","Mar",1,1,0,1,"W2","juv","","","","","",0,0,""
"185",185,2014-08-18,"07:44:00","MonPalHen",1,1,0,1,"E2","","fc","","","","",0,0,""
"186",186,2014-08-18,"07:50:00","Mon",1,1,0,2,"W3","ad","m","","","","",1,0,"ID188:-1 "
"187",187,2014-08-18,"07:50:00","Mon",1,1,0,2,"W3","ad","m","","","","",1,0,"ID188:-1 "
"188",188,2014-08-18,"07:57:00","MonPalHen",1,3,0,1,"E2","","","","","","",0,-2,"ID186:1 ID187:1 "
"189",189,2014-08-18,"08:02:00","Mon",1,1,0,1,"E1","ad","m","","","","",0,0,""
"190",190,2014-08-18,"08:24:00","BlackKite",1,1,0,2,"E1","","","","","","",0,0,""
"191",191,2014-08-18,"08:24:00","BlackKite",1,1,0,2,"E1","","","","","","",0,0,""
"192",192,2014-08-18,"08:24:00","BK_JUV",1,1,0,2,"E1","","","","","","",0,0,""
"193",193,2014-08-18,"08:24:00","BK_JUV",1,1,0,2,"E1","","","","","","",0,0,""
"194",194,2014-08-18,"08:27:00","Mon",1,1,0,2,"E2","ad","m","","","","",0,0,""
"195",195,2014-08-18,"08:27:00","Mon",1,1,0,2,"E2","ad","m","","","","",0,0,""
"196",196,2014-08-18,"08:28:00","Mon",1,1,0,2,"E2","juv","","","","","",0,0,""
"197",197,2014-08-18,"08:28:00","Mon",1,1,0,2,"E2","juv","","","","","",0,0,""
"198",198,2014-08-18,"08:45:00","Mon",1,1,0,1,"W1","ad","m","","","","",0,0,""
"199",199,2014-08-18,"08:46:00","Mon",1,1,0,1,"W1","ad","m","","","","",0,0,""
"200",200,2014-08-18,"08:48:00","Mon",1,1,0,1,"W1","imm","m","","","","",0,0,""
"201",201,2014-08-18,"09:08:00","HB",16,16,0,2,"E3","","","","","","",0,0,""
"202",202,2014-08-18,"09:08:00","HB",16,16,0,2,"E3","","","","","","",0,0,""
"203",203,2014-08-18,"09:10:00","BlackKite",1,1,0,1,"W3","","","","","","",0,0,""
"204",204,2014-08-18,"09:15:00","HB",12,12,0,2,"E2","","","","","","",0,0,""
"205",205,2014-08-18,"09:15:00","HB",12,12,0,2,"E2","","","","","","",0,0,""
"206",206,2014-08-18,"09:16:00","BlackKite",1,1,0,2,"E2","","","","","","",0,0,""
"207",207,2014-08-18,"09:16:00","BlackKite",1,1,0,2,"E2","","","","","","",0,0,""
"208",208,2014-08-18,"09:17:00","BlackKite",1,1,0,2,"E2","","","","","","",0,0,""
"209",209,2014-08-18,"09:17:00","BlackKite",1,1,0,2,"E2","","","","","","",0,0,""
"210",210,2014-08-18,"09:17:00","HB",9,9,0,2,"E2","","","","","","",0,0,""
"211",211,2014-08-18,"09:17:00","HB",9,9,0,2,"E2","","","","","","",0,0,""
"212",212,2014-08-18,"09:23:00","StepBuz",1,1,0,1,"E3","","","","","","",0,0,""
"213",213,2014-08-18,"09:25:00","HB",2,2,0,2,"E2","","","","","","",0,0,""
"214",214,2014-08-18,"09:25:00","HB",2,2,0,2,"E2","","","","","","",0,0,""
"215",215,2014-08-18,"09:26:00","Mon",1,1,0,1,"W1","juv","","","","","",0,0,""
"216",216,2014-08-18,"09:31:00","HB",14,14,0,2,"E2","","","","","","",0,0,""
"217",217,2014-08-18,"09:31:00","HB",14,14,0,2,"E2","","","","","","",0,0,""
"218",218,2014-08-18,"09:31:00","MonPalHen",2,2,0,2,"E2","","","","","","",0,0,""
"219",219,2014-08-18,"09:31:00","MonPalHen",2,2,0,2,"E2","","","","","","",0,0,""
"220",220,2014-08-18,"09:35:00","HB",5,5,0,2,"O","","","","","","",0,0,""
"221",221,2014-08-18,"09:35:00","HB",5,5,0,2,"O","","","","","","",0,0,""
"222",222,2014-08-18,"09:35:00","HB_AD",2,2,0,2,"O","","m","","","","",0,0,""
"223",223,2014-08-18,"09:35:00","HB_AD",2,2,0,2,"O","","f","","","","",0,0,""
"224",224,2014-08-18,"09:35:00","HB_AD",2,2,0,2,"O","","m","","","","",0,0,""
"225",225,2014-08-18,"09:35:00","HB_AD",2,2,0,2,"O","","f","","","","",0,0,""
"226",226,2014-08-18,"09:45:00","HB",22,22,0,2,"O","","","","","","",0,0,""
"227",227,2014-08-18,"09:45:00","HB",22,22,0,2,"O","","","","","","",0,0,""
"228",228,2014-08-18,"09:45:00","HB_AD",15,15,0,2,"O","","","","","","",0,0,""
"229",229,2014-08-18,"09:45:00","HB_AD",15,15,0,2,"O","","","","","","",0,0,""
"230",230,2014-08-18,"09:46:00","HB_AD",4,4,0,2,"O","","f","","","","",0,0,""
"231",231,2014-08-18,"09:46:00","HB_AD",4,4,0,2,"O","","f","","","","",0,0,""
"232",232,2014-08-18,"09:47:00","HB_AD",3,3,0,2,"O","","m","","","","",0,0,""
"233",233,2014-08-18,"09:47:00","HB_AD",3,3,0,2,"O","","m","","","","",0,0,""
"234",234,2014-08-18,"09:48:00","HB",1,1,0,2,"W2","","","","","","",0,0,""
"235",235,2014-08-18,"09:48:00","HB",4,4,0,2,"O","","","","","","",0,0,""
"236",236,2014-08-18,"09:48:00","HB",1,1,0,2,"W2","","","","","","",0,0,""
"237",237,2014-08-18,"09:48:00","HB",4,4,0,2,"O","","","","","","",0,0,""
"238",238,2014-08-18,"09:48:00","HB_AD",1,1,0,2,"O","","f","","","","",0,0,""
"239",239,2014-08-18,"09:48:00","HB_AD",2,2,0,2,"O","","m","","","","",0,0,""
"240",240,2014-08-18,"09:48:00","HB_AD",1,1,0,2,"O","","f","","","","",0,0,""
"241",241,2014-08-18,"09:48:00","HB_AD",2,2,0,2,"O","","m","","","","",0,0,""
"242",242,2014-08-18,"09:49:00","HB",1,1,0,1,"W1","","","","","","",0,0,""
"243",243,2014-08-18,"09:50:00","HB_AD",1,1,0,1,"W1","","m","","","","",0,0,""
"244",244,2014-08-18,"09:56:00","BootedE",1,1,0,2,"O","","","d","","","",0,0,""
"245",245,2014-08-18,"09:56:00","BootedE",1,1,0,2,"O","","","d","","","",0,0,""
"246",246,2014-08-18,"09:56:00","HB",1,1,0,2,"O","","","","","","",0,0,""
"247",247,2014-08-18,"09:56:00","HB",1,1,0,2,"O","","","","","","",0,0,""
"248",248,2014-08-18,"09:56:00","HB_AD",1,1,0,2,"O","","m","","","","",0,0,""
"249",249,2014-08-18,"09:56:00","HB_AD",1,1,0,2,"O","","m","","","","",0,0,""
"250",250,2014-08-18,"09:58:00","BlackKite",1,1,0,2,"E2","","","","","","",0,0,""
"251",251,2014-08-18,"09:58:00","BlackKite",1,1,0,2,"E2","","","","","","",0,0,""
"252",252,2014-08-18,"09:58:00","HB",3,3,0,2,"E2","","","","","","",0,0,""
"253",253,2014-08-18,"09:58:00","HB",3,3,0,2,"E2","","","","","","",0,0,""
"254",254,2014-08-18,"10:00:00","Mar",1,1,0,2,"E2","nonjuv","f","","","","",0,0,""
"255",255,2014-08-18,"10:00:00","Mar",1,1,0,2,"E2","nonjuv","f","","","","",0,0,""
"256",256,2014-08-18,"10:04:00","HB",10,10,0,2,"O","","","","","","",0,0,""
"257",257,2014-08-18,"10:04:00","HB",10,10,0,2,"O","","","","","","",0,0,""
"258",258,2014-08-18,"10:05:00","HB_AD",6,6,0,2,"O","","f","","","","",0,0,""
"259",259,2014-08-18,"10:05:00","HB_AD",4,4,0,2,"O","","m","","","","",0,0,""
"260",260,2014-08-18,"10:05:00","HB_AD",6,6,0,2,"O","","f","","","","",0,0,""
"261",261,2014-08-18,"10:05:00","HB_AD",4,4,0,2,"O","","m","","","","",0,0,""
"262",262,2014-08-18,"10:06:00","BlackKite",1,1,0,2,"E2","","","","","","",0,0,""
"263",263,2014-08-18,"10:06:00","BlackKite",1,1,0,2,"E2","","","","","","",0,0,""
"264",264,2014-08-18,"10:06:00","HB",2,2,0,2,"E2","","","","","","",0,0,""
"265",265,2014-08-18,"10:06:00","HB",2,2,0,2,"E2","","","","","","",0,0,""
"266",266,2014-08-18,"10:06:00","Mar",1,1,0,2,"E2","","","","","","",0,0,""
"267",267,2014-08-18,"10:06:00","Mar",1,1,0,2,"E2","","","","","","",0,0,""
"268",268,2014-08-18,"10:18:00","Mon",1,1,0,2,"W3","ad","m","","","","",0,0,""
"269",269,2014-08-18,"10:18:00","Mon",1,1,0,2,"W3","ad","m","","","","",0,0,""
"270",270,2014-08-18,"10:19:00","HB",17,17,0,2,"W2","","","","","","",0,0,""
"271",271,2014-08-18,"10:19:00","HB",17,17,0,2,"W2","","","","","","",0,0,""
"272",272,2014-08-18,"10:19:00","MonPalHen",1,1,0,2,"W3","juv","","","","","",0,0,""
"273",273,2014-08-18,"10:19:00","MonPalHen",1,1,0,2,"W3","juv","","","","","",0,0,""
"274",274,2014-08-18,"10:20:00","Mar",1,1,0,2,"W3","nonjuv","f","","","","",0,0,""
"275",275,2014-08-18,"10:20:00","Mar",1,1,0,2,"W3","nonjuv","f","","","","",0,0,""
"276",276,2014-08-18,"10:25:00","BlackKite",1,1,0,2,"W3","","","","","","",0,0,""
"277",277,2014-08-18,"10:25:00","BlackKite",1,1,0,2,"W3","","","","","","",0,0,""
"278",278,2014-08-18,"10:28:00","Mon",1,1,0,2,"E1","ad","m","","","","",0,0,""
"279",279,2014-08-18,"10:28:00","Mon",1,1,0,2,"E1","ad","m","","","","",0,0,""
