"","id","date","time","species","number_new","number_ori","numberN","station","location","age","sex","morph","ctype","mtype","remark","dckept","dcdel","dcremark"
"40",40,2012-08-18,"11:53:00","HB",3,3,0,1,"E3","","","","","","",0,0,""
"41",41,2012-08-18,"12:04:00","WhiStork",2,2,0,2,"E3","","","","","","",0,0,""
"42",42,2012-08-18,"12:12:00","HB",26,27,0,1,"E3","","","","","","",0,-1,"ID43:1 "
"43",43,2012-08-18,"12:17:00","HB",1,1,0,2,"E2","","","","","","",1,0,"ID42:-1 "
"44",44,2012-08-18,"12:22:00","HB",41,45,0,1,"E3","","","","","","",0,-4,"ID47:2 ID48:2 "
"45",45,2012-08-18,"12:23:00","Pal",1,1,0,1,"E3","ad","m","","","","",0,0,""
"46",46,2012-08-18,"12:23:00","ShortTE",1,1,0,2,"E2","nonjuv","","","","","",0,0,""
"47",47,2012-08-18,"12:31:00","HB",2,2,0,2,"E1","","","","","","",2,0,"ID44:-2 "
"48",48,2012-08-18,"12:34:00","HB",2,2,0,2,"E1","","","","","","",2,0,"ID44:-2 "
"49",49,2012-08-18,"12:39:00","HB",1,4,0,1,"E3","","","","","","",0,-3,"ID50:1 ID51:2 "
"50",50,2012-08-18,"12:40:00","HB",1,1,0,2,"E2","ad","","","","","",1,0,"ID49:-1 "
"51",51,2012-08-18,"12:48:00","HB",2,2,0,2,"E2","ad","","","","","",2,0,"ID49:-2 "
"52",52,2012-08-18,"12:56:00","HB",1,1,0,2,"O","","","","","","",0,0,""
"53",53,2012-08-18,"13:00:00","HB",7,7,0,2,"E2","","","","","","",0,0,""
"54",54,2012-08-18,"13:00:00","HB",1,1,0,2,"O","","","","","","",0,0,""
"55",55,2012-08-18,"13:00:00","HB_AD",1,1,0,2,"O","","","","","","",0,0,""
"56",56,2012-08-18,"13:11:00","BlackKite",1,1,0,1,"O","","","","","","",0,0,""
"57",57,2012-08-18,"13:11:00","BK_JUV",1,1,0,1,"O","","","","","","",0,0,""
"58",58,2012-08-18,"13:14:00","HB",1,1,0,1,"E2","","","","","","",0,0,""
"59",59,2012-08-18,"13:16:00","Mar",1,1,0,2,"W2","nonjuv","f","","","","",0,0,""
"60",60,2012-08-18,"13:23:00","HB",1,1,0,2,"W1","","","","","","",1,0,"ID63:-1 "
"61",61,2012-08-18,"13:30:00","HB",1,1,0,2,"E1","ad","","","","","",1,0,"ID63:-1 "
"62",62,2012-08-18,"13:30:00","HB",2,2,0,2,"E1","juv","","","","","",2,0,"ID63:-2 "
"63",63,2012-08-18,"13:37:00","HB",0,4,0,1,"E3","","","","","","",0,-4,"ID61:1 ID62:2 ID60:1 "
"64",64,2012-08-18,"13:53:00","HB",5,5,0,2,"W2","","","","","","",5,0,"ID65:-5 "
"65",65,2012-08-18,"13:56:00","HB",0,5,0,1,"E3","","","","","","",0,-5,"ID64:5 "
"66",66,2012-08-18,"14:07:00","HB",9,9,0,1,"E1","","","","","","",0,0,""
"67",67,2012-08-18,"14:07:00","HB_AD",5,5,0,1,"E1","","f","","","","",0,0,""
"68",68,2012-08-18,"14:08:00","HB_AD",1,1,0,1,"E1","","m","","","","",0,0,""
"69",69,2012-08-18,"14:11:00","HB",7,7,0,1,"E2","","","","","","",2,0,"ID70:-2 "
"70",70,2012-08-18,"14:18:00","HB",0,2,0,2,"W2","","","","","","",0,-2,"ID69:2 "
"71",71,2012-08-18,"14:20:00","BootedE",1,1,0,1,"O","nonjuv","","d","","","",0,0,""
"72",72,2012-08-18,"14:29:00","HB",54,54,0,1,"E2","","","","","","",1,0,"ID74:-1 "
"73",73,2012-08-18,"14:29:00","BlackKite",2,2,0,1,"E2","","","","","","",0,0,""
"74",74,2012-08-18,"14:36:00","HB",0,1,0,2,"W2","","","","","","",0,-1,"ID72:1 "
"75",75,2012-08-18,"14:47:00","HB",4,4,0,2,"O","","","","","","",4,0,"ID76:-3 ID80:-1 "
"76",76,2012-08-18,"14:48:00","HB",0,3,0,1,"E3","","","","","","",0,-3,"ID75:3 "
"77",77,2012-08-18,"14:48:00","HB_AD",4,4,0,2,"O","","","","","","",0,0,""
"78",78,2012-08-18,"14:49:00","HB",1,1,0,2,"O","","","","","","",1,0,"ID80:-1 "
"79",79,2012-08-18,"14:53:00","BlackKite",1,1,0,2,"W2","","","","","","",0,0,""
"80",80,2012-08-18,"14:55:00","HB",8,10,0,1,"E3","","","","","","",0,-2,"ID78:1 ID75:1 "
"81",81,2012-08-18,"14:58:00","HB",15,15,0,1,"E3","","","","","","",0,0,""
"82",82,2012-08-18,"15:08:00","BootedE",1,1,0,2,"W2","","","d","","","",0,0,""
"83",83,2012-08-18,"15:10:00","HB",25,25,0,1,"E2","","","","","","",0,0,""
"84",84,2012-08-18,"15:16:00","HB",8,8,0,1,"E2","","","","","","",0,0,""
"85",85,2012-08-18,"15:23:00","HB",25,25,0,1,"E3","","","","","","",0,0,""
"86",86,2012-08-18,"15:24:00","HB",1,1,0,1,"E3","","","","","","",0,0,""
"87",87,2012-08-18,"15:27:00","Mar",1,1,0,1,"E2","ad","f","","","","",0,0,""
"88",88,2012-08-18,"15:28:00","HB",13,13,0,1,"E3","","","","","","",0,0,""
"89",89,2012-08-18,"15:34:00","LesserSE",1,1,0,1,"W2","nonjuv","","","","","",0,0,""
"90",90,2012-08-18,"15:36:00","HB",19,19,0,1,"E2","","","","","","",0,0,""
"91",91,2012-08-18,"15:43:00","HB",13,13,0,1,"E2","","","","","","",0,0,""
"92",92,2012-08-18,"15:44:00","BlackKite",1,1,0,1,"E2","","","","","","",0,0,""
"93",93,2012-08-18,"15:44:00","BK_NONJUV",1,1,0,1,"E2","","","","","","",0,0,""
"94",94,2012-08-18,"15:44:00","Mar",1,1,0,1,"E2","ad","m","","","","",0,0,""
"95",95,2012-08-18,"15:47:00","BootedE",1,1,0,1,"E2","","","d","","","",0,0,""
"96",96,2012-08-18,"15:47:00","HB",3,3,0,1,"E2","","","","","","",0,0,""
"97",97,2012-08-18,"15:49:00","HB",2,2,0,1,"O","","","","","","",0,0,""
"98",98,2012-08-18,"15:49:00","HB_AD",1,1,0,1,"O","","m","","","","",0,0,""
"99",99,2012-08-18,"15:52:00","HB",6,6,0,1,"E3","","","","","","",0,0,""
"100",100,2012-08-18,"15:52:00","HB",1,1,0,1,"O","","","","","","",0,0,""
"101",101,2012-08-18,"15:52:00","HB_AD",1,1,0,1,"O","","m","","","","",0,0,""
"102",102,2012-08-18,"15:53:00","HB_AD",2,2,0,2,"O","","","","","","",0,0,""
"103",103,2012-08-18,"15:54:00","HB_AD",2,2,0,2,"W1","","","","","","",0,0,""
"104",104,2012-08-18,"15:56:00","HB",1,1,0,1,"E2","ad","m","","","","",1,0,"ID105:-1 "
"105",105,2012-08-18,"16:10:00","HB",0,1,0,2,"W2","","","","","","",0,-1,"ID104:1 "
"106",106,2012-08-18,"16:13:00","HB",2,2,0,1,"E1","nonjuv","m","","","","",0,0,""
"107",107,2012-08-18,"16:17:00","HB",33,34,0,1,"E3","","","","","","",0,-1,"ID108:1 "
"108",108,2012-08-18,"16:23:00","HB",1,1,0,2,"E2","","","","","","",1,0,"ID107:-1 "
"109",109,2012-08-18,"16:23:00","HB_AD",1,1,0,2,"E2","","","","","","",0,0,""
"110",110,2012-08-18,"16:31:00","BlackKite",1,1,0,1,"W1","nonjuv","","","","","",0,0,""
"111",111,2012-08-18,"16:31:00","HB",5,8,0,1,"E3","","","","","","",0,-3,"ID112:3 "
"112",112,2012-08-18,"16:39:00","HB",3,3,0,2,"W1","","","","","","",3,0,"ID111:-3 "
"113",113,2012-08-18,"16:46:00","HB",14,16,0,1,"E3","","","","","","",0,-2,"ID114:2 "
"114",114,2012-08-18,"16:56:00","HB",2,2,0,2,"W2","","","","","","",2,0,"ID113:-2 "
"115",115,2012-08-18,"17:01:00","LargeFALCON",1,1,0,1,"W3","","","","","","",0,0,""
"116",116,2012-08-18,"17:13:00","BlackKite",1,1,0,1,"E2","ad","","","","","",0,0,""
"117",117,2012-08-18,"17:13:00","BK_NONJUV",1,1,0,1,"E2","","","","","","",0,0,""
"118",118,2012-08-18,"17:34:00","HB",13,13,0,2,"E2","","","","","","",0,0,""
"119",119,2012-08-18,"17:38:00","BlaStork",4,4,0,1,"W3","","","","","","",0,0,""
"120",120,2012-08-19,"10:20:00","HB",2,2,0,1,"E2","","","","","","",0,0,""
"121",121,2012-08-19,"10:21:00","HB",5,5,0,1,"E3","","","","","","",0,0,""
"122",122,2012-08-19,"10:41:00","BlaStork",4,4,0,1,"E2","","","","","","",0,0,""
"123",123,2012-08-19,"10:41:00","HB",3,3,0,1,"E2","","","","","","",0,0,""
"124",124,2012-08-19,"10:42:00","HB",4,4,0,1,"E2","","","","","","",0,0,""
"125",125,2012-08-19,"10:46:00","HB",1,1,0,1,"E3","","","","","","",0,0,""
"126",126,2012-08-19,"10:52:00","BootedE",1,1,0,1,"E2","","","d","","","",0,0,""
"127",127,2012-08-19,"10:55:00","HB",3,3,0,1,"E2","","","","","","",0,0,""
"128",128,2012-08-19,"10:56:00","StepBuz",2,2,0,1,"E2","","","","","","",0,0,""
"129",129,2012-08-19,"11:00:00","HB",2,2,0,1,"E2","","","","","","",0,0,""
"130",130,2012-08-19,"11:01:00","StepBuz",1,1,0,1,"E2","","","","","","",0,0,""
"131",131,2012-08-19,"11:03:00","HB",3,3,0,1,"E2","","","","","","",0,0,""
"132",132,2012-08-19,"11:03:00","BootedE",1,1,0,1,"E2","nonjuv","","l","","","",0,0,""
"133",133,2012-08-19,"11:03:00","HB_AD",6,6,0,2,"O","","","","","","",0,0,""
"134",134,2012-08-19,"11:03:00","BootedE",1,1,0,2,"O","nonjuv","","d","","","",0,0,""
"135",135,2012-08-19,"11:04:00","StepBuz",1,1,0,1,"E2","","","","","","",0,0,""
"136",136,2012-08-19,"11:12:00","BlaStork",2,2,0,2,"E2","juv","","","","","",0,0,""
"137",137,2012-08-19,"11:13:00","BlaStork",1,1,0,2,"E2","nonjuv","","","","","",0,0,""
"138",138,2012-08-19,"11:16:00","HB",2,2,0,1,"E2","","","","","","",0,0,""
"139",139,2012-08-19,"11:17:00","BootedE",1,1,0,2,"W1","nonjuv","","d","","","",0,0,""
"140",140,2012-08-19,"11:23:00","HB",1,1,0,1,"E2","","","","","","",0,0,""
"141",141,2012-08-19,"11:23:00","BootedE",1,1,0,1,"E2","","","d","","","",0,0,""
"142",142,2012-08-19,"11:26:00","HB_AD",3,3,0,2,"E1","","m","","","","",0,0,""
"143",143,2012-08-19,"11:26:00","HB_AD",3,3,0,2,"E1","","f","","","","",0,0,""
"144",144,2012-08-19,"11:28:00","BootedE",1,1,0,1,"E2","nonjuv","","d","","","",0,0,""
"145",145,2012-08-19,"11:28:00","HB",5,5,0,1,"E2","","","","","","",0,0,""
"146",146,2012-08-19,"11:41:00","HB",3,3,0,1,"E2","","","","","","",0,0,""
"147",147,2012-08-19,"11:43:00","HB",1,1,0,1,"E2","","","","","","",0,0,""
"148",148,2012-08-19,"11:47:00","HB",2,2,0,1,"E2","","","","","","",0,0,""
"149",149,2012-08-19,"11:51:00","HB",1,1,0,1,"E2","","","","","","",0,0,""
"150",150,2012-08-19,"11:55:00","HB",23,23,0,1,"E2","","","","","","",0,0,""
"151",151,2012-08-19,"11:58:00","HB",1,1,0,1,"E2","","","","","","",1,0,"ID156:-1 "
"152",152,2012-08-19,"12:01:00","HB_AD",1,1,0,2,"O","","f","","","","",0,0,""
"153",153,2012-08-19,"12:04:00","HB",3,3,0,1,"E2","","","","","","",0,0,""
"154",154,2012-08-19,"12:04:00","HB_AD",2,2,0,2,"O","","f","","","","",0,0,""
"155",155,2012-08-19,"12:04:00","HB_AD",1,1,0,2,"O","","m","","","","",0,0,""
"156",156,2012-08-19,"12:13:00","HB",0,1,0,2,"W3","","","","","","",0,-1,"ID151:1 "
"157",157,2012-08-19,"12:19:00","HB",5,7,0,1,"E3","","","","","","",0,-2,"ID159:2 "
"158",158,2012-08-19,"12:20:00","StepBuz",1,1,0,1,"E2","","","","","","",0,0,""
"159",159,2012-08-19,"12:24:00","HB",2,2,0,2,"O","","","","","","",2,0,"ID157:-2 "
"160",160,2012-08-19,"12:24:00","HB_AD",2,2,0,2,"O","","f","","","","",0,0,""
"161",161,2012-08-19,"12:31:00","HB",7,7,0,1,"E3","","","","","","",0,0,""
"162",162,2012-08-19,"12:32:00","HB_AD",4,4,0,2,"O","","m","","","","",0,0,""
"163",163,2012-08-19,"12:32:00","HB_AD",3,3,0,2,"O","","f","","","","",0,0,""
"164",164,2012-08-19,"12:37:00","HB",3,3,0,1,"E3","","","","","","",0,0,""
"165",165,2012-08-19,"12:44:00","BlackKite",1,1,0,2,"E2","","","","","","",0,0,""
"166",166,2012-08-19,"12:47:00","HB",1,1,0,1,"E2","","","","","","",0,0,""
"167",167,2012-08-19,"12:56:00","HB_AD",1,1,0,1,"E2","","f","","","","",0,0,""
"168",168,2012-08-19,"13:23:00","Mon",1,1,0,1,"E1","ad","m","","","","",0,0,""
"169",169,2012-08-19,"13:46:00","Peregrine",1,1,0,2,"O","imm","","","","","",0,0,""
"170",170,2012-08-20,"08:49:00","BlackKite",1,1,0,1,"W2","","","","","","",0,0,""
"171",171,2012-08-20,"08:53:00","Mar",1,1,0,2,"W2","nonjuv","f","","","","",0,0,""
"172",172,2012-08-20,"09:18:00","WhiStork",69,69,0,2,"O","","","","","","",0,0,""
"173",173,2012-08-20,"09:24:00","Mar",4,4,0,1,"E1","ad","m","","","","",0,0,""
"174",174,2012-08-20,"09:46:00","Mar",1,1,0,2,"W2","imm","m","","","","",0,0,""
"175",175,2012-08-20,"10:59:00","HB",6,6,0,2,"W2","","","","","","",0,0,""
"176",176,2012-08-20,"16:54:00","BlackKite",1,1,0,1,"W2","","","","","","",0,0,""
"177",177,2012-08-21,"06:38:00","BlackKite",1,1,0,1,"O","","","","","","",0,0,""
"178",178,2012-08-21,"06:38:00","BK_JUV",1,1,0,1,"O","","","","","","",0,0,""
"179",179,2012-08-21,"06:39:00","Mar",1,1,0,1,"O","juv","","","","","",0,0,""
"180",180,2012-08-21,"07:30:00","Mar",1,1,0,1,"W2","nonjuv","f","","","","",0,0,""
"181",181,2012-08-21,"08:03:00","WhiStork",1,1,0,2,"W2","","","","","","",0,0,""
"182",182,2012-08-21,"08:12:00","HB",1,1,0,2,"E2","ad","","","","","",0,0,""
"183",183,2012-08-21,"08:15:00","HB",3,3,0,2,"W3","","","","","","",0,0,""
"184",184,2012-08-21,"08:21:00","Roller",20,20,0,1,"O","","","","","","",0,0,""
"185",185,2012-08-21,"08:26:00","BlackKite",1,1,0,1,"W2","","","","","","",0,0,""
"186",186,2012-08-21,"08:28:00","BK_NONJUV",1,1,0,1,"W2","","","","","","",0,0,""
"187",187,2012-08-21,"08:28:00","BlackKite",1,1,0,1,"W3","","","","","","",0,0,""
"188",188,2012-08-21,"08:28:00","BK_JUV",1,1,0,1,"W3","","","","","","",0,0,""
"189",189,2012-08-21,"08:30:00","Mar",1,1,0,2,"W2","imm","m","","","","",0,0,""
"190",190,2012-08-21,"08:38:00","Roller",9,9,0,1,"E1","","","","","","",0,0,""
"191",191,2012-08-21,"08:49:00","Mar",1,1,0,1,"W2","juv","","","","","",0,0,""
"192",192,2012-08-21,"08:50:00","Roller",3,3,0,1,"W2","","","","","","",0,0,""
"193",193,2012-08-21,"08:55:00","Mar",1,1,0,2,"W2","imm","f","","","","",0,0,""
"194",194,2012-08-21,"08:59:00","HB",2,2,0,2,"O","","","","","","",0,0,""
"195",195,2012-08-21,"08:59:00","HB_AD",2,2,0,2,"O","","","","","","",0,0,""
"196",196,2012-08-21,"09:02:00","HB",1,1,0,2,"O","","","","","","",0,0,""
"197",197,2012-08-21,"09:02:00","HB_AD",1,1,0,2,"O","","","","","","",0,0,""
"198",198,2012-08-21,"09:13:00","Roller",5,5,0,1,"W2","","","","","","",0,0,""
"199",199,2012-08-21,"09:19:00","Mar",1,1,0,2,"W2","imm","m","","","","",0,0,""
"200",200,2012-08-21,"09:21:00","Roller",9,9,0,1,"E2","","","","","","",0,0,""
"201",201,2012-08-21,"09:23:00","HB",1,1,0,2,"E2","","","","","","",0,0,""
"202",202,2012-08-21,"09:26:00","HB",1,1,0,1,"E3","","","","sc","","",0,0,""
"203",203,2012-08-21,"09:26:00","HB",1,1,0,2,"E1","","","","","","",0,0,""
"204",204,2012-08-21,"09:26:00","HB_AD",1,1,0,2,"E1","","","","","","",0,0,""
"205",205,2012-08-21,"09:27:00","Roller",11,11,0,1,"E2","","","","","","",0,0,""
"206",206,2012-08-21,"09:39:00","HB",11,11,0,1,"E3","","","","sc","","",0,0,""
"207",207,2012-08-21,"09:43:00","Mar",2,2,0,2,"E2","nonjuv","","","","","",0,0,""
"208",208,2012-08-21,"09:45:00","HB",1,1,0,2,"E2","ad","","","","","",0,0,""
"209",209,2012-08-21,"09:49:00","Mar",1,1,0,2,"E2","nonjuv","f","","","","",0,0,""
"210",210,2012-08-21,"09:51:00","HB",1,1,0,1,"E2","ad","m","","sc","","",0,0,""
"211",211,2012-08-21,"09:56:00","Roller",3,3,0,1,"O","","","","","","",0,0,""
"212",212,2012-08-21,"09:57:00","HB",1,1,0,2,"E2","","","","","","",0,0,""
"213",213,2012-08-21,"09:57:00","HB",14,14,0,2,"E2","","","","","","",0,0,""
"214",214,2012-08-21,"09:58:00","MonPalHen",1,1,0,1,"E2","juv","","","","","",0,0,""
"215",215,2012-08-21,"10:06:00","WhiStork",2,2,0,2,"W2","juv","","","","","",0,0,""
"216",216,2012-08-21,"10:07:00","WhiStork",1,1,0,2,"W2","juv","","","","","",0,0,""
"217",217,2012-08-21,"10:08:00","BlackKite",1,1,0,2,"W2","","","","","","",0,0,""
"218",218,2012-08-21,"10:08:00","Mar",1,1,0,2,"W2","juv","","","","","",0,0,""
"219",219,2012-08-21,"10:14:00","Mon",1,1,0,1,"W1","juv","","","","","",0,0,""
"220",220,2012-08-21,"10:32:00","Mar",1,1,0,2,"O","ad","f","","","","",0,0,""
"221",221,2012-08-21,"10:41:00","StepBuz",1,1,0,1,"O","juv","","","","","",0,0,""
"222",222,2012-08-21,"10:42:00","Roller",16,16,0,1,"O","","","","","","",0,0,""
"223",223,2012-08-21,"11:06:00","HB",4,4,0,2,"E3","","","","","","",0,0,""
"224",224,2012-08-21,"11:06:00","StepBuz",1,1,0,2,"E2","","","","","","",0,0,""
"225",225,2012-08-21,"11:12:00","Mar",1,1,0,2,"E2","","","","","","",0,0,""
"226",226,2012-08-21,"11:12:00","HB",2,2,0,2,"E2","","","","","","",0,0,""
"227",227,2012-08-21,"11:29:00","MonPalHen",1,1,0,2,"E3","","","","","","",0,0,""
"228",228,2012-08-21,"11:31:00","HB",5,5,0,2,"E3","","","","","","",0,0,""
"229",229,2012-08-21,"11:32:00","HB",1,1,0,2,"E2","","","","","","",0,0,""
"230",230,2012-08-21,"11:35:00","Pal",1,1,0,2,"E2","ad","m","","","","",0,0,""
"231",231,2012-08-21,"11:35:00","BlaStork",1,1,0,2,"E2","","","","","","",0,0,""
"232",232,2012-08-21,"11:35:00","HB",3,3,0,2,"E3","","","","","","",0,0,""
"233",233,2012-08-21,"11:37:00","Roller",16,16,0,1,"W2","","","","","","",0,0,""
"234",234,2012-08-21,"11:41:00","HB",4,4,0,2,"E2","","","","","","",0,0,""
"235",235,2012-08-21,"11:42:00","HB",1,1,0,2,"E2","","","","","","",0,0,""
"236",236,2012-08-21,"11:45:00","HB",24,24,0,2,"E2","","","","","","",0,0,""
"237",237,2012-08-21,"11:47:00","BootedE",1,1,0,2,"E3","","","d","","","",0,0,""
"238",238,2012-08-21,"11:57:00","BootedE",1,1,0,2,"E2","","","l","","","",0,0,""
"239",239,2012-08-21,"12:01:00","HB",1,1,0,2,"E3","","","","","","",0,0,""
"240",240,2012-08-21,"12:01:00","BootedE",1,1,0,2,"E3","","","d","","","",0,0,""
"241",241,2012-08-21,"12:01:00","HB",1,1,0,2,"E3","","","","","","",0,0,""
"242",242,2012-08-21,"12:01:00","MonPalHen",2,2,0,2,"E3","","","","","","",0,0,""
"243",243,2012-08-21,"12:03:00","HB",1,1,0,2,"E3","","","","","","",0,0,""
"244",244,2012-08-21,"12:11:00","HB",10,10,0,2,"E3","","","","","","",0,0,""
"245",245,2012-08-21,"12:16:00","HB",51,51,0,2,"E3","","","","","","",0,0,""
"246",246,2012-08-21,"12:32:00","HB",39,39,0,1,"E3","","","","sc","","",0,0,""
"247",247,2012-08-21,"12:50:00","HB",17,17,0,2,"E3","","","","","","",0,0,""
"248",248,2012-08-21,"13:00:00","HB",3,3,0,2,"E2","","","","","","",0,0,""
"249",249,2012-08-21,"13:00:00","HB",9,9,0,2,"E3","","","","","","",0,0,""
"250",250,2012-08-21,"13:07:00","MonPalHen",1,1,0,2,"O","","","","","","",0,0,""
"251",251,2012-08-21,"13:08:00","Mon",1,1,0,2,"O","ad","m","","","","",0,0,""
"252",252,2012-08-21,"13:43:00","ShortTE",1,1,0,1,"O","nonjuv","","","","","",0,0,""
"253",253,2012-08-21,"13:47:00","HB",102,102,0,2,"E2","","","","","","",0,0,""
"254",254,2012-08-21,"13:48:00","BootedE",1,1,0,2,"E2","","","d","","","",0,0,""
"255",255,2012-08-21,"13:55:00","HB",67,67,0,2,"E3","","","","","","",0,0,""
"256",256,2012-08-21,"13:59:00","BootedE",1,1,0,1,"E2","","","d","","","",0,0,""
"257",257,2012-08-21,"14:01:00","HB",39,39,0,2,"E3","","","","","","",0,0,""
"258",258,2012-08-21,"14:03:00","HB",75,75,0,2,"E2","","","","","","",0,0,""
"259",259,2012-08-21,"14:05:00","HB",39,39,0,2,"E2","","","","","","",0,0,""
"260",260,2012-08-21,"14:13:00","HB",106,106,0,2,"E2","","","","","","",0,0,""
"261",261,2012-08-21,"14:22:00","BlackKite",1,1,0,2,"E2","","","","","","",0,0,""
"262",262,2012-08-21,"14:22:00","ShortTE",1,1,0,2,"W1","imm","","","","","",0,0,""
"263",263,2012-08-21,"14:22:00","BlaStork",1,1,0,2,"E2","","","","","","",0,0,""
"264",264,2012-08-21,"14:23:00","Mar",1,1,0,2,"E2","","fc","","","","",0,0,""
"265",265,2012-08-21,"14:23:00","HB",86,86,0,2,"E2","","","","","","",0,0,""
"266",266,2012-08-21,"14:24:00","WhiStork",27,27,0,1,"E3","","","","","","",0,0,""
"267",267,2012-08-21,"14:25:00","Mar",1,1,0,2,"E2","","","","","","",0,0,""
"268",268,2012-08-21,"14:27:00","HB",31,31,0,2,"E2","","","","","","",0,0,""
"269",269,2012-08-21,"14:27:00","BlackKite",3,3,0,2,"E2","","","","","","",0,0,""
"270",270,2012-08-21,"14:27:00","Mar",1,1,0,2,"E2","","fc","","","","",0,0,""
"271",271,2012-08-21,"14:35:00","HB",23,23,0,2,"E1","","","","","","",0,0,""
"272",272,2012-08-21,"14:44:00","HB",72,72,0,2,"E2","","","","","","",0,0,""
"273",273,2012-08-21,"14:44:00","BlackKite",3,3,0,2,"E2","","","","","","",0,0,""
"274",274,2012-08-21,"14:45:00","HB",1,1,0,2,"E2","","","","","","",0,0,""
"275",275,2012-08-21,"14:57:00","BlackKite",2,2,0,2,"E2","","","","","","",0,0,""
"276",276,2012-08-21,"14:57:00","HB",123,123,0,2,"E2","","","","","","",0,0,""
"277",277,2012-08-21,"15:02:00","HB",23,23,0,2,"E2","","","","","","",0,0,""
"278",278,2012-08-21,"15:07:00","HB",49,49,0,2,"E2","","","","","","",0,0,""
"279",279,2012-08-21,"15:08:00","BootedE",1,1,0,1,"E1","nonjuv","","d","","","",0,0,""
"280",280,2012-08-21,"15:09:00","StepBuz",1,1,0,1,"E1","ad","","","","","",0,0,""
"281",281,2012-08-21,"15:11:00","StepBuz",1,1,0,2,"E2","","","","","","",0,0,""
